"Plot","Rated","Response","Language","Title","Country","Writer","Metascore","imdbRating","Director","Released","Actors","Year","Genre","Awards","Runtime","Type","Poster","imdbVotes","imdbID"
"A single church-going mother desperately tries to save her two daughters from walking down the same dark path she was once on; and a young woman fights against addiction to a mysterious party drug.","N/A","True","English","Ecstasy","USA, Canada","Ryan M. Andrews (additional writing), Raymond H. Law, Vincent Ternida (treatment)","N/A","3.8","N/A","N/A","Christy Andersen, Ava Andersen, Halle Andersen, Robert Ambrose","2011","Drama, Thriller","N/A","96 min","movie","http://ia.media-imdb.com/images/M/MV5BOTg3ODE1NDExM15BMl5BanBnXkFtZTcwMDY5ODkwNg@@._V1_SX300.jpg","556","tt1552221"
"After accidentally knocking her best friend off a roof, Alyce is haunted by guilt and delves into a brutal nightmare wonderland of sex, drugs and violence, her mind tearing itself apart along with anyone else who gets in her way.","N/A","True","English","Alyce Kills","USA","Jay Lee","N/A","5.4","Jay Lee","24 May 2013","Jade Dornfeld, Tamara Feldman, James Duval, Eddie Rouse","2011","Horror, Thriller","N/A","90 min","movie","http://ia.media-imdb.com/images/M/MV5BMjM2MTc2OTMyN15BMl5BanBnXkFtZTcwOTEzNjA0OQ@@._V1_SX300.jpg","1,274","tt1680051"
"""ChromeSkull"" is the sequel to the 2009 horror hit ""Laid to Rest."" It brings back ChromeSkull, who barely escaped death in the first movie and is hell-bent on continuing where he left off.....","R","True","English","ChromeSkull: Laid to Rest 2","USA","Kevin Bocarde, Robert Hall","N/A","5.0","Robert Hall","20 Sep 2011","Brian Austin Green, Thomas Dekker, Mimi Michaels, Owain Yeoman","2011","Horror","1 nomination.","93 min","movie","http://ia.media-imdb.com/images/M/MV5BMTYyNDY0OTExNF5BMl5BanBnXkFtZTcwMzIzMTI5NQ@@._V1_SY264_CR4,0,178,264_.jpg","1,733","tt1792799"
"NA","N/A","True","French","The Painting","France","NA","70","7.3","NA","23 Nov 2011","NA","2011","Animation","1 win & 2 nominations.","76 min","movie","http://ia.media-imdb.com/images/M/MV5BMTUxMzg1MTE1OV5BMl5BanBnXkFtZTgwOTQyMDAxMDE@._V1_SX300.jpg","1,137","tt1891769"
"A quirk in time and space gives a failed filmmaker the chance to reshape his destiny when he visits his peculiar alma mater.","N/A","True","English","Judas Kiss","USA","Carlos Pedraza, J.T. Tepnapa","N/A","5.1","J.T. Tepnapa","01 Apr 2011","Charlie David, Richard Harmon, Timo Descamps, Sean Paul Lockhart","2011","Drama, Sci-Fi","2 wins & 1 nomination.","94 min","movie","http://ia.media-imdb.com/images/M/MV5BMTYyMDYyMTg2NF5BMl5BanBnXkFtZTcwNDQ5OTIyNA@@._V1_SX300.jpg","1,071","tt1242642"
"A rural farmer is forced to confront the mortality of his faithful horse.","Not Rated","True","Hungarian, German","The Turin Horse","Hungary, France, Germany, Switzerland, USA","NA","80","7.7","NA","31 Mar 2011","NA","2011","Drama","6 wins & 7 nominations.","146 min","movie","http://ia.media-imdb.com/images/M/MV5BMTMyNzg1MzM2Ml5BMl5BanBnXkFtZTcwMzQ5NjcxNw@@._V1_SX300.jpg","6,570","tt1316540"
"A student must decide between follwing her dream to become a dancer, or to follow the wishes of her family.","PG-13","True","English","Go for It!","USA","Carmen Marron","44","3.6","Carmen Marron","13 May 2011","Aimee Garcia, Al Bandiero, Jossara Jinaro, Gina Rodriguez","2011","Drama, Musical","2 nominations.","105 min","movie","http://ia.media-imdb.com/images/M/MV5BMTc5NTE1MjQ2NV5BMl5BanBnXkFtZTcwMDM4MTg4NA@@._V1_SX300.jpg","864","tt1307926"
"NA","N/A","True","Hindi, English","Mere Brother Ki Dulhan","India","Ali Abbas Zafar","N/A","5.9","Ali Abbas Zafar","09 Sep 2011","Imran Khan, Katrina Kaif, Ali Zafar, Tara D'Souza","2011","Comedy, Drama, Romance","3 nominations.","N/A","movie","http://ia.media-imdb.com/images/M/MV5BODE2Njk4MTU4NV5BMl5BanBnXkFtZTcwNjU4OTc1Ng@@._V1_SX300.jpg","4,469","tt1740710"
"The daughter of a wealthy nobleman secretly falls in love with her bodyguard.","N/A","True","Hindi, English","Bodyguard","India","J.P. Chowksey (screenplay), Kiran Kotrial (screenplay), Siddique","41","4.3","Siddique","31 Aug 2011","Salman Khan, Kareena Kapoor, Raj Babbar, Asrani","2011","Action, Comedy, Romance","1 win & 10 nominations.","130 min","movie","http://ia.media-imdb.com/images/M/MV5BMTMyOTkzMzg4Ml5BMl5BanBnXkFtZTcwNTkxNzQzNg@@._V1_SY264_CR2,0,178,264_.jpg","9,252","tt1729637"
"While investigating a series of murders, a homicide detective becomes the prime suspect when the FBI uncovers his close personal ties to all the victims.","R","True","English","The River Murders","USA","Steve Anderson","N/A","5.2","Rich Cowan","01 Jul 2011","Ray Liotta, Christian Slater, Ving Rhames, Gisele Fraga","2011","Thriller","2 wins & 2 nominations.","92 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM3NzU2NzgwOV5BMl5BanBnXkFtZTcwNTQwMDA3Ng@@._V1_SX300.jpg","2,708","tt1738387"
"Viking village Flake's chief Halvar orders clever, tiny son Wickie to rob a knights convoy. The warriors have to take over but fail to see Wicki being abducted with a cargo of Eskimo slaves...","N/A","True","N/A","Vicky and the Treasure of the Gods","N/A","Christian Ditter (screenplay), Runer Jonsson (novels), Neil Ennever (story)","N/A","5.6","Christian Ditter","29 Sep 2011","NA","2011","Action, Adventure, Comedy","N/A","96 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY0NDQzMzY1Nl5BMl5BanBnXkFtZTcwMDkzMTM5Ng@@._V1_SY264_CR4,0,178,264_.jpg","550","tt1584941"
"Shakespeare's original lines from Romeo & Juliet are almost exclusively spoken in a military academy setting of his tale at which gay love blooms between two cadets.","N/A","True","English","Private Romeo","USA","Alan Brown, William Shakespeare (adapted from the play ""Romeo and Juliet"")","53","6.0","Alan Brown","20 Jun 2011","Hale Appleman, Charlie Barnett, Adam Barrie, Chris Bresky","2011","Drama","1 win.","98 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM4OTgyMjcyMV5BMl5BanBnXkFtZTcwODY3Mjc0NQ@@._V1_SX300.jpg","833","tt1500512"
"After witnessing the brutal murder of his parents, a young boy is raised by a martial arts master who grooms him to be a lethal killer. Some 20 years later, it's time to take revenge on the assassins who destroyed his childhood.","Not Rated","True","English, Thai","Bangkok Revenge","France, Thailand","NA","N/A","4.6","NA","14 Sep 2012","NA","2011","Action, Drama","N/A","82 min","movie","http://ia.media-imdb.com/images/M/MV5BNzQ0NzcxNzc4MV5BMl5BanBnXkFtZTgwMTMzNTA2MDE@._V1_SX300.jpg","361","tt1784600"
"Six college friends find themselves caught up in a cat and mouse hunt with a race of creatures who possess the ability to transform into anything from which it has consumed DNA. Can they ...","N/A","True","N/A","Aliens vs. Avatars","N/A","Keith Parker, Kenny White, Ted Chalmers (story), David S. Sterling (idea)","N/A","1.5","Lewis Schoenbrun","20 Sep 2011","Cassie Fliegel, Jason Lockhart, Dylan Vox, Kim Argetsinger","2011","Horror, Sci-Fi, Thriller","N/A","80 min","movie","http://ia.media-imdb.com/images/M/MV5BODczMzgzMzQ0OV5BMl5BanBnXkFtZTcwNjkwOTExNw@@._V1_SY264_CR9,0,178,264_.jpg","1,161","tt1854506"
"People disappear every year out in the Canadian wilderness - however, this year is different. This year something is increasing the body count. Jim ('John Schneider') and his research team ...","PG-13","True","English","Snow Beast","USA","Brittany Wiscombe (script)","N/A","3.3","Brian Brough","N/A","John Schneider, Jason London, Danielle Chuchran, Paul D. Hunt","2011","Drama, Sci-Fi, Thriller","N/A","88 min","movie","http://ia.media-imdb.com/images/M/MV5BMjMwMzMwODQ5N15BMl5BanBnXkFtZTcwODkyODQwNw@@._V1_SX300.jpg","643","tt1623765"
"Roving clans of shape-shifting human/hyena creatures prowl and hunt for human prey. They are hunted by one man seeking revenge for the death of his loved ones.","R","True","English","Hyenas","USA","Eric Weston","N/A","2.7","Eric Weston","19 Apr 2011","Maria Bertrand, Meshach Taylor, DaJuan Johnson, Jon Seminara","2011","Horror","N/A","92 min","movie","http://ia.media-imdb.com/images/M/MV5BOTY5MzI3MDU5MF5BMl5BanBnXkFtZTcwNzE4ODQzNA@@._V1_SX300.jpg","774","tt0887143"
"N/A","N/A","True","N/A","False Trail","N/A","NA","N/A","6.4","Kjell Sundvall","09 Sep 2011","NA","2011","Crime, Mystery, Thriller","N/A","129 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY2NjA4MjgwOF5BMl5BanBnXkFtZTcwMjI2MzYyNw@@._V1_SY264_CR3,0,178,264_.jpg","2,494","tt1560671"
"Whitney, a spoiled pre-teen from Philadelphia, is forced to move to the country when her parents feel the squeeze of economic hard times. A fish out of water, far from her comfort zone, she...","PG","True","English","The Greening of Whitney Brown","USA","Gail Gilchriest","33","5.1","Peter Skillman Odiorne","11 Nov 2011","Sammi Hanratty, Brooke Shields, Aidan Quinn, Kris Kristofferson","2011","Adventure","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BOTMxNTY1NTYzOF5BMl5BanBnXkFtZTcwOTIxNTY5Ng@@._V1_SX300.jpg","261","tt1507564"
"A look at the dissolution of a marriage.","N/A","True","French, English","L'amour dure trois ans","France, Belgium","NA","N/A","6.1","NA","18 Jan 2012","Gaspard Proust, Louise Bourgoin, Joey Starr, Jonathan Lambert","2011","Comedy, Romance","N/A","98 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM4MjI0NDQwMl5BMl5BanBnXkFtZTcwMjAwODQ0Nw@@._V1_SX300.jpg","2,255","tt1638328"
"Dark Comedy and Horror unite in this satirical thriller based on the ""Live Action Role-Playing"" game of the same name. Students on summer break are exposed to a deadly virus that is spread ...","Not Rated","True","English","Humans Versus Zombies","USA","Brian T. Jaynes (screenplay), Devan Sagliani (screenplay)","N/A","4.1","Brian T. Jaynes","11 Nov 2011","Christine Bently, Cody Callahan, David Blackwell, Alex Chandler","2011","Comedy, Horror, Sci-Fi","N/A","93 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY2MTM0OTI5MF5BMl5BanBnXkFtZTcwNDYxNzg4Ng@@._V1_SX300.jpg","1,039","tt1815746"
"A young Russian woman, smuggled into America by human traffickers, and a notorious Egyptian transporter, hired to drive her from the Mexican border to New York City, form an unlikely bond ...","R","True","English","Cargo","USA","Lee Peterkin, Yan Vizinberg","47","5.1","Yan Vizinberg","21 Oct 2011","Natasha Rinis, Sayed Badreya, Philip Willingham, Raul Torres","2011","Drama","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTU5NTk4NTAwNl5BMl5BanBnXkFtZTcwOTU1ODUwNQ@@._V1_SX300.jpg","273","tt1507261"
"A successful businessman attempting to resurrect his life buys and boards a dilapidated sailboat.","PG-13","True","English","Hide Away","USA","Peter Vanderwall","34","5.4","Chris Eyre","30 Oct 2011","Josh Lucas, Ayelet Zurer, James Cromwell, Jon Tenney","2011","Drama","1 win.","88 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY3OTk0NjI3OV5BMl5BanBnXkFtZTcwMTM1Mzg4Nw@@._V1_SX300.jpg","531","tt1536374"
"A young couple find themselves in an unnerving situation with a mysterious stalker.","N/A","True","English","388 Arletta Avenue","Canada","Randall Cole","N/A","4.8","Randall Cole","10 Nov 2012","Nick Stahl, Mia Kirshner, Devon Sawa, Aaron Abrams","2011","Thriller","N/A","87 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM2NTI2MTk1MV5BMl5BanBnXkFtZTcwNjU1MDE4Nw@@._V1_SX300.jpg","1,072","tt1767272"
"Cartographer Will Shepard hits the road for his latest job: to create a new, more accurate satellite survey of Armenia. During his assignment, he forms a bond with an Armenian expatriate and art photographer.","Not Rated","True","English, Armenian","Here","USA","Braden King, Dani Valent","68","5.7","Braden King","01 Jan 2011","Peter Coyote, Ben Foster, Datekiv Kharibyan, Nareg Duryan","2011","Adventure, Drama, Romance","1 win & 4 nominations.","126 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQ3OTcwNzEyOV5BMl5BanBnXkFtZTcwNzQzNDI2Nw@@._V1_SX300.jpg","621","tt1127886"
"Dissidents in a French colony attack a police station and take hostages.","N/A","True","N/A","Rebellion","N/A","NA","N/A","7.0","Mathieu Kassovitz","16 Nov 2011","Mathieu Kassovitz, Iabe Lapacas, Malik Zidi, Alexandre Steiger","2011","Action, Drama, History","N/A","136 min","movie","http://ia.media-imdb.com/images/M/MV5BNzI1MTI0ODE1N15BMl5BanBnXkFtZTcwNTA3MjMyOQ@@._V1_SY264_CR87,0,178,264_.jpg","1,336","tt1242521"
"One day in the life of Anders, a young recovering drug addict, who takes a brief leave from his treatment center to interview for a job and catch up with old friends in Oslo.","Not Rated","True","Norwegian, English","Oslo, August 31st","Norway","Pierre Drieu La Rochelle (novel), Joachim Trier, Eskil Vogt","84","7.6","Joachim Trier","31 Aug 2011","Anders Danielsen Lie, Hans Olav Brenner, Johanne Kjellevik Ledang, Ingrid Olava","2011","Drama","6 wins & 10 nominations.","95 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM5ODEwOTM0OV5BMl5BanBnXkFtZTcwOTQ3NzI3Nw@@._V1_SX300.jpg","7,970","tt1736633"
"In 2008 a cast and crew set out to shoot a pilot for a paranormal reality show. During the first night vague apparitions became violent hauntings. One by one they lost their lives. The ...","N/A","True","English","The Crying Dead","USA","Hunter G. Williams, Scott Michael Campbell","N/A","5.2","Hunter G. Williams","31 Oct 2011","Chris Hayes, Jeff Stearns, Becka Adams, Angelina Lyubomirova","2011","Adventure, Horror, Thriller","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BNTk0NTMzMzU1M15BMl5BanBnXkFtZTgwNzExNjU0MDE@._V1_SX300.jpg","552","tt1814905"
"Two sisters find that they have to make their own way in the world after their father is jailed. Elinor is a cleaner in a spa. Marianne works for a marketing company but she also makes scented lotions, which turn out to be a real winner.","PG","True","English","Scents and Sensibility","USA","Jennifer Jan, Brittany Wiscombe, Jane Austen (novel)","N/A","4.5","Brian Brough","19 Apr 2011","Ashley Williams, Marla Sokoloff, Nick Zano, Brad Johnson","2011","Drama","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMjE1MjQ4MjM0OF5BMl5BanBnXkFtZTgwNzc0NDA2MDE@._V1_SX300.jpg","339","tt1600438"
"She searched for a home, she searched for love. Confronted by Apartheid and a father who was Minister of censorship. With men like Jack Cope and Andre Brink she found much love, but no home...","Not Rated","True","English","Black Butterflies","Germany, Netherlands, South Africa","Greg Latter","66","6.0","Paula van der Oest","31 Mar 2011","Carice van Houten, Liam Cunningham, Rutger Hauer, Graham Clarke","2011","Drama","7 wins & 3 nominations.","100 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY2NDYzMTg4MF5BMl5BanBnXkFtZTcwMjM5OTc0Nw@@._V1_SX300.jpg","1,254","tt0906778"
"In London, a mother and daughter navigate their respective romances; Madeline rekindles an affair from thirty years earlier, while her daughter Vera is caught between a musician who cannot commit and her ex, who still pines for her.","Not Rated","True","French, Czech, English","Beloved","France, UK, Czech Republic","NA","55","6.1","NA","24 Aug 2011","Chiara Mastroianni, Catherine Deneuve, Ludivine Sagnier, Louis Garrel","2011","Drama, Musical, Romance","1 nomination.","139 min","movie","http://ia.media-imdb.com/images/M/MV5BMTk1NTQ2NjcwNV5BMl5BanBnXkFtZTcwMTA1MTQyOA@@._V1_SX300.jpg","1,386","tt1815799"
"An unsuccessful underwear model gears up for the role of his life.","R","True","N/A","Boy Toy","N/A","Jeff Campagna (original screenplay by), Jarrett Golding, Christie Will","N/A","4.2","Christie Will","01 Nov 2011","John White, Mircea Monroe, Dov Tiefenbach, Vivian Bang","2011","Comedy","N/A","91 min","movie","http://ia.media-imdb.com/images/M/MV5BMjI1NDk0Mjk4OF5BMl5BanBnXkFtZTcwNjQ2MTI1NA@@._V1_SY264_CR43,0,178,264_.jpg","926","tt1051213"
"A seedy bar owner hires a mysterious Croatian to commit murder, but a planned double-crossing backfires when a young waitress is taken hostage. A suspenseful, yet darkly humorous chain of events builds to a bloodcurdling climax.","Not Rated","True","English","Crawl","Australia","Paul China","N/A","4.8","Paul China","20 Nov 2013","George Shevtsov, Bob Newman, Georgina Haig, Baz McAlister","2011","Crime, Thriller","3 wins.","80 min","movie","http://ia.media-imdb.com/images/M/MV5BNzg4Njk3OTAyM15BMl5BanBnXkFtZTcwNDk1OTQ2OA@@._V1_SX300.jpg","618","tt1848832"
"An ordinary British family and their friend are accused of murder when a stranger dies at their dinner table. Black Pond is an existential comedy drama starring two-time BAFTA winner Chris ...","N/A","True","English","Black Pond","UK","Tom Kingsley (story), Will Sharpe (story), Will Sharpe","N/A","5.9","Tom Kingsley, Will Sharpe","11 Nov 2011","Chris Langham, Simon Amstell, Amanda Hadingue, Colin Hurley","2011","Comedy, Drama, Thriller","Nominated for 1 BAFTA Film Award. Another 1 win & 3 nominations.","83 min","movie","http://ia.media-imdb.com/images/M/MV5BNzI5NDIyNzYwNV5BMl5BanBnXkFtZTgwOTk2NTA2MDE@._V1_SX300.jpg","460","tt1869309"
"In Buenos Aires, the bitter and methodic Roberto is a lonely man and the owner of a hardware store. Roberto collects bizarre worldwide news in an album as a hobby and his acquaintance Mari ...","N/A","True","Spanish, Mandarin","Chinese Take-Out","Argentina, Spain","NA","N/A","7.3","NA","24 Mar 2011","NA","2011","Drama","11 wins & 18 nominations.","93 min","movie","N/A","6,229","tt1705786"
"Follow four interconnected Chicago couples as they explore the boundaries of self-pleasure and sexual exploration.","N/A","True","English","Autoerotic","USA","Simon Barrett, Joe Swanberg, Adam Wingard","48","4.7","Joe Swanberg, Adam Wingard","22 Jul 2011","Amy Seimetz, Lane Hughes, Megan Mercier, Kate Lyn Sheil","2011","Drama","N/A","72 min","movie","http://ia.media-imdb.com/images/M/MV5BMjA3Nzk5NTA5Ml5BMl5BanBnXkFtZTgwNjc5NTA2MDE@._V1_SX300.jpg","194","tt1977002"
"Avery Paul, a disgraced boxer and ex-convict, is hired to abduct a runaway from a notorious drug house and return her safely to her family. But nothing goes as planned and nothing is what it seems.","R","True","N/A","Charlie Zone","N/A","Joseph LeClair, Michael Melski","N/A","5.4","Michael Melski","16 Sep 2011","Glen Gould, Mpho Koaho, Pasha Ebrahimi, Gary Levert","2011","Drama, Thriller","N/A","103 min","movie","http://ia.media-imdb.com/images/M/MV5BMTUyOTQxMjYyMV5BMl5BanBnXkFtZTcwMzIzMDk0OQ@@._V1_SY264_CR4,0,178,264_.jpg","174","tt1874451"
"N/A","N/A","True","German","Men in the City 2","Germany","Simon Verhoeven (head writer)","N/A","6.4","Simon Verhoeven","15 Sep 2011","NA","2011","Comedy","1 win.","112 min","movie","http://ia.media-imdb.com/images/M/MV5BMTYyMDA3ODA3NF5BMl5BanBnXkFtZTgwODU5MzM1MDE@._V1_SX300.jpg","1,269","tt1729211"
"Eliezer and Uriel Shkolnik are father and son as well as rival professors in Talmudic Studies. When both men learn that Eliezer will be lauded for his work, their complicated relationship reaches a new peak.","PG","True","Hebrew","Footnote","Israel","Joseph Cedar","82","7.0","Joseph Cedar","25 May 2011","Shlomo Bar-Aba, Lior Ashkenazi, Aliza Rosen, Alma Zack","2011","Comedy, Drama","Nominated for 1 Oscar. Another 16 wins & 6 nominations.","103 min","movie","http://ia.media-imdb.com/images/M/MV5BMTYxMTUxNjI2N15BMl5BanBnXkFtZTcwMjM5MjA5Ng@@._V1_SX300.jpg","3,374","tt1445520"
"Tom, a married man with kids, is struggling at work when a client tries to seduce him with promises of a 'more exciting life'. On his way home one night he gets attacked by a gang of ...","N/A","True","N/A","7lives","UK","Paul Wilkins (screenplay)","N/A","3.3","Paul Wilkins","07 Oct 2011","Danny Dyer, Les Allen, Kate Ashfield, Conrad Asquith","2011","Fantasy, Thriller","N/A","100 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM5MjQ0NDI4N15BMl5BanBnXkFtZTcwNzIzNjI5Ng@@._V1_SX300.jpg","353","tt1558246"
"A vengeful drug-dealer/gangster targets and terrorizes an entire police unit and their families.","R","True","Hindi, Panjabi, Marathi, English","Force","India","Gautham Menon (original story by), Ritesh Shah","N/A","6.0","Nishikant Kamat","30 Sep 2011","John Abraham, Genelia D'Souza, Raj Babbar, Mohnish Bahl","2011","Action, Crime, Drama","2 wins & 1 nomination.","137 min","movie","http://ia.media-imdb.com/images/M/MV5BMTczOTYwODAyNV5BMl5BanBnXkFtZTcwNTU2MjQ5Ng@@._V1_SX300.jpg","2,700","tt1992138"
"N/A","N/A","True","English","Flutter","UK","Stephen Leslie","N/A","7.6","Giles Borg","05 Oct 2011","Joe Anderson, Anna Anissimova, Billy Zane, Laura Fraser","2011","Drama","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTY2OTYyODk2MF5BMl5BanBnXkFtZTcwMjAwMjkxNA@@._V1_SX300.jpg","33","tt1579951"
"Lonely and disturbed Jacob Kell loved his little sister more than anything on earth. When tragedy strikes, Jacob retaliates the only way he knows how - and anyone who crosses his path will know there is no limit to his brutal vengeance.","N/A","True","English","Jacob","USA","Larry Wade Carrell","N/A","4.2","Larry Wade Carrell","30 Sep 2011","Grace Powell, Dylan Horne, Krystn Caldwell, Larry Wade Carrell","2011","Horror","4 wins.","92 min","movie","http://ia.media-imdb.com/images/M/MV5BMjI2ODU3NDMwNV5BMl5BanBnXkFtZTcwMTYyMTgwNQ@@._V1_SX178_.jpg","506","tt1801063"
"Untold and lost history. A true story of the American Pathfinders, the volunteer paratroopers whose deadly mission was to land 30 minutes before the Normandy invasion, locate and mark ...","N/A","True","English","Pathfinders: In the Company of Strangers","USA","Charlie Armstrong, Curt A. Sindelar","N/A","3.6","Curt A. Sindelar","11 Jan 2011","Christopher Serrone, Michael Conner Humphreys, Philip De Lorenzo, Kyle Erickson","2011","Action, Drama, History","N/A","100 min","movie","http://ia.media-imdb.com/images/M/MV5BMTg0OTk1OTEyNV5BMl5BanBnXkFtZTcwNTQ2MTA5Mw@@._V1_SX300.jpg","919","tt1260680"
"After a devastating betrayal, two brothers return to the underground fight club scene in New Orleans and prepare to battle to the death.","R","True","English","Brawler","USA","Chris Sivertson (screenplay), Nathan Grubbs (story)","N/A","3.8","Chris Sivertson","28 Mar 2013","Nathan Grubbs, Marc Senter, Pell James, Dane Rhodes","2011","Drama","1 nomination.","84 min","movie","http://ia.media-imdb.com/images/M/MV5BNDQzOTc5NDExNV5BMl5BanBnXkFtZTcwNzI2MzUzOA@@._V1_SX300.jpg","222","tt1662295"
"A group of people start a business where they impersonate the recently deceased in order to help their clients through the grieving process.","Not Rated","True","Greek, English","Alps","Greece","Efthymis Filippou (screenplay), Giorgos Lanthimos (screenplay)","69","6.3","Giorgos Lanthimos","27 Oct 2011","Stavros Psyllakis, Aris Servetalis, Johnny Vekris, Ariane Labed","2011","Drama","3 wins & 2 nominations.","93 min","movie","http://ia.media-imdb.com/images/M/MV5BMjI3NTk4ODI0M15BMl5BanBnXkFtZTcwNzE1Mzg4Nw@@._V1_SX300.jpg","2,471","tt1859446"
"When Daphne becomes the star of a vampire film, the production is thrown into chaos by a real vampire, forcing the Scooby-Doo team to investigate who's behind this monstrous mayhem.","N/A","True","English","Scooby-Doo! Music of the Vampire","USA","Tom Sheppard","N/A","6.3","David Block","16 Dec 2011","NA","2011","Animation, Adventure, Family","N/A","79 min","movie","http://ia.media-imdb.com/images/M/MV5BMTgzODY0ODQ1MF5BMl5BanBnXkFtZTcwMDI3MDk2OA@@._V1_SX300.jpg","283","tt2162709"
"What a Man: The young teacher Alex is abandoned by his girlfriend Caroline and therefore begins a journey in search of himself. But how he overcomes the pitfalls out there for a modern man? And what is it that makes a man a man?","R","True","N/A","What a Man","N/A","NA","39","5.5","NA","25 Aug 2011","NA","2011","Comedy, Romance","N/A","95 min","movie","http://ia.media-imdb.com/images/M/MV5BNTMzMjMzNjk5Nl5BMl5BanBnXkFtZTcwNzA0NTU3OA@@._V1_SY264_CR0,0,178,264_.jpg","1,869","tt1661461"
"A soldier returns to her family, friends, and old job after a tour of duty, though she finds herself struggling to find her place in her everyday life.","Not Rated","True","English","Return","USA","Liza Johnson","63","5.9","Liza Johnson","10 Feb 2012","Linda Cardellini, Michael Shannon, John Slattery, Talia Balsam","2011","Drama","1 nomination.","97 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY5MTM4NzUwMl5BMl5BanBnXkFtZTcwMzMwNTIyNw@@._V1_SX300.jpg","584","tt1677082"
"Two boys come of age in Sweden during World War II.","Not Rated","True","N/A","Simon & the Oaks","N/A","NA","62","6.2","Lisa Ohlin","09 Dec 2011","NA","2011","Drama","N/A","122 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQyNTM4MjI5NF5BMl5BanBnXkFtZTcwNjcxMTEzOA@@._V1_SY264_CR0,0,178,264_.jpg","1,337","tt1375669"
"The women of a remote Latin American town are forced to pick up the pieces and remake their world when all the town's men are forcibly recruited by communist guerrillas.","R","True","English","Without Men","N/A","Gabriela Tagliavini (written for the screen by), James Canon (based on the novel ""Tales from the Town of Widows"" by)","N/A","2.9","Gabriela Tagliavini","28 Oct 2011","NA","2011","Comedy","4 nominations.","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMjM5NzgyNTQyNl5BMl5BanBnXkFtZTcwMDExNjEyNg@@._V1_SX300.jpg","1,145","tt1547090"
"A soldier, brought back to life as a cyborg, fights alongside a band of adventurers against demon hordes in a dystopian future.","N/A","True","English","Manborg","Canada","Jeremy Gillespie, Steven Kostanski","N/A","5.7","Steven Kostanski","21 Dec 2013","Matthew Kennedy, Adam Brooks, Meredith Sweeney, Conor Sweeney","2011","Action, Adventure, Comedy","1 win.","60 min","movie","http://ia.media-imdb.com/images/M/MV5BMTk2NTk5OTQ0MF5BMl5BanBnXkFtZTcwNjQzOTkyOQ@@._V1_SX300.jpg","904","tt2060525"
"A 12 year old cold case is reopened when three teens are missing in an old abandoned road where a gruesome murder is left undiscovered for three decades.","R","True","Tagalog, Filipino, English","The Road","Philippines","Aloy Adlawan (screenplay), Yam Laranas (screenplay)","71","5.6","Yam Laranas","11 May 2012","TJ Trinidad, Carmina Villaroel, Marvin Agustin, Rhian Ramos","2011","Crime, Drama, Horror","1 win & 26 nominations.","110 min","movie","http://ia.media-imdb.com/images/M/MV5BMTA0ODg4OTc5NDNeQTJeQWpwZ15BbWU3MDU5Mjg4MDc@._V1_SX300.jpg","1,055","tt2063008"
"NA","Not Rated","True","English","Union Square","USA","Nancy Savoca (screenplay), Mary Tobler (screenplay)","55","4.8","Nancy Savoca","13 Jul 2012","Mira Sorvino, Tammy Blanchard, Patti LuPone, Michael Rispoli","2011","Drama","N/A","80 min","movie","http://ia.media-imdb.com/images/M/MV5BMTgxNTQyNzkzNl5BMl5BanBnXkFtZTcwNDc2Mzg1Ng@@._V1_SX300.jpg","320","tt1783798"
"A school teacher from a small Russian town falls for a beautiful Moscow woman who is engaged to be married.","N/A","True","Russian","Lucky Trouble","Russia","Roman Nepomnyashchiy","N/A","6.1","Levan Gabriadze","17 Feb 2011","Konstantin Khabenskiy, Milla Jovovich, Ivan Urgant, Sergey Garmash","2011","Comedy, Romance, Sport","N/A","90 min","movie","http://ia.media-imdb.com/images/M/MV5BMTUzNzI3NDM0NV5BMl5BanBnXkFtZTcwMTYwOTAzNQ@@._V1_SX300.jpg","1,525","tt1682187"
