"Plot","Rated","Response","Language","Title","Country","Writer","Metascore","imdbRating","Director","Released","Actors","Year","Genre","Awards","Runtime","Type","Poster","imdbVotes","imdbID"
"A girl dying of leukemia compiles a list of things she'd like to do before passing away. Topping the list is her desire to lose her virginity.","PG-13","True","English","Now Is Good","UK","Jenny Downham (novel), Ol Parker","N/A","7.1","Ol Parker","19 Sep 2012","Dakota Fanning, Jeremy Irvine, Paddy Considine, Olivia Williams","2012","Drama, Romance","N/A","103 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM2MTA3MDczNF5BMl5BanBnXkFtZTcwNjU0MTA1Nw@@._V1_SX300.jpg","11,621","tt1937264"
"Psychologist Margaret Matheson and her assistant study paranormal activity, which leads them to investigate a world-renowned psychic who has resurfaced years after his toughest critic mysteriously passed away.","R","True","N/A","Red Lights","N/A","NA","36","6.2","NA","02 Mar 2012","Cillian Murphy, Sigourney Weaver, Robert De Niro, Toby Jones","2012","Drama, Mystery, Thriller","N/A","113 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQzMjYwNTc2M15BMl5BanBnXkFtZTcwMTY0Mjc4Nw@@._V1_SY264_CR0,0,178,264_.jpg","35,545","tt1748179"
"At a home for retired musicians, the annual concert to celebrate Verdi's birthday is disrupted by the arrival of Jean, an eternal diva and the former wife of one of the residents.","PG-13","True","English, Polish","Quartet","UK","Ronald Harwood (play)","64","6.8","Dustin Hoffman","01 Mar 2013","Maggie Smith, Tom Courtenay, Billy Connolly, Pauline Collins","2012","Comedy, Drama","Nominated for 1 Golden Globe. Another 3 wins & 3 nominations.","98 min","movie","http://ia.media-imdb.com/images/M/MV5BMTc2MTI0MzI5Ml5BMl5BanBnXkFtZTcwNzkzNjQ4OA@@._V1_SX300.jpg","9,311","tt1441951"
"Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.","PG-13","True","N/A","Amour","N/A","Michael Haneke","N/A","7.8","Michael Haneke","20 Sep 2012","Jean-Louis Trintignant, Emmanuelle Riva, Isabelle Huppert, Alexandre Tharaud","2012","Drama, Romance","N/A","2 h 7 min","movie","http://ia.media-imdb.com/images/M/MV5BMTk1NTc3NDc4MF5BMl5BanBnXkFtZTcwNjYwNDk0OA@@._V1_SX300.jpg","45,454","tt1602620"
"A hairdresser who has lost her hair to cancer finds out her husband is having an affair, travels to Italy for her daughter's wedding and meets a widower who still blames the world for the loss of his wife.","R","True","English, Danish, Italian","Love Is All You Need","Denmark, Sweden, Italy, France, Germany","Anders Thomas Jensen (screenplay), Susanne Bier (story)","60","6.5","Susanne Bier","06 Sep 2012","Trine Dyrholm, Stina Ekblad, Sebastian Jessen, Molly Blixt Egelind","2012","Comedy, Romance","4 wins & 11 nominations.","116 min","movie","http://ia.media-imdb.com/images/M/MV5BNzYxMDQwMzIzMF5BMl5BanBnXkFtZTcwNjcxODIzOQ@@._V1_SY264_CR0,0,178,264_.jpg","5,241","tt1854236"
"A drama centered on a troubled young woman who moves to San Francisco, where she gets involved in pornography and aligns herself with a cocaine-addicted lawyer.","R","True","English","About Cherry","USA","Stephen Elliott, Lorelei Lee","33","4.8","Stephen Elliott","21 Dec 2012","Ashley Hinshaw, Lili Taylor, Dev Patel, Diane Farr","2012","Drama","N/A","98 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM4MTA3MTk0MF5BMl5BanBnXkFtZTcwNDI0NjAyOA@@._V1_SX300.jpg","4,853","tt1945062"
"After the events at Lake Victoria, the pre-historic school of blood-thirsty piranhas make their way into a newly opened waterpark.","R","True","English","Piranha 3DD","USA","Patrick Melton, Marcus Dunstan, Joel Soisson, Pete Goldfinger (characters), Josh Stolberg (characters)","24","3.8","John Gulager","11 May 2012","Danielle Panabaker, Matt Bush, Katrina Bowden, Jean-Luc Bilodeau","2012","Comedy, Horror, Thriller","3 wins & 2 nominations.","83 min","movie","http://ia.media-imdb.com/images/M/MV5BMjAzMzY4NTk0M15BMl5BanBnXkFtZTcwMDA4ODU3Nw@@._V1_SX300.jpg","23,758","tt1714203"
"Former college frenemies Lauren and Katie move into a fabulous Gramercy Park apartment, and in order to make ends meet, the unlikely pair start a phone sex line together.","R","True","English","For a Good Time, Call...","USA","Lauren Miller, Katie Anne Naylon","55","5.9","Jamie Travis","02 Nov 2012","Lauren Miller, James Wolk, Ari Graynor, Justin Long","2012","Comedy","N/A","85 min","movie","http://ia.media-imdb.com/images/M/MV5BMjI0MTMyNTQ5NV5BMl5BanBnXkFtZTcwNTgxOTM5Nw@@._V1_SX300.jpg","8,188","tt1996264"
"Four friends lose themselves in a carefree South-East Asian holiday. Only three come back. Dave and Alice return home to their young family desperate for answers about Jeremy's mysterious ...","R","True","English, Vietnamese","Wish You Were Here","Australia","Kieran Darcy-Smith (screenplay), Felicity Price (screenplay)","60","5.9","Kieran Darcy-Smith","07 Jun 2013","Felicity Price, Joel Edgerton, Teresa Palmer, Antony Starr","2012","Drama, Mystery","9 wins & 15 nominations.","89 min","movie","http://ia.media-imdb.com/images/M/MV5BMTYzNzY5Njg1MV5BMl5BanBnXkFtZTcwNzU0OTIzOQ@@._V1_SX300.jpg","2,561","tt1684925"
"A divorcing couple tries to maintain their friendship while they both pursue other people.","R","True","English","Celeste & Jesse Forever","USA","Rashida Jones, Will McCormack","59","6.6","Lee Toland Krieger","24 Aug 2012","Rashida Jones, Andy Samberg, Ari Graynor, Eric Christian Olsen","2012","Comedy, Drama, Romance","4 nominations.","92 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM0Mzk3MTY1N15BMl5BanBnXkFtZTcwNDcwNTg5Nw@@._V1_SX300.jpg","14,506","tt1405365"
"When 30-something Jesse returns to his alma mater for a professor's retirement party, he falls for Zibby, a college student, and is faced with a powerful attraction that springs up between them.","PG-13","True","English","Liberal Arts","USA","Josh Radnor","55","6.7","Josh Radnor","05 Oct 2012","Josh Radnor, Elizabeth Olsen, Richard Jenkins, Allison Janney","2012","Comedy, Drama","N/A","97 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY4Njk3MjE2N15BMl5BanBnXkFtZTcwNzg5OTIyOA@@._V1_SX300.jpg","15,688","tt1872818"
"A disturbed and delusional high school student with aspirations of a career in medicine goes to extremes to earn the approval of her controlling mother.","Not Rated","True","English","Excision","USA","Richard Bates Jr.","N/A","6.1","Richard Bates Jr.","02 Nov 2012","AnnaLynne McCord, Roger Bart, Ariel Winter, Traci Lords","2012","Comedy, Drama, Horror","6 wins & 2 nominations.","81 min","movie","http://ia.media-imdb.com/images/M/MV5BMjAxMTI4Mzk5M15BMl5BanBnXkFtZTcwNzczNDY0OA@@._V1_SX300.jpg","9,271","tt1984153"
"After thirty years of marriage, a middle-aged couple attends an intense, week-long counseling session to work on their relationship.","PG-13","True","English","Hope Springs","USA","Vanessa Taylor","65","6.3","David Frankel","08 Aug 2012","Meryl Streep, Tommy Lee Jones, Steve Carell, Jean Smart","2012","Comedy, Drama, Romance","Nominated for 1 Golden Globe. Another 1 win & 1 nomination.","100 min","movie","http://ia.media-imdb.com/images/M/MV5BMjIxODY2OTg2N15BMl5BanBnXkFtZTcwODAyODg5Nw@@._V1_SY264_CR1,0,178,264_.jpg","24,333","tt1535438"
"Set in suburban New Jersey the 1960s, a group of friends form a rock band and try to make it big.","R","True","English","Not Fade Away","USA","David Chase","65","6.0","David Chase","19 Jul 2013","John Magaro, Jack Huston, Will Brill, Dominique McElligott","2012","Drama","3 wins.","112 min","movie","http://ia.media-imdb.com/images/M/MV5BMzU2NDU2MzIyMl5BMl5BanBnXkFtZTcwMDk2NTY1OA@@._V1_SX300.jpg","2,398","tt1230215"
"An art curator decides to seek revenge on his abusive boss by conning him into buying a fake Monet, but his plan requires the help of an eccentric and unpredictable Texas rodeo queen.","PG-13","True","English, Japanese","Gambit","USA","Joel Coen (screenplay), Ethan Coen (screenplay), Sidney Carroll (short story)","N/A","5.7","Michael Hoffman","N/A","Colin Firth, Tom Courtenay, Alan Rickman, Mike Noble","2012","Comedy, Crime","N/A","89 min","movie","http://ia.media-imdb.com/images/M/MV5BMjE3NzU5MDUzMF5BMl5BanBnXkFtZTcwNjM4MDQ0OA@@._V1_SX300.jpg","10,419","tt0404978"
"A humble orphan suddenly becomes a gentleman with the help of an unknown benefactor.","PG-13","True","English","Great Expectations","UK, USA","David Nicholls (screenplay), Charles Dickens (novel)","60","6.3","Mike Newell","08 Nov 2013","Toby Irvine, Jason Flemyng, William Ellis, David Walliams","2012","Drama, Romance","Nominated for 1 BAFTA Film Award. Another 1 win & 2 nominations.","128 min","movie","http://ia.media-imdb.com/images/M/MV5BMjMzODMxNjA3NF5BMl5BanBnXkFtZTgwMDIzMzY0MDE@._V1_SX300.jpg","4,841","tt1836808"
"Pirate Captain sets out on a mission to defeat his rivals Black Bellamy and Cutlass Liz for the Pirate of the year Award. The quest takes Captain and his crew from the shores of Blood Island to the foggy streets of Victorian London.","PG","True","N/A","The Pirates! Band of Misfits","N/A","Gideon Defoe (book)","N/A","6.7","Peter Lord, Jeff Newitt","27 Apr 2012","Hugh Grant, Martin Freeman, Imelda Staunton, David Tennant","2012","Animation, Adventure, Comedy","N/A","88 min","movie","http://ia.media-imdb.com/images/M/MV5BOTkzOTc1OTg1Ml5BMl5BanBnXkFtZTcwMjg2ODcwNg@@._V1_SX178_.jpg","28,453","tt1430626"
"A young woman is entranced by an Aerialist. When they fall into the dreamlike world of Cirque du Soleil and are separated, they travel through the different tent worlds trying to find each other.","PG","True","English","Cirque du Soleil: Worlds Away","USA","Andrew Adamson","51","6.6","Andrew Adamson","21 Dec 2012","Erica Linz, Igor Zaripov, Lutz Halbhubner, John Clarke","2012","Fantasy","1 nomination.","91 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQxMjY0MzgzMl5BMl5BanBnXkFtZTcwNjc0NjQ2OA@@._V1_SX300.jpg","4,990","tt1792647"
"Legendary explorer Thor Heyerdal's epic 4,300-mile crossing of the Pacific on a balsawood raft in 1947, in an effort prove that it was possible for South Americans to settle in Polynesia in pre-Columbian times.","PG-13","True","N/A","Kon-Tiki","N/A","Petter Skavlan, Allan Scott","N/A","7.2","NA","26 Apr 2013","NA","2012","Adventure, History","N/A","1 h 58 min","movie","http://ia.media-imdb.com/images/M/MV5BMjMxOTU2NzQxMF5BMl5BanBnXkFtZTcwODIwODY0OA@@._V1_SX300.jpg","19,843","tt1613750"
"When three redneck brothers agree to help a woman save her godson from an abusive stepfather, they become targets on the run from an odd cast of characters.","R","True","English","The Baytown Outlaws","USA","Barry Battles, Griffin Hood","33","6.2","Barry Battles","15 Jun 2013","Clayne Crawford, Travis Fimmel, Daniel Cudmore, Thomas Brodie-Sangster","2012","Action, Comedy, Crime","N/A","98 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM5NzE0ODIwMV5BMl5BanBnXkFtZTcwMzY5Mjg3OA@@._V1_SX300.jpg","7,214","tt1836944"
"A tough, street-smart private eye is hired by the FBI to go undercover in a college sorority.","PG-13","True","English","So Undercover","USA","Allan Loeb, Steven Pearl","N/A","4.7","Tom Vaughan","06 Dec 2012","Miley Cyrus, Jeremy Piven, Mike O'Malley, Joshua Bowman","2012","Action, Comedy","N/A","94 min","movie","http://ia.media-imdb.com/images/M/MV5BODEyMDE2Nzg4MV5BMl5BanBnXkFtZTcwNDI0NDE4OA@@._V1_SX300.jpg","8,630","tt1766094"
"A married couple whose bond is built on a mutual love of alcohol gets their relationship put to the test when the wife decides to get sober.","R","True","English","Smashed","USA","Susan Burke, James Ponsoldt","71","6.8","James Ponsoldt","14 Dec 2012","Mary Elizabeth Winstead, Aaron Paul, Nick Offerman, Megan Mullally","2012","Comedy, Drama","1 win & 7 nominations.","81 min","movie","http://ia.media-imdb.com/images/M/MV5BMTgyMDMwNDA1Nl5BMl5BanBnXkFtZTcwNTAwNDY0OA@@._V1_SX300.jpg","7,881","tt2063781"
"When a prank caller convinces a fast food restaurant manager to interrogate an innocent young employee, no-one is left unharmed. Based on true events.","R","True","English","Compliance","USA","Craig Zobel","68","6.4","Craig Zobel","26 Sep 2012","Ann Dowd, Matt Servitto, Dreama Walker, Pat Healy","2012","Crime, Drama, Thriller","7 wins & 13 nominations.","90 min","movie","http://ia.media-imdb.com/images/M/MV5BMTYxMjkwMTk3OV5BMl5BanBnXkFtZTcwNDIwODcwOA@@._V1_SY264_CR0,0,178,264_.jpg","16,244","tt1971352"
"A new street drug that sends its users across time and dimensions has one drawback: some people return as no longer human. Can two college dropouts save humankind from this silent, otherworldly invasion?","R","True","English","John Dies at the End","USA","Don Coscarelli (written for the screen by), David Wong (based on the story by)","53","6.4","Don Coscarelli","25 Jan 2013","Chase Williamson, Rob Mayes, Paul Giamatti, Clancy Brown","2012","Comedy, Fantasy, Horror","3 wins & 1 nomination.","99 min","movie","http://ia.media-imdb.com/images/M/MV5BMTUyNzIyNzc0MV5BMl5BanBnXkFtZTcwOTM5ODg1OA@@._V1_SX300.jpg","18,483","tt1783732"
"A cursed gunman (Snipes) whose victims come back from the dead recruits a young warrior to help in the fight against a gang of zombies.","R","True","English","Gallowwalkers","USA, UK","Andrew Goth, Joanne Reay","N/A","3.7","Andrew Goth","06 Aug 2013","Wesley Snipes, Kevin Howarth, Riley Smith, Tanit Phoenix","2012","Action, Fantasy, Horror","N/A","90 min","movie","http://ia.media-imdb.com/images/M/MV5BMjI3MzIxNzM0OV5BMl5BanBnXkFtZTgwNDEzOTQxMDE@._V1_SX300.jpg","3,461","tt0829176"
"Young Victor conducts a science experiment to bring his beloved dog Sparky back to life, only to face unintended, sometimes monstrous, consequences.","PG","True","English","Frankenweenie","USA","Leonard Ripps, Tim Burton (original idea), John August (screenplay)","74","6.9","Tim Burton","05 Oct 2012","Catherine O'Hara, Martin Short, Martin Landau, Charlie Tahan","2012","Animation, Comedy, Family","Nominated for 1 Oscar. Another 12 wins & 27 nominations.","87 min","movie","http://ia.media-imdb.com/images/M/MV5BMjIxODY3MjEwNV5BMl5BanBnXkFtZTcwOTMzNjc4Nw@@._V1_SX300.jpg","49,589","tt1142977"
"Two female vampires in modern-day New York City are faced with daunting romantic possibilities.","PG-13","True","English","Vamps","USA","Amy Heckerling (screenplay)","57","5.0","Amy Heckerling","02 Nov 2012","Alicia Silverstone, Krysten Ritter, Larry Wilmore, Bettina Bresnan","2012","Comedy, Horror, Romance","N/A","92 min","movie","http://ia.media-imdb.com/images/M/MV5BMTg0ODkwMzI0NV5BMl5BanBnXkFtZTcwMDc4OTc2OA@@._V1_SX300.jpg","4,744","tt1545106"
"Riding across Manhattan in a stretch limo in order to get a haircut, a 28-year-old billionaire asset manager's day devolves into an odyssey with a cast of characters that start to tear his world apart.","R","True","English","Cosmopolis","Canada, France, Portugal, Italy","David Cronenberg (screenplay), Don DeLillo (novel)","58","5.1","David Cronenberg","25 May 2012","Robert Pattinson, Sarah Gadon, Paul Giamatti, Kevin Durand","2012","Drama","3 wins & 9 nominations.","109 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY1NjI0MDYyNV5BMl5BanBnXkFtZTcwNDIzMDEyOA@@._V1_SY264_CR0,0,178,264_.jpg","28,095","tt1480656"
"When her child goes missing, a mother looks to unravel the legend of the Tall Man, an entity who allegedly abducts children.","R","True","English","The Tall Man","USA, Canada, France","Pascal Laugier","52","5.9","Pascal Laugier","05 Sep 2012","Jessica Biel, Jodelle Ferland, Stephen McHattie, William B. Davis","2012","Crime, Drama, Mystery","3 wins & 1 nomination.","106 min","movie","http://ia.media-imdb.com/images/M/MV5BMTg5ODE1MjU3OV5BMl5BanBnXkFtZTcwNzg4NDEzOA@@._V1_SX300.jpg","22,876","tt1658837"
"A Wall Street investment banker who has been set up as the linchpin of his company's mob-backed Ponzi scheme is relocated with his family to Aunt Madea's southern home.","PG-13","True","N/A","Madea's Witness Protection","N/A","Tyler Perry","42","4.3","Tyler Perry","29 Jun 2012","Tyler Perry, Eugene Levy, Denise Richards, Doris Roberts","2012","Comedy, Crime, Drama","N/A","114 min","movie","http://ia.media-imdb.com/images/M/MV5BMjAzMjczMTU4Nl5BMl5BanBnXkFtZTcwMDk1MTE5Nw@@._V1_SY264_CR0,0,178,264_.jpg","5,488","tt2215285"
"A young Pakistani man is chasing corporate success on Wall Street. He finds himself embroiled in a conflict between his American Dream, a hostage crisis, and the enduring call of his family's homeland.","R","True","N/A","The Reluctant Fundamentalist","N/A","Javed Akhtar (eulogy in urdu), Ami Boghani (screen story), Mohsin Hamid (novel), William Wheeler (screenplay)","54","6.8","Mira Nair","03 May 2013","Riz Ahmed, Kate Hudson, Liev Schreiber, Kiefer Sutherland","2012","Thriller","N/A","130 min","movie","http://ia.media-imdb.com/images/M/MV5BNzAzNjg3Mzg1Nl5BMl5BanBnXkFtZTcwOTUzNzExOQ@@._V1._CR25,27.166671752929688,1347,1995.9999542236328_SY264_CR1,0,178,264_.jpg","5,109","tt2032557"
"As the Japanese surrender at the end of WWII, Gen. Fellers is tasked with deciding if Emperor Hirohito will be hanged as a war criminal. Influencing his ruling is his quest to find Aya, an exchange student he met years earlier in the U.S.","PG-13","True","N/A","Emperor","N/A","Vera Blasi (screenplay), David Klass (screenplay), Shiro Okamoto (book)","48","6.4","Peter Webber","27 Jul 2013","Matthew Fox, Tommy Lee Jones, Eriko Hatsune, Toshiyuki Nishida","2012","Drama, History, War","N/A","105 min","movie","http://ia.media-imdb.com/images/M/MV5BMjI4OTcwMTY3N15BMl5BanBnXkFtZTcwMTI1MzcxOQ@@._V1_SY264_CR0,0,178,264_.jpg","4,936","tt2103264"
"When a couple discovers that a brass teapot makes them money whenever they hurt themselves, they must come to terms with how far they are willing to go.","R","True","English","The Brass Teapot","USA","Tim Macy (screenplay), Ramaa Mosley (story)","39","6.4","Ramaa Mosley","15 Apr 2013","Juno Temple, Michael Angarano, Alexis Bledel, Billy Magnussen","2012","Comedy, Fantasy, Thriller","2 nominations.","101 min","movie","http://ia.media-imdb.com/images/M/MV5BMTEyNDIxOTE3NDheQTJeQWpwZ15BbWU3MDI0ODE5OTg@._V1_SX300.jpg","6,234","tt1935902"
"School is out and Greg is ready for the days of summer, when all his plans go wrong. What on earth is he going to do all summer?","PG","True","English","Diary of a Wimpy Kid: Dog Days","USA, Canada","Maya Forbes (screenplay), Wallace Wolodarsky (screenplay), Jeff Kinney (based upon the book by)","54","6.3","David Bowers","03 Aug 2012","Zachary Gordon, Steve Zahn, Robert Capron, Devon Bostick","2012","Comedy, Family","2 wins & 8 nominations.","94 min","movie","http://ia.media-imdb.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_SX300.jpg","10,361","tt2023453"
"A crew of African American pilots in the Tuskegee training program, having faced segregation while kept mostly on the ground during World War II, are called into duty under the guidance of Col. A.J. Bullard.","PG-13","True","English, Italian, German","Red Tails","USA","John Ridley (story), Aaron McGruder (screenplay), John B. Holway (book)","46","5.8","Anthony Hemingway","20 Jan 2012","Terrence Howard, Cuba Gooding Jr., Nate Parker, David Oyelowo","2012","Action, Adventure, Drama","2 wins & 8 nominations.","125 min","movie","http://ia.media-imdb.com/images/M/MV5BNDQ5MTg2NzI4OF5BMl5BanBnXkFtZTcwMDM2NzQzNg@@._V1_SY264_CR0,0,178,264_.jpg","22,238","tt0485985"
"Ex-private dancer Beth aspires to be a Las Vegas cocktail waitress, when she falls in with Dink, a sports gambler. Sparks fly as she proves to be something of a gambling prodigy--much to the ire of Dink's wife, Tulip.","R","True","English","Lay the Favorite","USA, UK, France","D.V. DeVincentis (screenplay), Beth Raymer (memoir)","38","4.8","Stephen Frears","22 Jun 2012","Rebecca Hall, Joel Murray, Hugo Armstrong, Corbin Bernsen","2012","Comedy, Drama","N/A","94 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY2MzUyMDAyNF5BMl5BanBnXkFtZTcwMDAyNDg2OA@@._V1_SX300.jpg","6,064","tt1132449"
"A young man recounts the way he blackmailed his fellow classmates into contributing to his literary magazine.","Not Rated","True","N/A","Struck by Lightning","N/A","Chris Colfer","41","6.3","Brian Dannelly","11 Jan 2013","Rebel Wilson, Chris Colfer, Allison Janney, Scott Bailey","2012","Comedy, Drama","N/A","90 min","movie","http://ia.media-imdb.com/images/M/MV5BMTEyMDk3MzA2MTheQTJeQWpwZ15BbWU3MDIxODc3Nzg@._V1_SY264_CR0,0,178,264_.jpg","8,381","tt1791614"
"In Chile, a group of travelers who are in an underground nightclub when a massive earthquake hits quickly learn that reaching the surface is just the beginning of their nightmare.","R","True","Spanish, English","Aftershock","USA, Chile","NA","39","4.8","NA","09 May 2013","NA","2012","Horror, Thriller","1 win & 1 nomination.","89 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQyOTA3MjQzNF5BMl5BanBnXkFtZTcwMzc3NzY0OQ@@._V1_SX300.jpg","4,818","tt1780762"
"A freak tsunami traps shoppers at a coastal Australian supermarket inside the building - along with a 12-foot Great White Shark.","R","True","English","Bait","Australia, Singapore","Shayne Armstrong (additional writing by), Duncan Kennedy (additional writing by), John Kim, Shane Krause (additional writing by), Justin Monjo (additional writing by), Russell Mulcahy","N/A","5.2","Kimble Rendall","20 Sep 2012","Richard Brancatisano, Xavier Samuel, Chris Betts, Sharni Vinson","2012","Action, Horror, Sci-Fi","N/A","93 min","movie","http://ia.media-imdb.com/images/M/MV5BMTYzNjU4NTc5MV5BMl5BanBnXkFtZTcwNDE0NzAzOA@@._V1_SX300.jpg","6,922","tt1438173"
"A teenager wanders into Carmel, California, where he is soon introduced to the art-forgery community.","PG-13","True","English","The Forger","USA","Carlos De Los Rios (screenplay)","N/A","5.3","Lawrence Roeck","03 Jul 2012","Lauren Bacall, Josh Hutcherson, Alfred Molina, Billy Boyd","2012","Drama","N/A","94 min","movie","http://ia.media-imdb.com/images/M/MV5BMjAxOTA5MzIxMV5BMl5BanBnXkFtZTcwOTI3OTk2Nw@@._V1_SX300.jpg","2,594","tt1368858"
"A single mother brings her teenage son to Sarajevo, where his father died in the Bosnian conflict years ago.","R","True","English, Italian, Bosnian","Twice Born","Italy, Spain","Margaret Mazzantini (novel), Sergio Castellitto (screenplay)","34","7.4","Sergio Castellitto","06 Dec 2013","NA","2012","Drama, Romance, War","6 nominations.","127 min","movie","http://ia.media-imdb.com/images/M/MV5BMTYwNjUxMjk2NF5BMl5BanBnXkFtZTgwNDYzODE2MDE@._V1_SX300.jpg","3,926","tt1396226"
"The story of the love affair between FDR and his distant cousin Margaret ""Daisy"" Suckley, centered around the weekend in 1939 when the King and Queen of the United Kingdom visited upstate New York.","R","True","English","Hyde Park on Hudson","UK","Richard Nelson","55","5.8","Roger Michell","01 Feb 2013","Bill Murray, Laura Linney, Samuel West, Olivia Colman","2012","Biography, Comedy, Drama","Nominated for 1 Golden Globe. Another 1 win & 1 nomination.","94 min","movie","http://ia.media-imdb.com/images/M/MV5BNjU1MzU3Nzc4OF5BMl5BanBnXkFtZTcwOTk5NDI4Nw@@._V1_SX300.jpg","5,982","tt1477855"
"Chaos breaks out in a small Maryland town after an ecological disaster occurs.","R","True","English","The Bay","USA","Michael Wallach (screenplay), Barry Levinson (story)","65","5.6","Barry Levinson","21 Nov 2012","Nansi Aluka, Christopher Denham, Stephen Kunken, Frank Deal","2012","Horror, Sci-Fi, Thriller","1 win.","84 min","movie","http://ia.media-imdb.com/images/M/MV5BMjAxODQ1MTEyMl5BMl5BanBnXkFtZTcwNjU3NzM0OA@@._V1_SX300.jpg","11,973","tt1713476"
"It's 1968, and four young, talented Australian Aboriginal girls learn about love, friendship and war when their all girl group The Sapphires entertain the US troops in Vietnam.","PG-13","True","English","The Sapphires","Australia","Tony Briggs (adapted from the stage play by), Keith Thompson","67","6.9","Wayne Blair","09 Aug 2012","Tanika Lonesborough, Nioka Brennan, Lynette Narkle, Kylie Belling","2012","Biography, Comedy, Drama","19 wins & 15 nominations.","103 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQyNTk5MDk1OF5BMl5BanBnXkFtZTcwNjgyODYxOQ@@._V1_SX300.jpg","6,956","tt1673697"
"Three childhood friends set aside their personal issues and reunite for a girls' weekend on a remote island off the coast of Maine. One wrong move turns their weekend getaway into a deadly fight for survival.","R","True","N/A","Black Rock","N/A","Mark Duplass (screenplay), Katie Aselton (story)","46","4.7","Katie Aselton","17 May 2013","Katie Aselton, Lake Bell, Kate Bosworth, Will Bouvier","2012","Horror, Thriller","N/A","83 min","movie","http://ia.media-imdb.com/images/M/MV5BMjM0NjExNDkwOF5BMl5BanBnXkFtZTcwMDQ3ODQxOQ@@._V1_SY264_CR0,0,178,264_.jpg","3,302","tt1930294"
"A scientist who has invented a technique to watch people's memories finds himself in a dangerous situation after he's tasked with entering a heroin addict's mind to see whether the man committed murder.","R","True","English","Extracted","USA","Nir Paniry, Gabriel Cowan (story), John Suits (story)","N/A","6.4","Nir Paniry","09 Sep 2013","Sasha Roiz, Jenny Mollen, Dominic Bogart, Richard Riehle","2012","Drama, Sci-Fi","N/A","85 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQ3MzExNjczOF5BMl5BanBnXkFtZTcwMTE3Mjg4OQ@@._V1_SX300.jpg","5,516","tt1757746"
"Four couples meet for Sunday brunch only to discover they are stuck in a house together as the world may be about to end.","R","True","English","It's a Disaster","USA","Todd Berger","57","6.5","Todd Berger","07 Jun 2013","Rachel Boston, Kevin M. Brennan, David Cross, America Ferrera","2012","Comedy, Drama","3 wins.","88 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQwNjYzMTQ0Ml5BMl5BanBnXkFtZTcwNDUzODM5Nw@@._V1_SX300.jpg","4,838","tt1995341"
"To win back his ex-girlfriend, a conservative accountant enlists the help of an exotic dancer to guide him on a quest for sexual experience, leading him into a world of strip clubs, sensual massage parlors, cross-dressing and S & M.","Not Rated","True","English","My Awkward Sexual Adventure","Canada","Jonas Chernick","N/A","6.1","Sean Garrity","21 Feb 2013","Jonas Chernick, Emily Hampshire, Sarah Manninen, Vik Sahay","2012","Comedy, Romance","4 wins & 8 nominations.","98 min","movie","http://ia.media-imdb.com/images/M/MV5BMjI5MTYzOTMyNF5BMl5BanBnXkFtZTcwNTgwNDYzOQ@@._V1_SX300.jpg","4,469","tt2112210"
"Narrowly avoiding jail, new dad Robbie vows to turn over a new leaf. A visit to a whisky distillery inspires him and his mates to seek a way out of their hopeless lives.","Not Rated","True","English","The Angels' Share","UK, France, Belgium, Italy","Paul Laverty (screenplay)","66","7.0","Ken Loach","01 Jun 2012","Paul Brannigan, Siobhan Reilly, John Henshaw, Gary Maitland","2012","Comedy, Crime, Drama","4 wins & 7 nominations.","101 min","movie","http://ia.media-imdb.com/images/M/MV5BNzQ0MTg1MzI0Ml5BMl5BanBnXkFtZTcwNDA0MTcyOQ@@._V1_SX300.jpg","11,809","tt1924394"
"The story of a young girl in North London whose life changes after witnessing a violent attack.","N/A","True","English","Broken","UK","Daniel Clay (based on a novel by), Mark O'Rowe (screenplay)","53","7.2","Rufus Norris","08 Mar 2013","Cillian Murphy, Tim Roth, Lily James, Robert Emms","2012","Drama","9 wins & 11 nominations.","91 min","movie","http://ia.media-imdb.com/images/M/MV5BMTc3NTMzNDY4NV5BMl5BanBnXkFtZTgwMzQxNTkyMDE@._V1_SY264_CR5,0,178,264_.jpg","5,006","tt1441940"
