"Plot","Rated","Response","Language","Title","Country","Writer","Metascore","imdbRating","Director","Released","Actors","Year","Genre","Awards","Runtime","Type","Poster","imdbVotes","imdbID"
"The tough, no-nonsense Julian and his more laid-back friend John are a couple of veteran campers who decide to embark on a no-frills expedition into the deep Arizona wilderness. Obnoxious ...","N/A","True","English","Deadfall Trail","USA","Candace Rose, Roze, Josh Staman","N/A","4.1","Roze","04 Jan 2009","Katrina Matusek, Shane Dean, Rosalie Michaels, Richard Anderson","2009","Horror, Thriller","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BODk4Mzk4ODM1OV5BMl5BanBnXkFtZTcwMjk4MjAwNA@@._V1_SX300.jpg","417","tt1285217"
"After Hee-jin's younger sister So-jin, who is possessed by a spirit,disappears,the neighbors die one by one and a secret underlying their deaths is revealed.","N/A","True","Korean","Possessed","South Korea","Je-yong Lee, Lee Yong-ju (screenwriter)","N/A","6.7","Yong-Joo Lee, Lee Yong-ju","12 Aug 2009","Young-nam Jang, Bo-yeon Kim, Chang-jik Lee, Hie-kyung Moon","2009","Horror, Mystery, Thriller","1 win.","112 min","movie","N/A","438","tt1535472"
"N/A","N/A","True","N/A","Wangan Midnight: The Movie","N/A","Michiharu Kusunoki (manga), Atsushi Muroga (screenplay), Yasutoshi Murakawa (screenplay)","N/A","6.1","Atsushi Muroga","N/A","Y没ichi Nakamura, Ry么ko Kobayashi, Kazuki Alex Kato, Yoshihiko Hakamada","2009","Action, Drama","N/A","100 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQyMjgzNjg5N15BMl5BanBnXkFtZTcwNjg1MDc5Nw@@._V1_SX180_CR0,0,180,264_.jpg","110","tt1504504"
"On the advice of his childhood hero, Robert R. Mutt embarks on a madcap adventure to attain the three keys to being a ""somebody"" - a girl, some money and a championship ring.","R","True","English","You Might as Well Live","Canada","Simon Ennis (screenplay), Joshua Peace (screenplay)","N/A","5.7","Simon Ennis","01 Jan 2009","Joshua Peace, Michael Madsen, Stephen McHattie, Dov Tiefenbach","2009","Comedy","1 nomination.","78 min","movie","http://ia.media-imdb.com/images/M/MV5BMTc2NjA4NzIyN15BMl5BanBnXkFtZTcwODI2MTg2Mg@@._V1_SX300.jpg","294","tt1217645"
"When the Camera breaks down deep in the jungle, resulting in a four-day delay, the 9-member cast and crew of a Bollywood movie, including leading lady, Aasha, and her egoistic co-star, ...","N/A","True","Hindi","Agyaat: The Unknown","India","Puneet Gandhi, Nilesh Girkar, Sarim Momin (lyrics), Prashant Pandey (lyrics), Sandip Singh (lyrics)","N/A","2.9","Ram Gopal Varma","07 Aug 2009","Vijay Vinayak Joshi, Ishrat Ali, Adesh Bhardwaj, Rasika Dugal","2009","Drama, Horror, Mystery","N/A","N/A","movie","N/A","353","tt1415252"
"N/A","N/A","True","French, English","Spy(ies)","France, UK","Nicolas Saada","N/A","6.0","Nicolas Saada","28 Jan 2009","Guillaume Canet, GĂŠraldine Pailhas, Stephen Rea, Hippolyte Girardot","2009","Drama, Romance, Thriller","1 win & 2 nominations.","99 min","movie","N/A","603","tt1149592"
"N/A","N/A","True","German","Hinter Kaifeck","Germany","Sönke Lars Neuwöhner, Christian Limmer, Bert Koß, Martin Muser (dramaturge: Script House), Peter Leuschner (novel)","N/A","5.2","Esther Gronenborn","12 Mar 2009","Benno Fürmann, Alexandra Maria Lara, Henry Stange, Michael Gwisdek","2009","Mystery, Thriller","1 nomination.","86 min","movie","N/A","280","tt1170398"
"Horace, a 8 years old boy, who still believes in Santa Clause, received as a Christmas gift a day at the mall. What ought to be a normal Christmas day turns into an adventure when Horace ...","N/A","True","Romanian","Ho Ho Ho","Romania","Gabriel Andronache, Bogdan Mirica (screenplay)","N/A","5.8","JesĂşs del Cerro","01 Dec 2009","Stefan Banica Jr., Bogdan Iancu, Alina Chivulescu, Pavel Bartos","2009","Comedy, Drama, Family","N/A","101 min","movie","N/A","287","tt1576688"
"N/A","N/A","True","Italian","Italians","Italy","Giovanni Veronesi (story), Ugo Chiti (story), Andrea Agnello (screenplay)","N/A","5.6","Giovanni Veronesi","23 Jan 2009","Carlo Verdone, Sergio Castellitto, Riccardo Scamarcio, Kseniya Rappoport","2009","Comedy","1 win & 5 nominations.","116 min","movie","N/A","632","tt1082007"
"N/A","N/A","True","Serbian","Wait for Me and I Will Not Come","Serbia","Miroslav Momcilovic","N/A","7.0","Miroslav Momcilovic","13 Jun 2009","Milos Samolov, Mirjana Karanovic, Gordan Kicic, Milica Mihajlovic","2009","Drama, Romance","1 win.","90 min","movie","N/A","705","tt1273202"
"N/A","N/A","True","N/A","Cletaraxia","N/A","Diego de la Mattaz","N/A","1.7","Diego de la Mattaz","N/A","N/A","2009","N/A","N/A","1 h 39 min","movie","N/A","41","tt1488556"
"The employees of a low-end electronics store find creative ways to stave off boredom and their impending adulthood, but when one of them gets married they all must face the realities of growing up.","PG-13","True","English","The Strip","USA","Jameel Khan","24","7.4","Jameel Khan","N/A","Dave Foley, Rodney Scott, Billy Aaron Brown, Federico Dordei","2009","Comedy","N/A","91 min","movie","http://ia.media-imdb.com/images/M/MV5BODI4MzQzMzgxMl5BMl5BanBnXkFtZTcwMTcwMjQ5Mg@@._V1_SY264_CR0,0,178,264_.jpg","56","tt0843876"
"Higanjima is an eerie island occupied by vampires, from where none has ever come back alive. When teenager Akira hears that his missing brother has been seen in the island, he decides to investigate with several friends.","N/A","True","Japanese","Higanjima","South Korea, Japan","K么ji Matsumoto (manga), Tetsuya Oishi (screenplay)","N/A","5.5","Tae-gyun Kim","09 Jan 2010","Terri Doty, Dai Watanabe, Asami Mizukawa, Miori Takimoto","2009","Horror","N/A","122 min","movie","N/A","447","tt1270767"
"Writer/Director Danny Draven takes the helm for this supernaturally driven shocker about an unassuming housekeeper drawn into a terrifying world of vengeful apparitions. According to the ...","R","True","N/A","Ghost Month","N/A","Danny Draven","N/A","2.8","Danny Draven","26 May 2009","Marina Resa, Shirley To, Akiko Shima, Rick Irvin","2009","Drama, Horror","N/A","100 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQ1NzM4NjM0OF5BMl5BanBnXkFtZTcwNDkwOTI1MQ@@._V1_SY264_CR10,0,178,264_.jpg","660","tt1042503"
"Since his wife's death, Arthur, a peculiar and severe surgeon, cloisters his teen daughter Lucille inside a strange mansion. Desperate, Lucille tries to commit suicide and ends up with her ...","N/A","True","English","Bandaged","Germany, USA, France","Claire Menichi (screenplay)","N/A","4.5","Maria Beatty","19 Nov 2009","Janna Lisa Dombrowsky, Martine Erhel, Hans Piesbergen, Susanne SachĂe","2009","Thriller","N/A","92 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQ5MDgzNTk0M15BMl5BanBnXkFtZTgwMDE2MzA2MDE@._V1_SX300.jpg","217","tt1434925"
"The film tells the story of Jack Filice Jr., an heir to a Hollywood Italian-American dynasty. As his father, Jack Sr.(played Tony-award winning Joe Mantegna), lays dying, he asks his only ...","N/A","True","N/A","The House That Jack Built","N/A","Kris Black, Bruce Reisman","N/A","4.3","Bruce Reisman","01 Apr 2009","Joe Mantegna, Gail O'Grady, Suzanne Happ, Monica Allgeier","2009","Horror","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMjA5MzQ5OTEzMV5BMl5BanBnXkFtZTcwMDE0ODA0Mg@@._V1_SX178_.jpg","84","tt1122765"
"Nicholas celebrates his 40th birthday in his country house, with some friends. He has everything he ever wished for, but, on that night, he will end up dead, on his swimming pool. From that...","N/A","True","N/A","Second Life","N/A","Alexandre Valente","N/A","4.0","Miguel Gaudêncio, Alexandre Valente","29 Jan 2009","Piotr Adamczyk, Lúcia Moniz, Paulo Pires, Fátima Lopes","2009","Drama","N/A","85 min","movie","http://ia.media-imdb.com/images/M/MV5BMTU4MDcwMDAxMV5BMl5BanBnXkFyZXN1bWU@._V1_SY264_CR19,0,180,264_.jpg","616","tt1285248"
"Ed Franklin, a young man pursuing his dreams in Hollywood, returns home to Fort Worth, Texas at Christmas time to find his family in turmoil. His parents' marriage is crumbling and his ...","N/A","True","N/A","Carried Away","N/A","Tom Huckabee","N/A","5.8","Tom Huckabee","01 Nov 2010","Juli Erickson, Gabriel Horn, Mark Walters, Morgana Shaw","2009","Drama","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTAyNTcyNDc3MDBeQTJeQWpwZ15BbWU3MDQ1MjYxNTQ@._V1_SY264_CR6,0,178,264_.jpg","107","tt1383702"
"N/A","N/A","True","German, English, Danish, Thai","This Is Love","Germany","Matthias Glasner","N/A","6.7","Matthias Glasner","19 Nov 2009","Corinna Harfouch, Jens Albinus, Duyen Pham, J端rgen Vogel","2009","Drama","3 nominations.","106 min","movie","N/A","274","tt1267502"
"""I Got Five On It Too"" continues the hilarious adventures of Barney Bumble and the gang and their ""high times."" As the guys plan a house party complete with liquor, girls and weed, their ""...","N/A","True","English","I Got Five on It Too","USA","Eduardo Quiroz, Jose Quiroz","N/A","4.8","Eduardo Quiroz, Jose Quiroz","14 Apr 2009","Chris Angelo, Jimmy Bridges, Todd Bridges, Elias Castillo","2009","Comedy","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMjE1NTg4NDcyMl5BMl5BanBnXkFtZTgwMzAwMjA2MDE@._V1_SX300.jpg","196","tt1057574"
"Christine takes her best friend with another couple for a final vacation when she goes to close up and sell her family's hunting lodge in the remote woods of Northern Georgia...but it's ...","N/A","True","English","Outrage: Born in Terror","USA","Ace Cruz (story), Chris Soth","N/A","3.5","Ace Cruz","24 Jul 2009","Michael Madsen, Natasha Lyonne, Ace Cruz, Paulyd","2009","Thriller","1 win.","89 min","movie","http://ia.media-imdb.com/images/M/MV5BMTk5NjE4Njc4NF5BMl5BanBnXkFtZTcwNDg2MTU1MQ@@._V1_SX300.jpg","211","tt1023344"
"In Las Vegas, the powerful three hundred year old vampire Sylvian hires Dr. van Helm to research a cure to survive in the sun. She uses three vampire women as guinea pigs to test the serum ...","N/A","True","English","Vampire in Vegas","USA","Nicholas Davidoff","N/A","2.7","Jim Wynorski","01 Aug 2009","Tony Todd, Delia Sheppard, Edward Spivak, Sonya Joy Sims","2009","Horror","N/A","82 min","movie","N/A","203","tt1291582"
"N/A","N/A","True","French","Le missionnaire","France","Jean-Marie Bigard","N/A","6.2","Roger Delattre","29 Apr 2009","Jean-Marie Bigard, David Strajmayster, Thiam A誰ssatou, Jean Dell","2009","Comedy","N/A","91 min","movie","N/A","679","tt1308736"
"A drama centered around the illegal immigrants living in the EU.","N/A","True","French, German, Greek, English","Eden Is West","France, Greece, Italy","Costa-Gavras, Jean-Claude Grumberg","N/A","6.8","Costa-Gavras","11 Feb 2009","Riccardo Scamarcio, Odysseas Papaspiliopoulos, LĂŠa Wiazemsky, Tess Spentzos","2009","Drama","N/A","110 min","movie","http://ia.media-imdb.com/images/M/MV5BMjEzMjYzMjQyNV5BMl5BanBnXkFtZTcwMDcwMDkyMg@@._V1_SX300.jpg","1,496","tt1158936"
"When an 'overweight' former supermodel is forced to lose weight to resurrect her dying career, she falls in love with her trainer...","N/A","True","N/A","The Diet Life","N/A","Matt Walerstein","N/A","N/A","Matt Smith, Matt Walerstein","N/A","Pamela Noble, Jill K. Allen, Jeff Bell, Brandon Brocato","2009","Comedy, Drama","N/A","1 h 30 min","movie","http://ia.media-imdb.com/images/M/MV5BMjA2MzAxMTAyOV5BMl5BanBnXkFtZTcwMTYxNjUwMw@@._V1_SX300.jpg","N/A","tt0994765"
"A tender story from Australia highlights the realistic ups and downs of an Australian family in the year following a parent's emergency medical procedure.","N/A","True","English","My Year Without Sex","Australia","Sarah Watt","N/A","5.7","Sarah Watt","28 May 2009","Portia Bradley, Jonathan Segat, Sacha Horler, Matt Day","2009","Comedy, Drama","1 win & 4 nominations.","96 min","movie","http://ia.media-imdb.com/images/M/MV5BMTI4NjYxNTg1MV5BMl5BanBnXkFtZTcwMDg1Nzk2Mw@@._V1_SX300.jpg","722","tt1245358"
"Five assorted tales of love in modern Korea.","N/A","True","Korean","Five Senses of Eros","South Korea","Hyuk Byun (segment), Jin-ho Hur (segment), Kyu-Dong Min (segment), Ki-hwan Oh (segment), Yong-sik Yu (segment)","N/A","5.2","Hyuk Byun, Jin-ho Hur, Kyu-Dong Min, Ki-hwan Oh, Yong-sik Yu","09 Jul 2009","Cha Hyeon-jeong, Nan-Hee Kim, Soo-Yeon Cha, Dal-Hyeong Lee","2009","Drama","N/A","130 min","movie","http://ia.media-imdb.com/images/M/MV5BMTYzMzkwNTkwMV5BMl5BanBnXkFtZTgwNzI0NDA2MDE@._V1_SX300.jpg","175","tt1587422"
"In a late night bar, Henry is approached by a mysterious woman who offers to sell him the severed ""manhood"" of Wales' greatest vocal entertainer... Believing he can make a fortune selling ...","N/A","True","English","A Bit of Tom Jones?","UK","Peter Watkins-Hughes (screenplay)","N/A","4.3","Peter Watkins-Hughes","06 Nov 2009","Charles Dale, Jonny Owen, Denise Welch, John Henshaw","2009","Comedy","N/A","89 min","movie","http://ia.media-imdb.com/images/M/MV5BMjAyNzQ5MTY5NF5BMl5BanBnXkFtZTcwOTM1MjIyMw@@._V1_SX300.jpg","120","tt1560131"
"Dana is failing Biology. To pass she must attend an extra credit assignment with several classmates that will lead them into a remote region of the Great Dismal Swamp, a place teeming with ...","R","True","English","Dismal","USA","Bo Buckley","N/A","2.8","Gary King","N/A","Lydia Chandler, Tim Morris, Bill Oberst Jr., Jack Harrison","2009","Horror, Thriller","N/A","79 min","movie","http://ia.media-imdb.com/images/M/MV5BMjA3OTg4NjUwMF5BMl5BanBnXkFtZTcwNzUyODc5Mw@@._V1_SX300.jpg","510","tt1261415"
"You mention any good usual love story and it will have all the usual emotions of love, longing, pain, quest and sacrifice. But the moment you mention Heer Ranjha, the word 'eternal' is pre ...","N/A","True","N/A","Heer Ranjha: A True Love Story","N/A","Harjit Singh","N/A","7.2","Ksshitij Chaudhary, Harjit Singh","13 Nov 2009","Harbhajan Mann, Neeru Bajwa, Jasbir Jassi, Gurchet Chitrakar","2009","Romance","N/A","155 min","movie","http://ia.media-imdb.com/images/M/MV5BMjIxMTg2NjYzMl5BMl5BanBnXkFtZTgwMzc0NDA2MDE@._V1_SY264_CR8,0,178,264_.jpg","31","tt1599302"
"Jack Newman lectures at the local University, is preparing for a new life with his fiancĂŠe, Gwen, and...","R","True","N/A","In the Eyes of a Killer","N/A","Mamie Jean Calvert, Marc Cushman","N/A","6.8","Louis Mandylor","N/A","Costas Mandylor, Louis Mandylor, Gwendolyn Edwards, James Marshall","2009","Mystery, Thriller","N/A","1 h 36 min","movie","http://ia.media-imdb.com/images/M/MV5BOTk5ODk3MzIzN15BMl5BanBnXkFtZTcwNzkzNzg1OA@@._V1_SX300.jpg","73","tt1232201"
"Eliciting images of cancer, this drama explores the illnesses that plague modern Croatia. Four young junkies in Zagreb maturing in the wake of war reflect the petty hatreds, violence, ...","N/A","True","Croatian","Metastases","Croatia, Bosnia and Herzegovina","Ivo Balenovic (novel), Ognjen Svilicic","N/A","7.6","Branko Schmidt","30 Mar 2009","Rene Bitorajac, Franjo Dijak, Robert Ugrina, Rakan Rushaidat","2009","Crime, Drama","3 wins.","82 min","movie","N/A","1,437","tt1433816"
"In two interconnected stories Robert, a jaded middle-aged New Yorker, goes to Serbia to make quick cash by marrying someone for U.S...","15","True","N/A","Here and There","N/A","Darko Lungulov","N/A","6.3","Darko Lungulov","14 May 2010","David Thornton, Mirjana Karanovic, Cyndi Lauper, Branislav Trifunovic","2009","Comedy, Drama","N/A","1 h 25 min","movie","http://ia.media-imdb.com/images/M/MV5BMTc2OTY3NzUzOV5BMl5BanBnXkFtZTcwMTY5NjQ0Mw@@._V1_SX300.jpg","784","tt1118045"
"Shinichi Sanada, a young high school student, attempts to kill himself by jumping to his death. Shinichi survives but is seriously injured. Hayato Fujiwara (Yusuke Yamada), the High School ...","N/A","True","Japanese","Tokyo Gore School","Japan","Y么hei Fukuda (screenplay), Kiyoshi Yamamoto (screenplay)","N/A","5.6","Y么hei Fukuda","25 Jul 2009","Masato Hy没gaji, Takafumi Imai, Kenta Itogi, Shinwa Kataoka","2009","Horror","N/A","109 min","movie","http://ia.media-imdb.com/images/M/MV5BMTkxMzc2MjU1Nl5BMl5BanBnXkFtZTgwNzE4MzA2MDE@._V1_SX300.jpg","90","tt1473361"
"Adele's attempt to recover from a devastating breakup leads to surprisingly hilarious results as she bounces from one lover to the next, but can't escape the vision of her ex. France. Official Selection - Locarno Int'l FF.","N/A","True","N/A","The Queen of Hearts","N/A","Valérie Donzelli, Dorothée Sebbagh","N/A","6.1","Valérie Donzelli","24 Feb 2010","Valérie Donzelli, Jérémie Elkaïm, Béatrice de Staël, Laure Marsac","2009","Comedy, Drama, Musical","N/A","84 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQwMTE3NTMyMV5BMl5BanBnXkFtZTgwNjUxMDY0MDE@._V1_SY264_CR6,0,178,264_.jpg","236","tt1483778"
"In this sly comedy, six of the world's worst gangsters managed to heist $2 million, but only one got away. Now after four years in the clink, five bumbling thieves from Montreal are forced ...","PG","True","N/A","Sticky Fingers","N/A","Ken Scott (original script)","N/A","6.9","Ken Scott","08 Aug 2009","Roy Dupuis, Patrice Robitaille, Aure Atika, Jean Pierre Bergeron","2009","Adventure, Comedy, Crime","N/A","108 min","movie","http://ia.media-imdb.com/images/M/MV5BMTUwMzA2NzEwOF5BMl5BanBnXkFtZTcwMDg1MDc1OQ@@._V1_SX178_.jpg","371","tt1305796"
"A former war photographer and her physician husband are caught up in a riot when locals in an Andean village vent their unhappiness with contamination from a nearby mine.","N/A","True","Spanish, Quechua, French, English, Persian","Altiplano","Belgium, Germany, Netherlands","Peter Brosens, Jessica Woodworth","N/A","6.7","Peter Brosens, Jessica Woodworth","20 Aug 2010","Magaly Solier, Jasmin Tabatabai, Olivier Gourmet, Arturo Anacarino Zarate","2009","Drama","4 wins & 1 nomination.","109 min","movie","http://ia.media-imdb.com/images/M/MV5BMTYzNjAxMjAwMF5BMl5BanBnXkFtZTcwNzk4MDE1Mg@@._V1_SX300.jpg","500","tt1318022"
"N/A","N/A","True","N/A","Mr. Bjarnfreðarson","N/A","Ragnar Bragason, Jón Gnarr","N/A","7.3","Ragnar Bragason","26 Dec 2009","Ágústa Eva Erlendsdóttir, Hilmir Jensson, Jökull Steinarsson, Guðmundur Lúðvík Þorvaldsson","2009","Comedy","N/A","1 h 49 min","movie","http://ia.media-imdb.com/images/M/MV5BMTMyNzYxNzM3MF5BMl5BanBnXkFtZTcwMzYxMDExMw@@._V1_SX300.jpg","485","tt1534397"
"Inspired by a true story about a black college graduate forced to serve probation after the 1965 Watts riots at an all-white seminary that wants black followers not leaders. Encouraged by ...","PG-13","True","N/A","The Least Among You","N/A","Mark Young (screenplay)","N/A","4.3","Mark Young","12 Jan 2009","Cedric Sanders, Lauren Holly, Louis Gossett Jr., William Devane","2009","Biography, Drama","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTk4ODMyMDUyOV5BMl5BanBnXkFtZTcwNjA1ODQ0NQ@@._V1_SY264_CR0,0,178,264_.jpg","120","tt1153043"
"Marzieh is a young female actress living in Tehran. The authorities ban her theatre work and, like all young people in Iran, she is forced to lead a secret life in order to express herself ...","N/A","True","Persian, English","My Tehran for Sale","Australia, Iran","Granaz Moussavi","N/A","6.7","Granaz Moussavi","07 Nov 2010","Marzieh Vafamehr, Amir Chegini, Asha Mehrabi, Mobina Karimi","2009","Drama","1 win.","96 min","movie","http://ia.media-imdb.com/images/M/MV5BMjI4MjczMDg3M15BMl5BanBnXkFtZTgwMDgyMzA2MDE@._V1_SX300.jpg","1,156","tt1368864"
"Six people on the verge of a breakdown decide to check themselves into an insane asylum, only to discover there is just room for one.","N/A","True","English","Asylum Seekers","USA","Rania Ajami (screenplay), Jake Pilikian (screenplay)","N/A","5.2","Rania Ajami","13 Jun 2009","Pepper Binkley, Bill Dawes, Judith Hawking, Daniel Irizarry","2009","Comedy, Fantasy","1 win.","90 min","movie","http://ia.media-imdb.com/images/M/MV5BMTMyNzA3ODI3Ml5BMl5BanBnXkFtZTcwMzcwODg4NQ@@._V1_SY264_CR13,0,178,264_.jpg","930","tt1132135"
"Cayman Went is the story of Josh Anders, a fading Hollywood underwater action star whose life takes on new meaning when he's forced to spend time with the eccentric, endearing inhabitants of Cayman Brac and their local dive community.","PG","True","N/A","Cayman Went","N/A","Jim Ritterhoff (screenplay), Bobby Sheehan (screenplay)","N/A","4.3","Bobby Sheehan","05 Jun 2009","Michael Lombardi, Susan Misner, Jeffrey DeMunn, John Mainieri","2009","Drama, Family","N/A","89 min","movie","http://ia.media-imdb.com/images/M/MV5BMTI4NTY2NzYzOF5BMl5BanBnXkFtZTcwODY1ODc1Mg@@._V1_SX178_.jpg","115","tt1158933"
"Italian Revolution, 1968. Police officer, Nicolas, wants to become an actor. He goes out in plain clothes and meets Laura who is among students against the government, Vietnam War and who ...","N/A","True","Italian","The Big Dream","Italy, France","Doriana Leondeff, Angelo Pasquini, Michele Placido","N/A","5.6","Michele Placido","11 Sep 2009","Riccardo Scamarcio, Laura Morante, Jasmine Trinca, Michele Placido","2009","Drama","2 wins & 1 nomination.","101 min","movie","http://ia.media-imdb.com/images/M/MV5BMTIwNzk5MjE5OF5BMl5BanBnXkFtZTcwODU2NTIzMQ@@._V1_SY264_CR42,0,180,264_.jpg","524","tt1194231"
"Aleksey is an ordinary young man living in Russia during the 1990s. Like most of his contemporaries, he is looking for a way to survive. The easiest way is the way of crime. He joins a gang...","PG-13","True","Russian, English","The Way","Russia","Aleksandr Chervonenko (novel), Iskander Galiev, Vladimir Pasichnik","N/A","5.1","Vladimir Pasichnik","21 May 2009","Dmitriy Nosov, Aleksey Orlov, Dmitriy Maksimov, Maksim Tynyanov","2009","Action, Adventure","N/A","90 min","movie","http://ia.media-imdb.com/images/M/MV5BMjEzMDQ0NjU0NV5BMl5BanBnXkFtZTcwMTM0OTM4NA@@._V1_SX300.jpg","209","tt1069264"
"This film is a story of May and En-seol. May returns to Seoul looking for her birth mother after 23 years of life as a Korean-American adoptee. En-seol is a taxi driver suffering from a ...","N/A","True","Korean","Maybe","South Korea","Jihong Ju (screenplay)","N/A","6.3","Jihong Ju","22 Oct 2009","Seo-Hyeon Ahn, Hyeon-ik Baek, Tae-hyun Cha, Hyeon-geun Heo","2009","Romance","N/A","101 min","movie","http://ia.media-imdb.com/images/M/MV5BMjE5NzI5NDY5MF5BMl5BanBnXkFtZTgwODEwNDA2MDE@._V1_SX300.jpg","103","tt1517218"
"College student Mutou Ookawa catches a glimpse of Ametani Yuiko, his co-worker from a former part-time job and falls immediately in love. Summoning up his courage, he eventually confesses ...","N/A","True","Japanese","My Geeky Girlfriend","Japan","Ei Katsuragi (screenplay)","N/A","5.1","Atsushi Kaneshige","02 May 2009","Shunsuke Dait么, Jun Fukuyama, Yuta Furukawa, Satoshi Hino","2009","Comedy, Drama, Romance","N/A","N/A","movie","N/A","122","tt1424056"
"N/A","N/A","True","French, Cantonese, Mandarin, English","Red Nights","Hong Kong, France, Belgium","Julien Carbon (screenplay), Laurent Courtiaud (screenplay)","N/A","5.7","Julien Carbon, Laurent Courtiaud","27 Apr 2011","Frédérique Bel, Carrie Ng, Carole Brana, Stephen Wong Cheung-Hing","2009","Horror, Thriller","1 win & 1 nomination.","98 min","movie","N/A","282","tt1401668"
"N/A","N/A","True","Norwegian","Magic Silver","Norway","Gudny Hagen, Thomas Moldestad (screenplay)","N/A","5.8","Katarina Launing, Roar Uthaug","13 Nov 2009","Ane Viola Semb, Johan Tinus Lindgren, Finn Schau, Sigve BĂ¸e","2009","Adventure, Family, Fantasy","3 nominations.","82 min","movie","http://ia.media-imdb.com/images/M/MV5BMTU4MzgxMTU4OF5BMl5BanBnXkFtZTcwMTAzNjc3Mw@@._V1_SX300.jpg","219","tt1438462"
"A cop goes up against his lifelong friend, who has become one of the city's biggest drug traffickers.","N/A","True","N/A","Diamond 13","N/A","Diane Bardinet (translator), Gilles Béhat (scriptwriter), Olivier Marchal (adaptation), Hugues Pagan (novel)","N/A","5.1","Gilles Béhat","21 Jan 2009","Gérard Depardieu, Olivier Marchal, Asia Argento, Anne Coesens","2009","Action, Crime, Thriller","N/A","98 min","movie","http://ia.media-imdb.com/images/M/MV5BOTQ1NTY2NzI1N15BMl5BanBnXkFtZTcwMzgxOTQzMg@@._V1_SY264_CR10,0,178,264_.jpg","928","tt1172230"
"The year is 1732. John Wesley, an irritatingly self-righteous instructor at Oxford is offered the chance to go to the new colony of Georgia, where he hopes to preach to the Indians. During ...","Not Rated","True","English","Wesley","USA","Carolyn Haywood (screenplay), John Jackman, Norman Stone (screenplay), John Wells (an original screenplay)","N/A","7.5","John Jackman","N/A","Burgess Jenkins, R. Keith Harris, Lloyd Arneach, Jim Babel","2009","Biography, Drama","3 wins.","110 min","movie","http://ia.media-imdb.com/images/M/MV5BMTUzMzY2MDEwMl5BMl5BanBnXkFtZTcwOTUxMzczMw@@._V1_SX300.jpg","65","tt1053946"
"N/A","N/A","True","English","Nightfall","USA","Alison Greenberg (screenplay)","N/A","2.8","David DeCoteau","18 Jun 2009","Chris Banks, Tyler Bachtel, Brant Dorman, Jenna Gallaher","2009","Horror, Thriller","N/A","86 min","movie","N/A","50","tt1380993"
"A children's book illustrator inhabits a twilight world of shifting reality and illusion, where cruelty and rampant evil do battle with his better instincts, and sanity is a question of perception.","N/A","True","English","Sensored","USA","Kevin Haskin","N/A","5.0","Ryan Todd","N/A","Robert Picardo, Sarah Knowlton, Brian Rife, Michelle Page","2009","Drama, Horror, Thriller","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTY5NjAzNDA4Ml5BMl5BanBnXkFtZTcwNDY4NTE3MQ@@._V1_SY264_CR81,0,178,264_.jpg","226","tt1204966"
"Running the streets of Rome in 1960, an unknown, barefooted Ethiopian man stunned the world by winning Olympic gold in the marathon. Overnight, Abebe Bikila became a sports legend. A hero ...","N/A","True","English, Amharic","Atletu","USA, Germany, Ethiopia","Rasselas Lakew, Davey Frankel, Mikael Awake","N/A","6.2","Davey Frankel, Rasselas Lakew","N/A","Rasselas Lakew, Dag Malmberg, Ruta Gedmintas, Abba Waka Dessalegn","2009","Biography, Drama","N/A","92 min","movie","http://ia.media-imdb.com/images/M/MV5BMjIyMjQ1NDM2NV5BMl5BanBnXkFtZTcwOTQyMTc5Nw@@._V1_SY264_CR4,0,178,264_.jpg","125","tt1130965"
"After his mother dies, Sequan, a sensitive teenager from Brooklyn, moves in with relatives living in a small town plagued with secrets hidden deep within its lush, rural Alabama terrain. ...","N/A","True","N/A","Rivers Wash Over Me","N/A","Darien Sills-Evans (screenplay), John G. Young (screenplay)","N/A","5.9","John G. Young","06 Jun 2009","Julia Carothers Hughes, Elizabeth Dennis, Terrance Epps, Tina Jetter","2009","Drama","N/A","87 min","movie","http://ia.media-imdb.com/images/M/MV5BMTk5NDcwNzM1Ml5BMl5BanBnXkFtZTcwMTA5MTg2OA@@._V1_SY264_CR4,0,178,264_.jpg","120","tt1279966"
"N/A","N/A","True","English","Family of Four","USA","John Suits (screenplay)","N/A","6.8","John Suits","N/A","Alexandra Paul, Robert Lewis Stephenson, Abby Wilde, Ty Simpkins","2009","Drama","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTYxMjM3OTg2NF5BMl5BanBnXkFtZTcwNjI0OTYyNA@@._V1_SX300.jpg","49","tt1225636"
