"Plot","Rated","Response","Language","Title","Country","Writer","Metascore","imdbRating","Director","Released","Actors","Year","Genre","Awards","Runtime","Type","Poster","imdbVotes","imdbID"
"A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children. Based on a novel by Richard Yates.","R","True","English","Revolutionary Road","USA, UK","Justin Haythe (screenplay), Richard Yates (novel)","69","7.3","Sam Mendes","23 Jan 2009","Kate Winslet, Leonardo DiCaprio, Christopher Fitzgerald, Jonathan Roumie","2008","Drama, Romance","Nominated for 3 Oscars. Another 7 wins & 26 nominations.","119 min","movie","http://ia.media-imdb.com/images/M/MV5BMTczNDgzMjczOV5BMl5BanBnXkFtZTcwOTU3MzMwMg@@._V1_SX300.jpg","116,794","tt0959337"
"The story of a bride-to-be trying to find her real father told using hit songs by the popular '70s group ABBA.","PG-13","True","N/A","Mamma Mia!","N/A","Catherine Johnson (screenplay)","51","6.3","Phyllida Lloyd","18 Jul 2008","Amanda Seyfried, Stellan Skarsg책rd, Pierce Brosnan, Nancy Baldwin","2008","Comedy, Musical, Romance","N/A","108 min","movie","http://ia.media-imdb.com/images/M/MV5BMTA2MDU0MjM0MzReQTJeQWpwZ15BbWU3MDYwNzgwNzE@._V1_SY264_CR0,0,178,264_.jpg","101,393","tt0795421"
"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.","PG-13","True","English, French, Albanian, Arabic","Taken","France, USA, UK","Luc Besson, Robert Mark Kamen","50","7.9","Pierre Morel","30 Jan 2009","Liam Neeson, Maggie Grace, Jon Gries, David Warshofsky","2008","Action, Crime, Thriller","1 win & 2 nominations.","93 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM4NzQ0OTYyOF5BMl5BanBnXkFtZTcwMDkyNjQyMg@@._V1_SX300.jpg","346,053","tt0936501"
"Dr. Bruce Banner, thanks to a gamma ray experiment gone wrong, transforms into a giant green-skinned hulk whenever his pulse rate gets too high. Meanwhile, a soldier uses the same technology to become an evil version of the original.","PG-13","True","English, Portuguese, Spanish","The Incredible Hulk","USA","Zak Penn (screenplay)","61","6.9","Louis Leterrier","13 Jun 2008","Edward Norton, Liv Tyler, Tim Roth, William Hurt","2008","Action, Sci-Fi, Thriller","1 win & 4 nominations.","112 min","movie","http://ia.media-imdb.com/images/M/MV5BMTUyNzk3MjA1OF5BMl5BanBnXkFtZTcwMTE1Njg2MQ@@._V1_SX300.jpg","227,864","tt0800080"
"Two aimless middle-aged losers still living at home are forced against their will to become roommates when their parents get married.","R","True","English, Spanish","Step Brothers","USA","Will Ferrell (screenplay), Adam McKay (screenplay), John C. Reilly (story)","51","6.8","Adam McKay","25 Jul 2008","Will Ferrell, John C. Reilly, Mary Steenburgen, Richard Jenkins","2008","Comedy","3 wins & 1 nomination.","98 min","movie","http://ia.media-imdb.com/images/M/MV5BMTcwNzUzMjU1OV5BMl5BanBnXkFtZTcwMTM0NDQ2MQ@@._V1_SX300.jpg","150,444","tt0838283"
"In the distant future, a small waste collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.","G","True","English","WALL路E","USA","Andrew Stanton (original story by), Pete Docter (original story by), Jim Reardon (screenplay)","94","8.5","Andrew Stanton","27 Jun 2008","Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard","2008","Animation, Adventure, Family","Won 1 Oscar. Another 52 wins & 49 nominations.","98 min","movie","http://ia.media-imdb.com/images/M/MV5BMTczOTA3MzY2N15BMl5BanBnXkFtZTcwOTYwNjE2MQ@@._V1_SY264_CR0,0,178,264_.jpg","448,385","tt0910970"
"Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.","R","True","English","Zack and Miri Make a Porno","USA","Kevin Smith","56","6.7","Kevin Smith","31 Oct 2008","Elizabeth Banks, Seth Rogen, Craig Robinson, Gerry Bednob","2008","Comedy, Romance","N/A","101 min","movie","http://ia.media-imdb.com/images/M/MV5BMTMwNzM5MTIxNl5BMl5BanBnXkFtZTcwNzkwNzM5MQ@@._V1_SX300.jpg","122,114","tt1007028"
"Devastated Peter takes a Hawaii vacation in order to deal with recent break-up with his TV star girlfriend, Sarah. Little does he know Sarah's traveling to the same resort as her ex ... and she's bringing along her new boyfriend.","R","True","English, Hawaiian, German, Japanese","Forgetting Sarah Marshall","USA","Jason Segel","67","7.2","Nicholas Stoller","18 Apr 2008","Jason Segel, Kristen Bell, Mila Kunis, Russell Brand","2008","Comedy, Drama, Romance","2 wins & 10 nominations.","111 min","movie","http://ia.media-imdb.com/images/M/MV5BMTYzODgzMjAyM15BMl5BanBnXkFtZTcwMTI3NzI2MQ@@._V1_SX300.jpg","168,819","tt0800039"
"""21"" is the fact-based story about six MIT students who were trained to become experts in card counting and subsequently took Vegas casinos for millions in winnings.","PG-13","True","English","21","USA","Peter Steinfeld (screenplay), Allan Loeb (screenplay), Ben Mezrich (book)","48","6.7","Robert Luketic","28 Mar 2008","Jim Sturgess, Kevin Spacey, Kate Bosworth, Aaron Yoo","2008","Crime, Drama, Thriller","1 win & 5 nominations.","123 min","movie","http://ia.media-imdb.com/images/M/MV5BMjAyNTU5OTcxOV5BMl5BanBnXkFtZTcwMDEyNjM2MQ@@._V1_SY264_CR5,0,178,264_.jpg","149,006","tt0478087"
"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at at odds with his squad mates due to his maverick way of handling his work.","R","True","English, Arabic, Turkish","The Hurt Locker","USA","Mark Boal","94","7.6","Kathryn Bigelow","10 Oct 2008","Jeremy Renner, Anthony Mackie, Brian Geraghty, Guy Pearce","2008","Drama, Thriller, War","Won 6 Oscars. Another 89 wins & 57 nominations.","131 min","movie","http://ia.media-imdb.com/images/M/MV5BNzEwNzQ1NjczM15BMl5BanBnXkFtZTcwNTk3MTE1Mg@@._V1_SX300.jpg","228,940","tt0887912"
"Famed archaeologist/adventurer Dr. Henry ""Indiana"" Jones is called back into action when he becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls.","PG-13","True","English, German, Russian","Indiana Jones and the Kingdom of the Crystal Skull","USA","David Koepp (screenplay), George Lucas (story), Jeff Nathanson (story), Philip Kaufman (characters)","65","6.3","Steven Spielberg","22 May 2008","Harrison Ford, Cate Blanchett, Karen Allen, Shia LaBeouf","2008","Action, Adventure","Nominated for 1 BAFTA Film Award. Another 5 wins & 25 nominations.","122 min","movie","http://ia.media-imdb.com/images/M/MV5BMTIxNDUxNzcyMl5BMl5BanBnXkFtZTcwNTgwOTI3MQ@@._V1_SX300.jpg","246,125","tt0367882"
"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.","R","True","English, Hmong","Gran Torino","USA, Germany","Nick Schenk (screenplay), Dave Johannson (story)","72","8.2","Clint Eastwood","09 Jan 2009","Clint Eastwood, Christopher Carley, Bee Vang, Ahney Her","2008","Drama","Nominated for 1 Golden Globe. Another 20 wins & 8 nominations.","116 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQyMTczMTAxMl5BMl5BanBnXkFtZTcwOTc1ODE0Mg@@._V1_SX300.jpg","388,415","tt1205489"
"A Mumbai teen who grew up in the slums, becomes a contestant on the Indian version of ""Who Wants To Be A Millionaire?"" He is arrested under suspicion of cheating, and while being interrogated, events from his life history are shown which explain why he knows the answers.","R","True","English, Hindi, French","Slumdog Millionaire","UK","Simon Beaufoy (screenplay), Vikas Swarup (novel)","86","8.1","Danny Boyle, Loveleen Tandan","23 Jan 2009","Dev Patel, Saurabh Shukla, Anil Kapoor, Rajendranath Zutshi","2008","Drama, Romance, Thriller","Won 8 Oscars. Another 114 wins & 62 nominations.","120 min","movie","http://ia.media-imdb.com/images/M/MV5BMTU2NTA5NzI0N15BMl5BanBnXkFtZTcwMjUxMjYxMg@@._V1_SX300.jpg","449,684","tt1010048"
"A frustrated office worker learns that he is the son of a professional assassin, and that he shares his father's superhuman killing abilities.","R","True","English","Wanted","USA, Germany","Michael Brandt (screenplay), Derek Haas (screenplay), Chris Morgan (screenplay), Mark Millar (comic book series), J.G. Jones (comic book series)","64","6.7","Timur Bekmambetov","27 Jun 2008","James McAvoy, Morgan Freeman, Angelina Jolie, Terence Stamp","2008","Action, Crime, Thriller","Nominated for 2 Oscars. Another 2 wins & 12 nominations.","110 min","movie","http://ia.media-imdb.com/images/M/MV5BNzE2MDIwMjUzNF5BMl5BanBnXkFtZTcwNDY0MzA3MQ@@._V1_SX178_.jpg","229,860","tt0493464"
"Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.","PG-13","True","English, Spanish","Vicky Cristina Barcelona","Spain, USA","Woody Allen","70","7.2","Woody Allen","15 Aug 2008","Rebecca Hall, Scarlett Johansson, Christopher Evan Welch, Chris Messina","2008","Drama, Romance","Won 1 Oscar. Another 24 wins & 31 nominations.","96 min","movie","http://ia.media-imdb.com/images/M/MV5BMTU2NDQ4MTg2MV5BMl5BanBnXkFtZTcwNDUzNjU3MQ@@._V1_SX300.jpg","141,586","tt0497465"
"Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.","R","True","N/A","In Bruges","N/A","Martin McDonagh","67","7.9","Martin McDonagh","18 Apr 2008","Elizabeth Berrington, Rudy Blomme, Olivier Bonjour, Mark Donovan","2008","Comedy, Crime, Drama","N/A","107 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY4OTYxODg4MV5BMl5BanBnXkFtZTcwMDcyNzM2MQ@@._V1_SY264_CR0,0,178,264_.jpg","233,242","tt0780536"
"At his new high school, a rebellious teen is lured into an underground fight club, where he finds a mentor in a mixed martial arts veteran.","PG-13","True","N/A","Never Back Down","N/A","Chris Hauty","39","6.4","Jeff Wadlow","14 Mar 2008","Sean Faris, Amber Heard, Cam Gigandet, Evan Peters","2008","Action, Drama, Sport","N/A","110 min","movie","http://ia.media-imdb.com/images/M/MV5BMTkzNDg3MTIyMF5BMl5BanBnXkFtZTcwOTAwNDc1MQ@@._V1_SY264_CR1,0,178,264_.jpg","58,548","tt1023111"
"A guy challenges himself to say ""yes"" to everything for an entire year.","PG-13","True","English, Korean, Estonian","Yes Man","USA, Australia","Nicholas Stoller (screenplay), Jarrad Paul (screenplay), Andrew Mogel (screenplay), Danny Wallace (book)","46","6.8","Peyton Reed","17 Dec 2008","Jim Carrey, Zooey Deschanel, Bradley Cooper, John Michael Higgins","2008","Comedy, Romance","3 wins & 7 nominations.","104 min","movie","http://ia.media-imdb.com/images/M/MV5BNjYyOTkyMzg2OV5BMl5BanBnXkFtZTcwODAxNjk3MQ@@._V1_SY264_CR0,0,178,264_.jpg","203,754","tt1068680"
"After serving as a bridesmaid 27 times, a young woman wrestles with the idea of standing by her sister's side as her sibling marries the man she's secretly in love with.","PG-13","True","English","27 Dresses","USA","Aline Brosh McKenna","47","6.0","Anne Fletcher","18 Jan 2008","Brian Kerwin, Charli Barcena, Peyton List, Jane Pfitsch","2008","Comedy, Romance","4 wins & 3 nominations.","111 min","movie","http://ia.media-imdb.com/images/M/MV5BMzI5OTM0OTg2MF5BMl5BanBnXkFtZTcwNjAyMTU1MQ@@._V1_SX300.jpg","83,810","tt0988595"
"A New York writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.","R","True","English","Sex and the City","USA","Michael Patrick King, Candace Bushnell (book), Darren Star (television series creator)","53","5.3","Michael Patrick King","30 May 2008","Sarah Jessica Parker, Kim Cattrall, Kristin Davis, Cynthia Nixon","2008","Comedy, Drama, Romance","1 win & 11 nominations.","145 min","movie","http://ia.media-imdb.com/images/M/MV5BMTYyMzYxMjM3OF5BMl5BanBnXkFtZTcwNjg2OTA3MQ@@._V1_SX178_.jpg","81,147","tt1000774"
"The animals try to fly back to New York City, but crash-land on an African wildlife refuge, where Alex is reunited with his parents.","PG","True","English, Italian","Madagascar: Escape 2 Africa","USA","Etan Cohen, Eric Darnell, Tom McGrath","61","6.7","Eric Darnell, Tom McGrath","07 Nov 2008","Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith","2008","Animation, Action, Adventure","3 wins & 8 nominations.","89 min","movie","http://ia.media-imdb.com/images/M/MV5BMjExMDA4NDcwMl5BMl5BanBnXkFtZTcwODAxNTQ3MQ@@._V1_SX300.jpg","91,577","tt0479952"
"A political consultant tries to explain his impending divorce and past relationships to his 11-year-old daughter.","PG-13","True","English","Definitely, Maybe","UK, USA, France","Adam Brooks","59","7.1","Adam Brooks","14 Feb 2008","Ryan Reynolds, An Nguyen, Matthew Mason, Rick Derby","2008","Comedy, Drama, Romance","1 nomination.","112 min","movie","http://ia.media-imdb.com/images/M/MV5BMTc1Mzc1ODMxMF5BMl5BanBnXkFtZTcwNDY1MzU1MQ@@._V1_SY264_CR6,0,178,264_.jpg","99,856","tt0832266"
"Post-WWII Germany: Nearly a decade after his affair with an older woman came to a mysterious end, law student Michael Berg re-encounters his former lover as she defends herself in a war-crime trial.","R","True","English, German, Greek, Latin","The Reader","USA, Germany","David Hare (screenplay), Bernhard Schlink (book)","58","7.6","Stephen Daldry","30 Jan 2009","Ralph Fiennes, Jeanette Hain, David Kross, Kate Winslet","2008","Drama, Romance","Won 1 Oscar. Another 16 wins & 33 nominations.","124 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM0NDQxNjA0N15BMl5BanBnXkFtZTcwNDUwMzcwMg@@._V1_SX300.jpg","143,042","tt0976051"
"Wild behavior forces a pair of energy drink reps to enroll in a Big Brother program.","R","True","English","Role Models","USA, Germany","Timothy Dowling (story), W. Blake Herron (story), Paul Rudd (screenplay), David Wain (screenplay), Ken Marino (screenplay)","60","6.9","David Wain","07 Nov 2008","Seann William Scott, Paul Rudd, Christopher Mintz-Plasse, Bobb'e J. Thompson","2008","Comedy","3 nominations.","99 min","movie","http://ia.media-imdb.com/images/M/MV5BMTg3MTk4NzQ0NV5BMl5BanBnXkFtZTcwNjM0OTc5MQ@@._V1_SX300.jpg","156,400","tt0430922"
"A dramatization of the 20 July assassination and political coup plot by desperate renegade German Army officers against Hitler during World War II.","PG-13","True","English, German","Valkyrie","USA, Germany","Christopher McQuarrie, Nathan Alexander","56","7.1","Bryan Singer","25 Dec 2008","Tom Cruise, Kenneth Branagh, Bill Nighy, Tom Wilkinson","2008","Drama, History, Thriller","2 wins & 8 nominations.","121 min","movie","http://ia.media-imdb.com/images/M/MV5BMTg3Njc2ODEyN15BMl5BanBnXkFtZTcwNTAwMzc3NA@@._V1_SX178_.jpg","132,161","tt0985699"
"A CIA agent on the ground in Jordan hunts down a powerful terrorist leader while being caught between the unclear intentions of his American supervisors and Jordon Intelligence.","R","True","English, Arabic","Body of Lies","USA, UK","William Monahan (screenplay), David Ignatius (novel)","57","7.1","Ridley Scott","10 Oct 2008","Leonardo DiCaprio, Russell Crowe, Mark Strong, Golshifteh Farahani","2008","Action, Drama, Thriller","2 nominations.","128 min","movie","http://ia.media-imdb.com/images/M/MV5BMTgzOTY3MTM0OV5BMl5BanBnXkFtZTcwNjc5MTI5MQ@@._V1_SX300.jpg","131,356","tt0758774"
"When Shelly, a Playboy bunny, is tossed out of the mansion, she has nowhere to go until she falls in with the sorority girls from Zeta Alpha Zeta. The members of the sorority - who also have got to be the seven most socially clueless women on the planet - are about to lose their house. They need a dose of what only the eternally bubbly Shelley can provide... but they will each learn on their own ...","PG-13","True","English","The House Bunny","USA","Karen McCullah, Kirsten Smith","55","5.4","Fred Wolf","22 Aug 2008","Anna Faris, Colin Hanks, Emma Stone, Kat Dennings","2008","Comedy, Romance","1 nomination.","97 min","movie","http://ia.media-imdb.com/images/M/MV5BODkxMDg0MjM2OF5BMl5BanBnXkFtZTcwMjc0NTU4MQ@@._V1_SX300.jpg","47,125","tt0852713"
"In London, a real-estate scam puts millions of pounds up for grabs, attracting some of the city's scrappiest tough guys and its more established underworld types, all of whom are looking to get rich quick. While the city's seasoned criminals vie for the cash, an unexpected player -- a drugged out rock 'n' roller presumed to be dead but very much alive -- has a multi-million dollar prize fall into...","R","True","English, Russian","RocknRolla","UK, USA","Guy Ritchie","53","7.3","Guy Ritchie","31 Oct 2008","Gerard Butler, Tom Wilkinson, Thandie Newton, Mark Strong","2008","Action, Crime, Thriller","2 wins & 4 nominations.","114 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQ0NTk5Mzk2OV5BMl5BanBnXkFtZTcwMDE3NTE4MQ@@._V1_SY264_CR0,0,178,264_.jpg","148,275","tt1032755"
"A disk containing the memoirs of a CIA agent ends up in the hands of two unscrupulous gym employees who attempt to sell it.","R","True","English","Burn After Reading","USA, UK, France","Joel Coen, Ethan Coen","63","7.0","Ethan Coen, Joel Coen","12 Sep 2008","George Clooney, Frances McDormand, Brad Pitt, John Malkovich","2008","Comedy, Crime, Drama","Nominated for 2 Golden Globes. Another 2 wins & 13 nominations.","96 min","movie","http://ia.media-imdb.com/images/M/MV5BMTczNjQxODE0N15BMl5BanBnXkFtZTcwMzIxMjc3MQ@@._V1_SX178_.jpg","187,947","tt0887883"
"A young girl discovers her father has an amazing talent to bring characters out of their books and must try to stop a freed villain from destroying them all, with the help of her father, her aunt, and a storybook's hero.","PG","True","English","Inkheart","Germany, UK, USA","David Lindsay-Abaire (screenplay), Cornelia Funke (novel)","N/A","6.0","Iain Softley","23 Jan 2009","Brendan Fraser, Sienna Guillory, Eliza Bennett, Richard Strange","2008","Adventure, Family, Fantasy","N/A","106 min","movie","http://ia.media-imdb.com/images/M/MV5BMTg5NTc2MDEwN15BMl5BanBnXkFtZTcwMTA5ODQ5MQ@@._V1_SY264_CR0,0,178,264_.jpg","44,896","tt0494238"
"In the Valley of Peace, Po the Panda finds himself chosen as the Dragon Warrior despite the fact that he is obese and a complete novice at martial arts.","PG","True","N/A","Kung Fu Panda","N/A","Jonathan Aibel (screenplay), Glenn Berger (screenplay), Ethan Reiff (story), Cyrus Voris (story)","73","7.6","Mark Osborne, John Stevenson","06 Jun 2008","Jack Black, Dustin Hoffman, Angelina Jolie, Ian McShane","2008","Animation, Action, Adventure","N/A","90 min","movie","http://ia.media-imdb.com/images/M/MV5BMTIxOTY1NjUyN15BMl5BanBnXkFtZTcwMjMxMDk1MQ@@._V1_SX178_.jpg","200,383","tt0441773"
"A man and a woman are compelled, for legal reasons, to live life as a couple for a limited period of time. At stake is a large amount of money.","PG-13","True","English, Serbo-Croatian","What Happens in Vegas","USA","Dana Fox","36","6.0","Tom Vaughan","09 May 2008","Cameron Diaz, Ashton Kutcher, Rob Corddry, Lake Bell","2008","Comedy, Romance","2 wins & 3 nominations.","99 min","movie","http://ia.media-imdb.com/images/M/MV5BMTIxNzMwOTU3OF5BMl5BanBnXkFtZTcwMzk0NTM2MQ@@._V1_SX300.jpg","104,567","tt1033643"
"Set during World War II, a story seen through the innocent eyes of Bruno, the eight-year-old son of the commandant at a concentration camp, whose forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.","PG-13","True","English","The Boy in the Striped Pajamas","UK, USA","John Boyne (novel), Mark Herman (screenplay)","55","7.8","Mark Herman","28 Nov 2008","Asa Butterfield, Zac Mattoon O'Brien, Domonkos NĂŠmeth, Henry Kingsmill","2008","Drama, History, War","2 wins & 5 nominations.","94 min","movie","http://ia.media-imdb.com/images/M/MV5BMTMzMTc3MjA5NF5BMl5BanBnXkFtZTcwOTk3MDE5MQ@@._V1_SX300.jpg","81,201","tt0914798"
"Ex-con Jensen Ames is forced by the warden of a notorious prison to compete in our post-industrial world's most popular sport: a car race in which inmates must brutalize and kill one another on the road to victory.","R","True","English","Death Race","USA, Germany, UK","Paul W.S. Anderson (screenplay), Robert Thom, Charles B. Griffith, Ib Melchior","43","6.3","Paul W.S. Anderson","22 Aug 2008","Jason Statham, Joan Allen, Ian McShane, Tyrese Gibson","2008","Action, Sci-Fi, Thriller","1 win & 4 nominations.","105 min","movie","http://ia.media-imdb.com/images/M/MV5BMTkwMDU1ODg5Ml5BMl5BanBnXkFtZTcwNjMzNjY3MQ@@._V1_SY264_CR0,0,178,264_.jpg","126,990","tt0452608"
"A teenager with teleportation abilities must suddenly finds himself in the middle of an ancient war between those like him and their sworn annihilators.","PG-13","True","English","Jumper","USA, Canada","David S. Goyer (screenplay), Jim Uhls (screenplay), Simon Kinberg (screenplay), Steven Gould (novel)","35","5.9","Doug Liman","14 Feb 2008","Hayden Christensen, Jamie Bell, Rachel Bilson, Diane Lane","2008","Action, Adventure, Sci-Fi","2 wins & 4 nominations.","88 min","movie","http://ia.media-imdb.com/images/M/MV5BMjEwOTkyOTI3M15BMl5BanBnXkFtZTcwNTQxMjU1MQ@@._V1_SY264_CR0,0,178,264_.jpg","180,711","tt0489099"
"A semi-biographical account of Yip Man, the first martial arts master to teach the Chinese martial art of Wing Chun.","R","True","N/A","Ip Man","N/A","Edmond Wong (screenplay), Chan Tai-Li","59","8.1","Wilson Yip","12 Dec 2008","Donnie Yen, Simon Yam, Ka Tung Lam, Siu-Wong Fan","2008","Action, Biography, Drama","N/A","106 min","movie","http://ia.media-imdb.com/images/M/MV5BMjE0NDUzMDcyOF5BMl5BanBnXkFtZTcwNzAxMTA2Mw@@._V1_SY264_CR2,0,178,264_.jpg","92,157","tt1220719"
