"Plot","Rated","Response","Language","Title","Country","Writer","Metascore","imdbRating","Director","Released","Actors","Year","Genre","Awards","Runtime","Type","Poster","imdbVotes","imdbID"
"A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world.","PG","True","English, French","The Incredibles","USA","Brad Bird","90","8.0","Brad Bird","05 Nov 2004","Craig T. Nelson, Holly Hunter, Samuel L. Jackson, Jason Lee","2004","Animation, Action, Adventure","Won 2 Oscars. Another 41 wins & 37 nominations.","115 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY5OTU0OTc2NV5BMl5BanBnXkFtZTcwMzU4MDcyMQ@@._V1_SX300.jpg","325,864","tt0317705"
"A biopic depicting the early years of legendary director and aviator Howard Hughes' career, from the late 1920s to the mid-1940s.","PG-13","True","English","The Aviator","USA, Germany","John Logan","77","7.5","Martin Scorsese","25 Dec 2004","Leonardo DiCaprio, Cate Blanchett, Kate Beckinsale, John C. Reilly","2004","Biography, Drama","Won 5 Oscars. Another 55 wins & 70 nominations.","170 min","movie","http://ia.media-imdb.com/images/M/MV5BMTUxMjQ5NzgyOF5BMl5BanBnXkFtZTcwNDg0ODYyMQ@@._V1_SY264_CR0,0,178,264_.jpg","187,517","tt0338751"
"A man decides to turn his moribund life around by winning back his ex-girlfriend, reconciling his relationship with his mother, and dealing with an entire community that has returned from the dead to eat the living.","R","True","English","Shaun of the Dead","UK, France, USA","Simon Pegg, Edgar Wright","76","8.0","Edgar Wright","24 Sep 2004","Simon Pegg, Kate Ashfield, Nick Frost, Lucy Davis","2004","Comedy, Horror","11 wins & 16 nominations.","99 min","movie","http://ia.media-imdb.com/images/M/MV5BMTU2NjA0NDk0NV5BMl5BanBnXkFtZTcwOTA0OTQzMw@@._V1_SX300.jpg","287,553","tt0365748"
"A group of misfits enter a Las Vegas dodgeball tournament in order to save their cherished local gym from the onslaught of a corporate health fitness chain.","PG-13","True","English, German","Dodgeball: A True Underdog Story","USA, Germany","Rawson Marshall Thurber","55","6.7","Rawson Marshall Thurber","18 Jun 2004","Vince Vaughn, Christine Taylor, Ben Stiller, Rip Torn","2004","Comedy, Sport","2 wins & 5 nominations.","92 min","movie","http://ia.media-imdb.com/images/M/MV5BMTIwMzE2MjM4MV5BMl5BanBnXkFtZTYwNjA1OTY3._V1_SX300.jpg","133,116","tt0364725"
"5 years after Pitch Black, the wanted criminal Riddick arrives on a planet called Helion Prime, and finds himself up against an invading empire called the Necromongers, an army that plans to convert or kill all humans in the universe.","PG-13","True","English","The Chronicles of Riddick","USA","Jim Wheat (characters), Ken Wheat (characters), David Twohy","38","6.6","David Twohy","11 Jun 2004","Vin Diesel, Colm Feore, Thandie Newton, Judi Dench","2004","Action, Adventure, Sci-Fi","3 nominations.","119 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM0ODA0NDU5N15BMl5BanBnXkFtZTYwMzkzMTk2._V1_SX178_.jpg","141,731","tt0296572"
"In Mexico City, a former assassin swears vengeance on those who committed an unspeakable act against the family he was hired to protect.","R","True","English, Spanish","Man on Fire","USA, UK","A.J. Quinnell (novel), Brian Helgeland (screenplay)","47","7.7","Tony Scott","23 Apr 2004","Denzel Washington, Dakota Fanning, Radha Mitchell, Christopher Walken","2004","Action, Crime, Drama","1 win & 6 nominations.","146 min","movie","http://ia.media-imdb.com/images/M/MV5BMTc3MDc1MTAwMV5BMl5BanBnXkFtZTcwMDY0MTIzMw@@._V1_SX300.jpg","195,857","tt0328107"
"On Christmas Eve, a doubting boy boards a magical train that's headed to the North Pole and Santa Claus' home.","TV-PG","True","English","The Polar Express","USA","Chris Van Allsburg (book), Robert Zemeckis (screenplay), William Broyles Jr. (screenplay)","61","6.6","Robert Zemeckis","10 Nov 2004","Tom Hanks, Leslie Zemeckis, Eddie Deezen, Nona Gaye","2004","Animation, Adventure, Family","Nominated for 3 Oscars. Another 5 wins & 14 nominations.","100 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM1NTU0NTE4MV5BMl5BanBnXkFtZTcwMTQ0MjEzMw@@._V1_SX300.jpg","83,813","tt0338348"
"A teenager's dreams come true when a former porn star moves in next door and they fall in love.","R","True","English","The Girl Next Door","USA","David Wagner (story), Brent Goldberg (story), Stuart Blumberg (screenplay)","47","6.8","Luke Greenfield","09 Apr 2004","Emile Hirsch, Elisha Cuthbert, Timothy Olyphant, James Remar","2004","Comedy, Drama, Romance","4 nominations.","108 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQ0ODIyMzE1N15BMl5BanBnXkFtZTcwODEwODczMw@@._V1_SX300.jpg","136,253","tt0265208"
"A young man blocks out harmful memories of significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life.","R","True","English","The Butterfly Effect","USA, Canada","J. Mackye Gruber, Eric Bress","30","7.7","Eric Bress, J. Mackye Gruber","23 Jan 2004","Ashton Kutcher, Melora Walters, Amy Smart, Elden Henson","2004","Sci-Fi, Thriller","1 win & 4 nominations.","113 min","movie","http://ia.media-imdb.com/images/M/MV5BMTI1ODkxNzg2N15BMl5BanBnXkFtZTYwMzQ2MTg2._V1_SY264_CR0,0,178,264_.jpg","256,988","tt0289879"
"A demystified take on the tale of King Arthur and the Knights of the Round Table.","R","True","English, Latin, Irish, Welsh, Scottish Gaelic","King Arthur","USA, UK, Ireland","David Franzoni","46","6.2","Antoine Fuqua","07 Jul 2004","Clive Owen, Ioan Gruffudd, Mads Mikkelsen, Joel Edgerton","2004","Action, Adventure, Drama","4 wins & 7 nominations.","126 min","movie","http://ia.media-imdb.com/images/M/MV5BMTk4MTk1NjI0OV5BMl5BanBnXkFtZTcwNDQxOTUyMQ@@._V1_SX300.jpg","103,233","tt0349683"
"Henry Roth is a man afraid of commitment up until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams, until he discovers she has short-term memory loss and forgets him the very next day.","PG-13","True","English, Hawaiian, Mandarin, Turkish","50 First Dates","USA","George Wing","48","6.8","Peter Segal","13 Feb 2004","Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin","2004","Comedy, Romance","6 wins & 9 nominations.","99 min","movie","http://ia.media-imdb.com/images/M/MV5BMjAwMzc4MDgxNF5BMl5BanBnXkFtZTYwNjUwMzE3._V1_SX300.jpg","195,409","tt0343660"
"A determined woman works with a hardened boxing trainer to become a professional.","PG-13","True","English, Irish","Million Dollar Baby","USA","Paul Haggis (screenplay), F.X. Toole (stories)","86","8.1","Clint Eastwood","28 Jan 2005","Clint Eastwood, Hilary Swank, Morgan Freeman, Jay Baruchel","2004","Drama, Sport","Won 4 Oscars. Another 57 wins & 34 nominations.","132 min","movie","http://ia.media-imdb.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_SY264_CR0,0,178,264_.jpg","315,099","tt0405159"
"A disfigured musical genius, hidden away in the Paris Opera House, terrorizes the opera company for the unwitting benefit of a young protégée whom he trains and loves.","PG-13","True","English, Italian","The Phantom of the Opera","UK, USA","Gaston Leroux (novel), Andrew Lloyd Webber (book), Joel Schumacher (screenplay)","40","7.2","Joel Schumacher","21 Jan 2005","Gerard Butler, Emmy Rossum, Patrick Wilson, Miranda Richardson","2004","Drama, Musical, Romance","Nominated for 3 Oscars. Another 6 wins & 27 nominations.","143 min","movie","http://ia.media-imdb.com/images/M/MV5BNDczNzg4OTM3MV5BMl5BanBnXkFtZTcwOTQzMTEzMw@@._V1_SX300.jpg","76,092","tt0293508"
"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.","R","True","English, Persian, Spanish, Mandarin, Korean","Crash","USA, Germany","Paul Haggis (story), Robert Moresco (screenplay)","69","7.9","Paul Haggis","06 May 2005","Karina Arroyave, Dato Bakhtadze, Sandra Bullock, Don Cheadle","2004","Drama","Won 3 Oscars. Another 52 wins & 74 nominations.","112 min","movie","http://ia.media-imdb.com/images/M/MV5BOTk1OTA1MjIyNV5BMl5BanBnXkFtZTcwODQxMTkyMQ@@._V1_SX300.jpg","296,003","tt0375679"
"Dumped by his girlfriend, a high school grad decides to embark on an overseas adventure in Europe with his friends.","R","True","English, French, German, Italian, Japanese","EuroTrip","USA","Alec Berg, David Mandel, Jeff Schaffer","45","6.6","Jeff Schaffer, Alec Berg, David Mandel","20 Feb 2004","Scott Mechlowicz, Jacob Pitts, Kristin Kreuk, Cathy Meils","2004","Adventure, Comedy","2 nominations.","93 min","movie","http://ia.media-imdb.com/images/M/MV5BMTIxNjcxMDUxN15BMl5BanBnXkFtZTYwNjAxNTM3._V1_SX300.jpg","125,396","tt0356150"
"Two disgraced FBI agents go way undercover in an effort to protect hotel heiresses the Wilson Sisters from a kidnapping plot.","PG-13","True","English","White Chicks","USA","Keenen Ivory Wayans (screenplay), Shawn Wayans (screenplay), Marlon Wayans (screenplay), Andrew McElfresh (screenplay), Michael Anthony Snowden (screenplay), Xavier Cook (screenplay)","41","5.2","Keenen Ivory Wayans","23 Jun 2004","Shawn Wayans, Marlon Wayans, Jaime King, Frankie Faison","2004","Crime, Comedy","2 wins & 8 nominations.","109 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY3OTg2OTM3OV5BMl5BanBnXkFtZTYwNzY5OTA3._V1_SX300.jpg","70,493","tt0381707"
"The population of a small, isolated countryside village believe that their alliance with the mysterious creatures that inhabit the forest around them is coming to an end.","PG-13","True","N/A","The Village","N/A","M. Night Shyamalan","44","6.5","M. Night Shyamalan","30 Jul 2004","Bryce Dallas Howard, Joaquin Phoenix, Adrien Brody, William Hurt","2004","Drama, Mystery, Thriller","N/A","108 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM1NTEzODQ1NV5BMl5BanBnXkFtZTcwNDUyMDYyMQ@@._V1_SY264_CR0,0,178,264_.jpg","151,665","tt0368447"
"A 13 year old girl plays a game on her 13th birthday and wakes up the next day as a 30 year old woman.","PG-13","True","English, Portuguese","13 Going on 30","USA","Josh Goldsmith, Cathy Yuspa","57","6.0","Gary Winick","23 Apr 2004","Jennifer Garner, Mark Ruffalo, Judy Greer, Andy Serkis","2004","Comedy, Fantasy, Romance","11 nominations.","98 min","movie","http://ia.media-imdb.com/images/M/MV5BMjA1MTI3ODEwNF5BMl5BanBnXkFtZTcwOTA4NDUyMQ@@._V1_SY264_CR5,0,178,264_.jpg","81,649","tt0337563"
"Alexander, the King of Macedonia and one of the greatest military leaders in the history of warfare, conquers much of the known world.","R","True","English","Alexander","Germany, USA, Netherlands, France, UK, Italy","Oliver Stone, Christopher Kyle, Laeta Kalogridis","39","5.4","Oliver Stone","24 Nov 2004","Colin Farrell, Angelina Jolie, Val Kilmer, Anthony Hopkins","2004","Action, Adventure, Biography","2 wins & 9 nominations.","175 min","movie","http://ia.media-imdb.com/images/M/MV5BMTA1NDQ3OTY2NDVeQTJeQWpwZ15BbWU3MDI5MDc0MzM@._V1_SY264_CR0,0,178,264_.jpg","110,374","tt0346491"
"A film detailing the final hours and crucifixion of Jesus Christ.","R","True","Aramaic, Latin, Hebrew","The Passion of the Christ","USA","Benedict Fitzgerald (screenplay), Mel Gibson (screenplay)","47","7.1","Mel Gibson","25 Feb 2004","Jim Caviezel, Maia Morgenstern, Christo Jivkov, Francesco De Vito","2004","Drama","Nominated for 3 Oscars. Another 22 wins & 10 nominations.","127 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY2NDY5NDAwMV5BMl5BanBnXkFtZTcwMTcwMDUyMQ@@._V1_SX300.jpg","147,457","tt0335345"
"When Jason Bourne is framed for a botched CIA operation he is forced to take up his former life as a trained assassin to survive.","PG-13","True","English, Russian, German, Italian","The Bourne Supremacy","USA, Germany","Robert Ludlum (novel), Tony Gilroy (screenplay)","73","7.7","Paul Greengrass","23 Jul 2004","Matt Damon, Franka Potente, Brian Cox, Julia Stiles","2004","Action, Crime, Thriller","5 wins & 19 nominations.","108 min","movie","http://ia.media-imdb.com/images/M/MV5BMTAxODk0MjEyMjZeQTJeQWpwZ15BbWU2MDgzMzExNw@@._V1_SX300.jpg","245,034","tt0372183"
"Now settled in Genovia, Princess Mia faces a new revelation: she's being primed for an arranged marriage to a English suitor.","G","True","English","The Princess Diaries 2: Royal Engagement","USA","Meg Cabot (characters), Gina Wendkos (story), Shonda Rhimes (story)","43","5.4","Garry Marshall","11 Aug 2004","Anne Hathaway, Julie Andrews, Hector Elizondo, John Rhys-Davies","2004","Comedy, Drama, Family","1 win & 2 nominations.","113 min","movie","http://ia.media-imdb.com/images/M/MV5BMjU1ODc0MDQ5Nl5BMl5BanBnXkFtZTcwOTQyMzYyMQ@@._V1_SX300.jpg","32,928","tt0368933"
"Jack Hall, paleoclimatologist for NORAD, must make a daring trek across America to reach his son, trapped in the cross-hairs of a sudden international storm which plunges the planet into a new Ice Age.","PG-13","True","English, Japanese, French, Arabic, Spanish","The Day After Tomorrow","USA","Roland Emmerich (story), Jeffrey Nachmanoff (screenplay)","47","6.3","Roland Emmerich","28 May 2004","Dennis Quaid, Jake Gyllenhaal, Emmy Rossum, Dash Mihok","2004","Action, Adventure, Sci-Fi","Won 1 BAFTA Film Award. Another 4 wins & 8 nominations.","124 min","movie","http://ia.media-imdb.com/images/M/MV5BMTU1NTA3NzMwOV5BMl5BanBnXkFtZTcwNzEzMTEzMw@@._V1_SX178_.jpg","234,562","tt0319262"
"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.","R","True","N/A","Downfall","N/A","Bernd Eichinger (screenplay), Joachim Fest (book), Traudl Junge (book), Melissa M端ller (book)","82","8.3","Oliver Hirschbiegel","16 Sep 2004","Bruno Ganz, Alexandra Maria Lara, Corinna Harfouch, Ulrich Matthes","2004","Biography, Drama, History","N/A","156 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM1OTI1MjE2Nl5BMl5BanBnXkFtZTcwMTEwMzc4NA@@._V1_SY264_CR0,0,178,264_.jpg","174,002","tt0363163"
"Daniel Ocean recruits one more team member so he can pull off three major European heists in this sequel to Ocean's 11.","PG-13","True","English, Dutch, French, Italian, Mandarin","Ocean's Twelve","USA","George Nolfi, George Clayton Johnson (characters), Jack Golden Russell (characters)","58","6.3","Steven Soderbergh","10 Dec 2004","Brad Pitt, Catherine Zeta-Jones, George Clooney, Ed Kross","2004","Crime, Thriller","2 wins & 8 nominations.","125 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQ3NTIyMzczMF5BMl5BanBnXkFtZTYwMjgzNTg2._V1_SY264_CR0,0,178,264_.jpg","202,615","tt0349903"
"A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school, while he must deal with his bizarre family life back home.","PG","True","English","Napoleon Dynamite","USA","Jared Hess, Jerusha Hess","64","6.8","Jared Hess","27 Aug 2004","Jon Heder, Jon Gries, Aaron Ruell, Efren Ramirez","2004","Comedy","10 wins & 18 nominations.","82 min","movie","http://ia.media-imdb.com/images/M/MV5BNjYwNTA3MDIyMl5BMl5BanBnXkFtZTYwMjIxNjA3._V1_SX300.jpg","126,918","tt0374900"
"Peter Parker is beset with troubles in his failing personal life as he battles a brilliant scientist named Doctor Otto Octavius.","PG-13","True","English, Russian, Chinese","Spider-Man 2","USA","Stan Lee (comic book), Steve Ditko (comic book), Alfred Gough (screen story), Miles Millar (screen story), Michael Chabon (screen story), Alvin Sargent (screenplay)","83","7.4","Sam Raimi","30 Jun 2004","Tobey Maguire, Kirsten Dunst, James Franco, Alfred Molina","2004","Action, Adventure, Fantasy","Won 1 Oscar. Another 16 wins & 39 nominations.","127 min","movie","http://ia.media-imdb.com/images/M/MV5BMjE1ODcyODYxMl5BMl5BanBnXkFtZTcwNjA1NDE3MQ@@._V1_SX300.jpg","265,697","tt0316654"
"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.","R","True","English, French","Before Sunset","USA","Richard Linklater (screenplay), Julie Delpy (screenplay), Ethan Hawke (screenplay), Kim Krizan (story)","90","8.0","Richard Linklater","17 Jun 2004","Ethan Hawke, Julie Delpy, Vernon Dobtcheff, Louise Lemoine Torres","2004","Drama, Romance","Nominated for 1 Oscar. Another 8 wins & 12 nominations.","80 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQ1MjAwNTM5Ml5BMl5BanBnXkFtZTYwNDM0MTc3._V1_SX300.jpg","105,256","tt0381681"
"With a dead body lying between them, two men wake up in the secure lair of a serial killer who's been nicknamed ""Jigsaw"". The men must follow various rules and objectives if they wish to survive and win the deadly game set for them.","R","True","English","Saw","USA, Australia","Leigh Whannell, James Wan (story)","46","7.7","James Wan","29 Oct 2004","Leigh Whannell, Cary Elwes, Danny Glover, Ken Leung","2004","Crime, Horror, Mystery","5 wins & 8 nominations.","103 min","movie","http://ia.media-imdb.com/images/M/MV5BMjE4MDYzNDE1OV5BMl5BanBnXkFtZTcwNDY2OTYwNA@@._V1_SY264_CR0,0,178,264_.jpg","219,275","tt0387564"
"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd and the treacherous, one-eyed Elle.","R","True","English, Cantonese, Mandarin, Spanish","Kill Bill: Vol. 2","USA","Quentin Tarantino, Quentin Tarantino (character The Bride), Uma Thurman (character The Bride)","83","8.0","Quentin Tarantino","16 Apr 2004","Vivica A. Fox, Ambrosia Kelley, Michael Parks, James Parks","2004","Action, Crime, Thriller","Nominated for 2 Golden Globes. Another 11 wins & 39 nominations.","137 min","movie","http://ia.media-imdb.com/images/M/MV5BMTIwNzQ3MDIxMV5BMl5BanBnXkFtZTcwMDIxMzUyMQ@@._V1_SX300.jpg","370,764","tt0378194"
"A nurse, a policeman, a young married couple, a salesman, and other survivors of a worldwide plague that is producing aggressive, flesh-eating zombies, take refuge in a mega Midwestern shopping mall.","R","True","English","Dawn of the Dead","USA, Canada, Japan, France","George A. Romero, James Gunn (screenplay)","58","7.4","Zack Snyder","19 Mar 2004","Sarah Polley, Ving Rhames, Jake Weber, Mekhi Phifer","2004","Action, Horror, Sci-Fi","5 wins & 6 nominations.","101 min","movie","http://ia.media-imdb.com/images/M/MV5BMTI4OTU2NjY5OF5BMl5BanBnXkFtZTYwOTQ2Mzg3._V1_SX178_.jpg","148,462","tt0363547"
"A demon, raised from infancy after being conjured by and rescued from the Nazis, grows up to become a defender against the forces of darkness.","PG-13","True","English, Russian","Hellboy","USA","Guillermo del Toro (screenplay), Peter Briggs (screen story), Mike Mignola (comic books)","72","6.8","Guillermo del Toro","02 Apr 2004","Ron Perlman, John Hurt, Selma Blair, Rupert Evans","2004","Action, Adventure, Fantasy","8 wins & 8 nominations.","122 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY3MDM0ODA3M15BMl5BanBnXkFtZTYwNDQyMzc2._V1_SX300.jpg","186,866","tt0167190"
"The notorious monster hunter is sent to Transylvania to stop Count Dracula who is using Dr. Frankenstein's research and a werewolf for some sinister purpose.","PG-13","True","N/A","Van Helsing","N/A","Stephen Sommers","35","5.8","Stephen Sommers","07 May 2004","Hugh Jackman, Kate Beckinsale, Richard Roxburgh, David Wenham","2004","Action, Adventure, Fantasy","N/A","131 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY0NjcyOTUxNV5BMl5BanBnXkFtZTYwNjMxNjc2._V1_SY264_CR2,0,178,264_.jpg","136,466","tt0338526"
"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking home.","PG","True","Japanese","Howl's Moving Castle","Japan","Hayao Miyazaki (screenplay), Diana Wynne Jones (novel)","80","8.2","Hayao Miyazaki","17 Jun 2005","Chieko Baish么, Takuya Kimura, Akihiro Miwa, Tatsuya Gash没in","2004","Animation, Adventure, Family","Nominated for 1 Oscar. Another 9 wins & 14 nominations.","119 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY1OTg0MjE3MV5BMl5BanBnXkFtZTcwNTUxMTkyMQ@@._V1_SY264_CR0,0,178,264_.jpg","126,946","tt0347149"
"An Asian-American office worker and his Indian-American stoner friend embark on a quest to satisfy their desire for White Castle burgers.","R","True","N/A","Harold & Kumar Go to White Castle","N/A","Jon Hurwitz, Hayden Schlossberg","64","7.1","Danny Leiner","30 Jul 2004","John Cho, Ethan Embry, Robert Tinkler, Fred Willard","2004","Adventure, Comedy","N/A","88 min","movie","http://ia.media-imdb.com/images/M/MV5BNDQyMTg3Mzk4MV5BMl5BanBnXkFtZTcwMDM4NzUyMQ@@._V1_SX178_.jpg","124,064","tt0366551"
"Blade, now a wanted man by the FBI, must join forces with the Nightstalkers to face his most challenging enemy yet: Dracula","R","True","English, Esperanto","Blade: Trinity","USA","David S. Goyer, Marv Wolfman (character), Gene Colan (character)","38","5.8","David S. Goyer","08 Dec 2004","Wesley Snipes, Kris Kristofferson, Dominic Purcell, Jessica Biel","2004","Action, Adventure, Fantasy","1 nomination.","113 min","movie","http://ia.media-imdb.com/images/M/MV5BMTc3Nzk1MTYyMV5BMl5BanBnXkFtZTcwNzQyMzYyMQ@@._V1_SY264_CR0,0,178,264_.jpg","96,008","tt0359013"
"A historian races to find the legendary Templar Treasure before a team of mercenaries.","PG","True","English, Spanish","National Treasure","USA","Jim Kouf (screenplay), Cormac Wibberley (screenplay), Marianne Wibberley (screenplay), Oren Aviv (story), Charles Segars (story)","39","6.8","Jon Turteltaub","19 Nov 2004","Nicolas Cage, Diane Kruger, Justin Bartha, Sean Bean","2004","Action, Adventure, Mystery","1 win & 8 nominations.","131 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY3NTc4OTYxMF5BMl5BanBnXkFtZTcwMjk5NzUyMw@@._V1_SY264_CR0,0,178,264_.jpg","190,783","tt0368891"
