"Plot","Rated","Response","Language","Title","Country","Writer","Metascore","imdbRating","Director","Released","Actors","Year","Genre","Awards","Runtime","Type","Poster","imdbVotes","imdbID"
"As Harry races against time and evil to destroy the Horcruxes, he uncovers the existence of three most powerful objects in the wizarding world: the Deathly Hallows.","PG-13","True","English","Harry Potter and the Deathly Hallows: Part 1","UK, USA","Steve Kloves (screenplay), J.K. Rowling (novel)","65","7.6","David Yates","19 Nov 2010","Bill Nighy, Emma Watson, Richard Griffiths, Harry Melling","2010","Adventure, Family, Fantasy","Nominated for 2 Oscars. Another 10 wins & 39 nominations.","146 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQ2OTE1Mjk0N15BMl5BanBnXkFtZTcwODE3MDAwNA@@._V1_SY264_CR0,0,178,264_.jpg","221,217","tt0926084"
"19-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror.","PG","True","N/A","Alice in Wonderland","N/A","Linda Woolverton, Lewis Carroll","N/A","6.5","Tim Burton","05 Mar 2010","Mia Wasikowska, Johnny Depp, Helena Bonham Carter, Anne Hathaway","2010","Adventure, Family, Fantasy","N/A","1 h 48 min","movie","http://ia.media-imdb.com/images/M/MV5BMTMwNjAxMTc0Nl5BMl5BanBnXkFtZTcwODc3ODk5Mg@@._V1_SX300.jpg","217,000","tt1014759"
"Drama set in 1954, U.S. Marshal Teddy Daniels is investigating the disappearance of a murderess who escaped from a hospital for the criminally insane and is presumed to be hiding nearby.","R","True","N/A","Shutter Island","N/A","Laeta Kalogridis (screenplay), Dennis Lehane (novel)","63","8.0","Martin Scorsese","19 Feb 2010","Leonardo DiCaprio, Mark Ruffalo, Ben Kingsley, Max von Sydow","2010","Drama, Mystery, Thriller","N/A","138 min","movie","http://ia.media-imdb.com/images/M/MV5BMTMxMTIyNzMxMV5BMl5BanBnXkFtZTcwOTc4OTI3Mg@@._V1_SX178_.jpg","456,346","tt1130884"
"A look at the early years of boxer ""Irish"" Micky Ward and his brother who helped train him before going pro in the mid 1980s.","R","True","English","The Fighter","USA","Scott Silver (screenplay), Paul Tamasy (screenplay), Eric Johnson (screenplay), Keith Dorrington (story)","79","7.9","David O. Russell","17 Dec 2010","Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo","2010","Biography, Drama, Sport","Won 2 Oscars. Another 42 wins & 55 nominations.","116 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM0ODk3MjM1MV5BMl5BanBnXkFtZTcwNzc1MDIwNA@@._V1_SX300.jpg","190,771","tt0964517"
"Tony Stark has declared himself Iron Man and installed world peace... or so he thinks. He soon realizes that not only is there a mad man out to kill him with his own technology, but there's something more: he is dying.","PG-13","True","English, French, Russian","Iron Man 2","USA","Justin Theroux (screenplay), Stan Lee (Marvel comic book), Don Heck (Marvel comic book), Larry Lieber (Marvel comic book), Jack Kirby (Marvel comic book)","57","7.0","Jon Favreau, Kenneth Branagh","07 May 2010","Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Scarlett Johansson","2010","Action, Adventure, Sci-Fi","Nominated for 1 Oscar. Another 3 wins & 24 nominations.","124 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM0MDgwNjMyMl5BMl5BanBnXkFtZTcwNTg3NzAzMw@@._V1_SX300.jpg","319,040","tt1228705"
"When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.","PG-13","True","English, Russian","Red","USA","Jon Hoeber (screenplay), Erich Hoeber (screenplay), Warren Ellis (graphic novel), Cully Hamner (graphic novel)","60","7.0","Robert Schwentke","15 Oct 2010","Bruce Willis, Mary-Louise Parker, Karl Urban, Rebecca Pidgeon","2010","Action, Comedy, Crime","Nominated for 1 Golden Globe. Another 1 win & 8 nominations.","111 min","movie","http://ia.media-imdb.com/images/M/MV5BMzg2Mjg1OTk0NF5BMl5BanBnXkFtZTcwMjQ4MTA3Mw@@._V1_SX300.jpg","174,077","tt1245526"
"The story of three friends who are tragically born to lead short lives, and the love triangle that forms between them in their brief time together.","R","True","English","Never Let Me Go","UK, USA","Kazuo Ishiguro (novel), Alex Garland (screenplay)","69","7.2","Mark Romanek","11 Feb 2011","Carey Mulligan, Andrew Garfield, Izzy Meikle-Small, Charlie Rowe","2010","Drama, Romance, Sci-Fi","6 wins & 22 nominations.","103 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM3NDQ1MjE2OF5BMl5BanBnXkFtZTcwNDIxNTk2Mw@@._V1_SX300.jpg","76,546","tt1334260"
"A small-town girl ventures to Los Angeles and finds her place in a neo-burlesque club run by a former dancer.","PG-13","True","English","Burlesque","USA","Steve Antin","47","6.2","Steve Antin","24 Nov 2010","Cher, Christina Aguilera, Eric Dane, Cam Gigandet","2010","Drama, Musical, Romance","Won 1 Golden Globe. Another 3 wins & 11 nominations.","119 min","movie","http://ia.media-imdb.com/images/M/MV5BMTc4MzEyODI0Ml5BMl5BanBnXkFtZTcwNjIyNDQ4Mw@@._V1_SX300.jpg","43,819","tt1126591"
"An unflinching Ozark Mountain girl hacks through dangerous social terrain as she hunts down her drug-dealing father while trying to keep her family intact.","R","True","English","Winter's Bone","USA","Debra Granik (screenplay), Anne Rosellini (screenplay), Daniel Woodrell (novel)","90","7.2","Debra Granik","17 Sep 2010","Jennifer Lawrence, Isaiah Stone, Ashlee Thompson, Valerie Richards","2010","Drama","Nominated for 4 Oscars. Another 49 wins & 61 nominations.","100 min","movie","http://ia.media-imdb.com/images/M/MV5BMjA0OTM3MDMxNF5BMl5BanBnXkFtZTcwMDY1MjI0Mw@@._V1_SX300.jpg","84,662","tt1399683"
"Scott Pilgrim must defeat his new girlfriend's seven evil exes in order to win her heart.","PG-13","True","English","Scott Pilgrim vs. the World","USA, UK, Canada, Japan","Michael Bacall (screenplay), Edgar Wright (screenplay), Bryan Lee O'Malley (Oni Press graphic novels)","69","7.5","Edgar Wright","13 Aug 2010","Michael Cera, Alison Pill, Mark Webber, Johnny Simmons","2010","Action, Comedy, Fantasy","6 wins & 22 nominations.","112 min","movie","http://ia.media-imdb.com/images/M/MV5BMTkwNTczNTMyOF5BMl5BanBnXkFtZTcwNzUxOTUyMw@@._V1_SY264_CR0,0,178,264_.jpg","191,271","tt0446029"
"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.","G","True","English, Spanish","Toy Story 3","USA","John Lasseter (story), Andrew Stanton (story), Lee Unkrich (story), Michael Arndt (screenplay)","92","8.5","Lee Unkrich","18 Jun 2010","Tom Hanks, Tim Allen, Joan Cusack, Ned Beatty","2010","Animation, Adventure, Comedy","Won 2 Oscars. Another 36 wins & 44 nominations.","103 min","movie","http://ia.media-imdb.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_SX300.jpg","339,706","tt0435761"
"The story of King George VI of the United Kingdom of Great Britain and Northern Ireland, his impromptu ascension to the throne and the speech therapist who helped the unsure monarch become worthy of it.","R","True","English","The King's Speech","UK, USA, Australia","David Seidler (screenplay)","88","8.1","Tom Hooper","24 Dec 2010","Colin Firth, Helena Bonham Carter, Derek Jacobi, Robert Portal","2010","Biography, Drama, History","Won 4 Oscars. Another 86 wins & 103 nominations.","118 min","movie","http://ia.media-imdb.com/images/M/MV5BMzU5MjEwMTg2Nl5BMl5BanBnXkFtZTcwNzM3MTYxNA@@._V1_SX300.jpg","308,438","tt1504320"
"Intertwining couples and singles in Los Angeles break-up and make-up based on the pressures and expectations of Valentine's Day.","PG-13","True","English","Valentine's Day","USA","Katherine Fugate (screenplay), Abby Kohn (story), Marc Silverstein (story)","34","5.7","Garry Marshall","12 Feb 2010","Jessica Alba, Kathy Bates, Jessica Biel, Bradley Cooper","2010","Comedy, Romance","6 wins & 11 nominations.","125 min","movie","http://ia.media-imdb.com/images/M/MV5BMTk3MTIwNDIxNF5BMl5BanBnXkFtZTcwMDMyMzcwMw@@._V1_SX178_.jpg","69,976","tt0817230"
"The story follows the adventures of Aang, a young successor to a long line of Avatars, who must put his childhood ways aside and stop the Fire Nation from enslaving the Water, Earth and Air nations.","PG","True","English","The Last Airbender","USA","M. Night Shyamalan","20","4.4","M. Night Shyamalan","01 Jul 2010","Noah Ringer, Dev Patel, Nicola Peltz, Jackson Rathbone","2010","Action, Adventure, Family","6 wins & 8 nominations.","103 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM1NjE0NDA0MV5BMl5BanBnXkFtZTcwODE4NDg1Mw@@._V1_SX300.jpg","85,961","tt0938283"
"Lucy and Edmund Pevensie return to Narnia with their cousin Eustace where they meet up with Prince Caspian for a trip across the sea aboard the royal ship The Dawn Treader. Along the way they encounter dragons, dwarves, merfolk, and a band of lost warriors before reaching the edge of the world.","PG","True","N/A","The Chronicles of Narnia: The Voyage of the Dawn Treader","N/A","Christopher Markus (screenplay), Stephen McFeely (screenplay), Michael Petroni (screenplay), C.S. Lewis (novel)","53","6.3","Michael Apted","10 Dec 2010","Georgie Henley, Skandar Keynes, Ben Barnes, Will Poulter","2010","Adventure, Family, Fantasy","N/A","113 min","movie","http://ia.media-imdb.com/images/M/MV5BNjQ2MDQzMzExNl5BMl5BanBnXkFtZTcwMTYzOTc5Mw@@._V1_SX178_.jpg","69,469","tt0980970"
"Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, but is later sued by two brothers who claimed he stole their idea, and the cofounder who was later squeezed out of the business.","PG-13","True","English, French","The Social Network","USA","Aaron Sorkin (screenplay), Ben Mezrich (book)","95","7.8","David Fincher","01 Oct 2010","Jesse Eisenberg, Rooney Mara, Bryan Barter, Dustin Fitzsimons","2010","Biography, Drama","Won 3 Oscars. Another 102 wins & 86 nominations.","120 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM2ODk0NDAwMF5BMl5BanBnXkFtZTcwNTM1MDc2Mw@@._V1_SX300.jpg","320,570","tt1285016"
"As he plans his next job, a longtime thief tries to balance his feelings for a bank manager connected to one of his earlier heists, as well as the FBI agent looking to bring him and his crew down.","R","True","English","The Town","USA","Peter Craig (screenplay), Ben Affleck (screenplay), Aaron Stockard (screenplay), Chuck Hogan (novel)","74","7.6","Ben Affleck","17 Sep 2010","Ben Affleck, Rebecca Hall, Jon Hamm, Jeremy Renner","2010","Crime, Drama, Thriller","Nominated for 1 Oscar. Another 9 wins & 24 nominations.","125 min","movie","http://ia.media-imdb.com/images/M/MV5BMTcyNzcxODg3Nl5BMl5BanBnXkFtZTcwMTUyNjQ3Mw@@._V1_SY264_CR0,0,178,264_.jpg","210,486","tt0840361"
"The film centers on a contemporary married couple, charting their evolution over a span of years by cross-cutting between time periods.","NC-17","True","English","Blue Valentine","USA","Derek Cianfrance, Joey Curtis, Cami Delavigne","81","7.4","Derek Cianfrance","27 Dec 2010","Ryan Gosling, Michelle Williams, Faith Wladyka, John Doman","2010","Drama, Romance","Nominated for 1 Oscar. Another 4 wins & 20 nominations.","112 min","movie","http://ia.media-imdb.com/images/M/MV5BMTU4MTQ2MzA1Ml5BMl5BanBnXkFtZTcwODE3NTgwNA@@._V1_SX300.jpg","101,191","tt1120985"
"Perseus, mortal son of Zeus, battles the minions of the underworld to stop them from conquering heaven and earth.","12","True","N/A","Clash of the Titans","N/A","Travis Beacham, Phil Hay","N/A","5.8","Louis Leterrier","02 Apr 2010","Sam Worthington, Liam Neeson, Ralph Fiennes, Jason Flemyng","2010","Action, Adventure, Fantasy","N/A","1 h 46 min","movie","http://ia.media-imdb.com/images/M/MV5BMTYxNjg4MzU5OV5BMl5BanBnXkFtZTcwOTA3NTUwMw@@._V1_SX300.jpg","174,296","tt0800320"
"A group of Iraq War veterans looks to clear their name with the U.S. military, who suspect the four men of committing a crime for which they were framed.","PG-13","True","English, Spanish, French, Swahili, German","The A-Team","USA","Joe Carnahan, Brian Bloom, Skip Woods, Frank Lupo (television series ""The A-Team""), Stephen J. Cannell (television series ""The A-Team"")","47","6.8","Joe Carnahan","11 Jun 2010","Liam Neeson, Bradley Cooper, Jessica Biel, Quinton 'Rampage' Jackson","2010","Action, Adventure, Thriller","1 win & 1 nomination.","117 min","movie","http://ia.media-imdb.com/images/M/MV5BMTc4ODc4NTQ1N15BMl5BanBnXkFtZTcwNDUxODUyMw@@._V1_SY264_CR0,0,178,264_.jpg","160,500","tt0429493"
"The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.","PG","True","English","TRON: Legacy","USA","Edward Kitsis (screenplay), Adam Horowitz (screenplay), Brian Klugman (story), Lee Sternthal (story), Steven Lisberger (characters), Bonnie MacBird (characters)","49","6.8","Joseph Kosinski","17 Dec 2010","Jeff Bridges, Garrett Hedlund, Olivia Wilde, Bruce Boxleitner","2010","Action, Adventure, Sci-Fi","Nominated for 1 Oscar. Another 3 wins & 21 nominations.","125 min","movie","http://ia.media-imdb.com/images/M/MV5BMTk4NTk4MTk1OF5BMl5BanBnXkFtZTcwNTE2MDIwNA@@._V1_SY264_CR0,0,178,264_.jpg","200,427","tt1104001"
"A mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.","R","True","N/A","127 Hours","N/A","Danny Boyle (screenplay), Simon Beaufoy (screenplay), Aron Ralston (book)","82","7.7","Danny Boyle","28 Jan 2011","James Franco, Kate Mara, Amber Tamblyn, Sean Bott","2010","Adventure, Biography, Drama","N/A","94 min","movie","http://ia.media-imdb.com/images/M/MV5BMTc2NjMzOTE3Ml5BMl5BanBnXkFtZTcwMDE0OTc5Mw@@._V1_SY264_CR0,0,178,264_.jpg","198,283","tt1542344"
"Work causes a single mother to move to China with her young son; in his new home, the boy embraces kung fu, taught to him by a master.","PG","True","English, Chinese","The Karate Kid","USA, China","Christopher Murphey (screenplay), Robert Mark Kamen (story)","61","6.2","Harald Zwart","11 Jun 2010","Jaden Smith, Jackie Chan, Taraji P. Henson, Wenwen Han","2010","Action, Drama, Family","5 wins & 12 nominations.","140 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQ0ODg3ODEyMF5BMl5BanBnXkFtZTcwNjI1MTgxMw@@._V1_SX300.jpg","86,429","tt1155076"
"A woman suffering from Parkinson's befriends a drug rep working for Pfizer against 1990s Pittsburgh backdrop.","R","True","English","Love & Other Drugs","USA","Charles Randolph (screenplay), Edward Zwick (screenplay), Marshall Herskovitz (screenplay), Jamie Reidy (book)","55","6.6","Edward Zwick","24 Nov 2010","Jake Gyllenhaal, Anne Hathaway, Oliver Platt, Hank Azaria","2010","Comedy, Drama, Romance","Nominated for 2 Golden Globes. Another 1 win & 2 nominations.","112 min","movie","http://ia.media-imdb.com/images/M/MV5BMTgxOTczODEyMF5BMl5BanBnXkFtZTcwMDc0NDY4Mw@@._V1_SX300.jpg","97,894","tt0758752"
"A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born.","R","True","English, Russian","Hot Tub Time Machine","USA","Josh Heald (screenplay), Sean Anders (screenplay), John Morris (screenplay)","63","6.4","Steve Pink","26 Mar 2010","John Cusack, Clark Duke, Craig Robinson, Rob Corddry","2010","Adventure, Comedy, Sci-Fi","2 nominations.","101 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQwMjExODA4Ml5BMl5BanBnXkFtZTcwNTYwMDYxMw@@._V1_SX300.jpg","106,637","tt1231587"
"In 13th century England, Robin and his band of marauders confront corruption in a local village and lead an uprising against the crown that will forever alter the balance of world power.","PG-13","True","English, French","Robin Hood","USA, UK","Brian Helgeland (screenplay), Ethan Reiff (story), Cyrus Voris (story)","53","6.7","Ridley Scott","14 May 2010","Russell Crowe, Cate Blanchett, Max von Sydow, William Hurt","2010","Action, Adventure, Drama","1 win & 11 nominations.","140 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM5NzcwMzEwOF5BMl5BanBnXkFtZTcwNjg5MTgwMw@@._V1_SX300.jpg","158,289","tt0955308"
"A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.","R","True","English","Let Me In","UK, USA","Matt Reeves (screenplay), John Ajvide Lindqvist (screenplay)","79","7.2","Matt Reeves","01 Oct 2010","NA","2010","Drama, Horror, Mystery","8 wins & 21 nominations.","116 min","movie","http://ia.media-imdb.com/images/M/MV5BNDQ4MjQ4OTMwMF5BMl5BanBnXkFtZTcwOTYzNDc4Mw@@._V1_SX300.jpg","65,328","tt1228987"
"Siberian gulag escapees walk 4000 miles overland to freedom in India.","PG-13","True","English, Russian, Polish","The Way Back","USA, United Arab Emirates, Poland","Keith R. Clarke (screenplay), Slavomir Rawicz (novel), Peter Weir (screenplay)","66","7.3","Peter Weir","21 Jan 2011","Dragos Bucur, Colin Farrell, Ed Harris, Alexandru Potocean","2010","Adventure, Drama, History","Nominated for 1 Oscar. Another 1 win & 4 nominations.","133 min","movie","http://ia.media-imdb.com/images/M/MV5BMTg5MTc5MTM3Ml5BMl5BanBnXkFtZTcwMDI2NzgwNA@@._V1_SX300.jpg","64,602","tt1023114"
"A CIA agent goes on the run after a defector accuses her of being a Russian spy.","PG-13","True","English, Russian, Korean","Salt","USA","Kurt Wimmer","65","6.4","Phillip Noyce","23 Jul 2010","Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor, Daniel Olbrychski","2010","Action, Crime, Mystery","Nominated for 1 Oscar. Another 4 wins & 11 nominations.","100 min","movie","http://ia.media-imdb.com/images/M/MV5BMjIyODA2NDg4NV5BMl5BanBnXkFtZTcwMjg4NDAwMw@@._V1_SX178_.jpg","180,901","tt0944835"
"Rumpelstiltskin tricks a mid-life crisis burdened Shrek into allowing himself to be erased from existence and cast in a dark alternate timeline where Rumpel rules supreme.","PG","True","English","Shrek Forever After","USA","William Steig (book), Josh Klausner, Darren Lemke","58","6.4","Mike Mitchell","21 May 2010","Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas","2010","Animation, Adventure, Comedy","1 win & 12 nominations.","93 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY0OTU1NzkxMl5BMl5BanBnXkFtZTcwMzI2NDUzMw@@._V1_SX300.jpg","95,964","tt0892791"
"Master sorcerer Balthazar Blake must find and train Merlin's descendant to defeat dark sorceress Morgana le Fey.","PG","True","English","The Sorcerer's Apprentice","USA","Lawrence Konner (screen story), Mark Rosenthal (screen story), Matt Lopez (screen story), Doug Miro (screenplay), Carlo Bernard (screenplay)","46","6.1","Jon Turteltaub","14 Jul 2010","Nicolas Cage, Jay Baruchel, Alfred Molina, Teresa Palmer","2010","Action, Adventure, Comedy","1 win & 1 nomination.","109 min","movie","http://ia.media-imdb.com/images/M/MV5BNDY3NzQ0NjYxM15BMl5BanBnXkFtZTcwMDkzODM2Mw@@._V1_SX300.jpg","93,389","tt0963966"
"While Jo (Roberts) is chained down in a dead end supermarket job, her friends are all out on their own separate adventures: Cassandra (Egerton) is jetting off to New York to meet her ...","N/A","True","English","4.3.2.1","UK","Noel Clarke","N/A","5.8","Noel Clarke, Mark Davis","02 Jun 2010","Ophelia Lovibond, Shanika Warren-Markland, Emma Roberts, Tamsin Egerton","2010","Crime, Thriller","N/A","117 min","movie","http://ia.media-imdb.com/images/M/MV5BMjA5NDA4MjM5Ml5BMl5BanBnXkFtZTcwOTIwNTIzMw@@._V1_SX300.jpg","7,171","tt1514041"
"Two mismatched New York City detectives seize an opportunity to step up like the city's top cops whom they idolize -- only things don't quite go as planned.","PG-13","True","English","The Other Guys","USA","Adam McKay, Chris Henchy","64","6.6","Adam McKay","06 Aug 2010","Will Ferrell, Derek Jeter, Mark Wahlberg, Eva Mendes","2010","Action, Comedy, Crime","1 win & 12 nominations.","107 min","movie","http://ia.media-imdb.com/images/M/MV5BMTc0NDQzNTA2Ml5BMl5BanBnXkFtZTcwNzI2OTQzMw@@._V1_SY264_CR0,0,178,264_.jpg","131,797","tt1386588"
"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.","R","True","English, Spanish, Hungarian","Machete","USA","NA","60","6.7","Ethan Maniquis, Robert Rodriguez","03 Sep 2010","Danny Trejo, Robert De Niro, Jessica Alba, Steven Seagal","2010","Action, Crime, Thriller","2 wins & 2 nominations.","105 min","movie","http://ia.media-imdb.com/images/M/MV5BMTUwNzIwMDY0OF5BMl5BanBnXkFtZTcwMzM3Njg2Mw@@._V1_SY264_CR0,0,178,264_.jpg","132,478","tt0985694"
"A record company intern is hired to accompany out-of-control British rock star Aldous Snow to a concert at L.A.'s Greek Theater.","R","True","English","Get Him to the Greek","USA","Nicholas Stoller, Jason Segel (characters)","65","6.4","Nicholas Stoller","04 Jun 2010","Russell Brand, Rose Byrne, Tyler McKinney, Zoe Salmon","2010","Comedy, Music","11 nominations.","109 min","movie","http://ia.media-imdb.com/images/M/MV5BMjIyMzQ0MjExNV5BMl5BanBnXkFtZTcwMzkyMzgxMw@@._V1_SY264_CR0,0,178,264_.jpg","118,202","tt1226229"
"A CIA operative hires a team of mercenaries to eliminate a Latin dictator and a renegade CIA agent.","R","True","English, Spanish","The Expendables","USA","Dave Callaham (screenplay), Sylvester Stallone (screenplay)","45","6.4","Sylvester Stallone","13 Aug 2010","Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren","2010","Action, Adventure, Thriller","2 wins & 4 nominations.","103 min","movie","http://ia.media-imdb.com/images/M/MV5BNTUwODQyNjM0NF5BMl5BanBnXkFtZTcwNDMwMTU1Mw@@._V1_SX300.jpg","187,721","tt1320253"
