"Plot","Rated","Response","Language","Title","Country","Writer","Metascore","imdbRating","Director","Released","Actors","Year","Genre","Awards","Runtime","Type","Poster","imdbVotes","imdbID"
"Goaded by his buddies, a nerdy guy who's never ""done the deed"" only finds the pressure mounting when he meets a single mother.","R","True","English, Spanish","The 40-Year-Old Virgin","USA","Judd Apatow, Steve Carell","73","7.2","Judd Apatow","19 Aug 2005","Steve Carell, Catherine Keener, Paul Rudd, Romany Malco","2005","Comedy, Romance","8 wins & 6 nominations.","116 min","movie","http://ia.media-imdb.com/images/M/MV5BMTU5MzU2MzY2Nl5BMl5BanBnXkFtZTgwOTM4NzMxMDE@._V1_SY264_CR0,0,178,264_.jpg","223,192","tt0405422"
"Balian of Ibelin travels to Jerusalem during the crusades of the 12th century, and there he finds himself as the defender of the city and its people.","R","True","N/A","Kingdom of Heaven","N/A","William Monahan","63","7.1","Ridley Scott","06 May 2005","Martin Hancock, Michael Sheen, Nathalie Cox, Eriq Ebouaney","2005","Action, Adventure, Drama","N/A","144 min","movie","http://ia.media-imdb.com/images/M/MV5BMjE2MTIwNjg0MV5BMl5BanBnXkFtZTcwNjAxODIzMw@@._V1_SX178_.jpg","158,922","tt0320661"
"The story of a forbidden and secretive relationship between two cowboys and their lives over the years.","R","True","English","Brokeback Mountain","USA, Canada","Annie Proulx (short story), Larry McMurtry (screenplay), Diana Ossana (screenplay)","87","7.7","Ang Lee","13 Jan 2006","Heath Ledger, Jake Gyllenhaal, Randy Quaid, Valerie Planche","2005","Drama, Romance","Won 3 Oscars. Another 97 wins & 67 nominations.","134 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY5NTAzNTc1NF5BMl5BanBnXkFtZTYwNDY4MDc3._V1_SX300.jpg","203,948","tt0388795"
"Prison inmates form a football team to challenge the prison guards.","PG-13","True","English","The Longest Yard","USA","Albert S. Ruddy (story), Tracy Keenan Wynn, Sheldon Turner (screenplay)","48","6.3","Peter Segal","27 May 2005","Adam Sandler, Chris Rock, Burt Reynolds, Nelly","2005","Comedy, Crime, Sport","2 wins & 15 nominations.","113 min","movie","http://ia.media-imdb.com/images/M/MV5BMTc1NTQyNDk2NV5BMl5BanBnXkFtZTcwOTE2OTQzMw@@._V1_SX300.jpg","92,114","tt0398165"
"Cousins Bo and Luke Duke, with a little help from their cousin Daisy and Uncle Jesse, egg on the authorities of Hazzard County, Boss Hogg and Sheriff Coltrane.","PG-13","True","English","The Dukes of Hazzard","USA, Australia","John O'Brien (screenplay), Jonathan L. Davis (story), Gy Waldron (characters)","33","4.9","Jay Chandrasekhar","05 Aug 2005","Johnny Knoxville, Seann William Scott, Alice Greczyn, Steve Lemme","2005","Action, Adventure, Comedy","2 wins & 9 nominations.","104 min","movie","http://ia.media-imdb.com/images/M/MV5BMjAwOTYxODI4OV5BMl5BanBnXkFtZTcwNDYxODIzMw@@._V1_SX300.jpg","54,653","tt0377818"
"A group of astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy, Doctor Victor Von Doom","PG-13","True","English","Fantastic Four","USA, Germany","Mark Frost, Michael France, Stan Lee (Marvel comic book), Jack Kirby (Marvel comic book)","40","5.7","Tim Story","08 Jul 2005","Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis","2005","Action, Adventure, Fantasy","11 nominations.","106 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM1NTIwNjM4M15BMl5BanBnXkFtZTcwNDc2NjgyMQ@@._V1_SX300.jpg","192,525","tt0120667"
"A bored married couple is surprised to learn that they are both assassins hired by competing agencies to kill each other.","PG-13","True","English, Spanish","Mr. & Mrs. Smith","USA","Simon Kinberg","55","6.4","Doug Liman","10 Jun 2005","Brad Pitt, Angelina Jolie, Vince Vaughn, Adam Brody","2005","Action, Comedy, Romance","9 wins & 16 nominations.","120 min","movie","http://ia.media-imdb.com/images/M/MV5BMTUxMzcxNzQzOF5BMl5BanBnXkFtZTcwMzQxNjUyMw@@._V1_SX300.jpg","225,831","tt0356910"
"The crew of the ship Serenity tries to evade an assassin sent to recapture one of their number who is telepathic.","PG-13","True","English, Mandarin","Serenity","USA","Joss Whedon","74","8.0","Joss Whedon","30 Sep 2005","Nathan Fillion, Gina Torres, Alan Tudyk, Morena Baccarin","2005","Action, Adventure, Sci-Fi","8 wins & 5 nominations.","119 min","movie","http://ia.media-imdb.com/images/M/MV5BMTI0NTY1MzY4NV5BMl5BanBnXkFtZTcwNTczODAzMQ@@._V1_SX300.jpg","192,504","tt0379786"
"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with leading lady Ann Darrow.","PG-13","True","English","King Kong","New Zealand, USA, Germany","Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay), Merian C. Cooper (based on a story by), Edgar Wallace (based on a story by)","81","7.3","Peter Jackson","14 Dec 2005","Naomi Watts, Jack Black, Adrien Brody, Thomas Kretschmann","2005","Action, Adventure, Drama","Won 3 Oscars. Another 24 wins & 48 nominations.","187 min","movie","http://ia.media-imdb.com/images/M/MV5BMTgzODQwNjAwOV5BMl5BanBnXkFtZTcwMDA4MDA0MQ@@._V1_SX300.jpg","248,017","tt0360717"
"Spoiled by their upbringing with no idea what wild life is really like, four animals from New York Central Zoo escape, unwittingly assisted by four absconding penguins, and find themselves in Madagascar, among a bunch of merry lemurs","PG","True","English, Portuguese, Spanish, German, French","Madagascar","USA","Mark Burton, Billy Frolick, Eric Darnell, Tom McGrath","57","6.8","Eric Darnell, Tom McGrath","27 May 2005","Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith","2005","Animation, Adventure, Comedy","4 wins & 24 nominations.","86 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY4NDUwMzQxMF5BMl5BanBnXkFtZTcwMDgwNjgyMQ@@._V1_SX300.jpg","172,265","tt0351283"
"As Earth is invaded by alien tripod fighting machines, one family fights for survival.","PG-13","True","English","War of the Worlds","USA","Josh Friedman (screenplay), David Koepp (screenplay), H.G. Wells (novel)","73","6.5","Steven Spielberg","29 Jun 2005","Tom Cruise, Dakota Fanning, Miranda Otto, Justin Chatwin","2005","Adventure, Sci-Fi, Thriller","Nominated for 3 Oscars. Another 13 wins & 19 nominations.","116 min","movie","http://ia.media-imdb.com/images/M/MV5BNDUyODAzNDI1Nl5BMl5BanBnXkFtZTcwMDA2NDAzMw@@._V1_SY264_CR0,0,178,264_.jpg","244,673","tt0407304"
"Will and Jake Grimm are traveling con-artists who encounter a genuine fairy-tale curse which requires true courage instead of their usual bogus exorcisms.","PG-13","True","English, French, German, Italian","The Brothers Grimm","USA, Czech Republic, UK","Ehren Kruger","51","5.9","Terry Gilliam","26 Aug 2005","Petr Ratimec, Barbora Lukesovรก, Anna Rust, Jeremy Robson","2005","Action, Adventure, Comedy","2 wins & 1 nomination.","118 min","movie","http://ia.media-imdb.com/images/M/MV5BMTk0OTY1NTc2M15BMl5BanBnXkFtZTcwMDkyNzEzMQ@@._V1_SX300.jpg","78,500","tt0355295"
"Young employees at Shenaniganz restaurant collectively stave off boredom and adulthood with their antics.","R","True","English, German","Waiting...","USA","Rob McKittrick","30","6.8","Rob McKittrick","07 Oct 2005","Ryan Reynolds, Anna Faris, Justin Long, David Koechner","2005","Comedy","N/A","94 min","movie","http://ia.media-imdb.com/images/M/MV5BMTU3NjMyNDA5MV5BMl5BanBnXkFtZTcwODgxMzEzMQ@@._V1_SX300.jpg","65,203","tt0348333"
"A man goes on the run after he discovers that he is actually a ""harvestable being"", and is being kept as a source of replacement parts, along with others, in a Utopian facility.","PG-13","True","English","The Island","USA","Caspian Tredwell-Owen (screenplay), Alex Kurtzman (screenplay), Roberto Orci (screenplay)","50","6.8","Michael Bay","22 Jul 2005","Ewan McGregor, Scarlett Johansson, Djimon Hounsou, Sean Bean","2005","Action, Adventure, Sci-Fi","1 win & 3 nominations.","136 min","movie","http://ia.media-imdb.com/images/M/MV5BMTAwNjk0NjM1ODReQTJeQWpwZ15BbWU3MDc1NjIxMzM@._V1_SY264_CR0,0,178,264_.jpg","208,170","tt0399201"
"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis and Carl Perkins.","PG-13","True","English, Russian","Walk the Line","USA, Germany","Johnny Cash (book), Gill Dennis, James Mangold","72","7.9","James Mangold","18 Nov 2005","Joaquin Phoenix, Reese Witherspoon, Ginnifer Goodwin, Robert Patrick","2005","Biography, Drama, Music","Won 1 Oscar. Another 34 wins & 28 nominations.","136 min","movie","http://ia.media-imdb.com/images/M/MV5BMjIyOTU3MjUxOF5BMl5BanBnXkFtZTcwMTQ0NjYzMw@@._V1_SX300.jpg","150,903","tt0358273"
"A group of divers find themselves in deep trouble with a drug lord after they come upon the illicit cargo of a sunken airplane.","PG-13","True","English","Into the Blue","USA","Matt Johnson","45","5.7","John Stockwell","30 Sep 2005","Paul Walker, Jessica Alba, Scott Caan, Ashley Scott","2005","Action, Adventure, Crime","1 win & 1 nomination.","110 min","movie","http://ia.media-imdb.com/images/M/MV5BMTU3Nzg3MTIxNl5BMl5BanBnXkFtZTcwNTkxMDEzMQ@@._V1_SX300.jpg","49,798","tt0378109"
"Constantine tells the story of irreverent supernatural detective John Constantine, who has literally been to hell and back.","R","True","English, Filipino, Tagalog","Constantine","USA, Germany","Jamie Delano (comic book ""Hellblazer""), Garth Ennis (comic book ""Hellblazer""), Kevin Brodbin (story), Frank A. Cappello (screenplay)","50","6.8","Francis Lawrence","18 Feb 2005","Keanu Reeves, Rachel Weisz, Shia LaBeouf, Djimon Hounsou","2005","Fantasy, Horror","1 win & 5 nominations.","121 min","movie","http://ia.media-imdb.com/images/M/MV5BMTE5NDk5NTUyN15BMl5BanBnXkFtZTYwNzUyMDA3._V1_SX178_.jpg","171,122","tt0360486"
"Four brothers look to avenge their mother's death.","R","True","English","Four Brothers","USA","David Elliot, Paul Lovett","49","6.8","John Singleton","12 Aug 2005","Mark Wahlberg, Tyrese Gibson, AndrĂŠ Benjamin, Garrett Hedlund","2005","Action, Crime, Drama","6 wins & 7 nominations.","109 min","movie","http://ia.media-imdb.com/images/M/MV5BMTU4NzM3Njg2NV5BMl5BanBnXkFtZTcwNjU4NDczMw@@._V1_SX300.jpg","81,380","tt0430105"
"A wrongfully expelled Harvard undergrad moves to London, where he is introduced to the violent underworld of football hooliganism.","R","True","English, Italian","Green Street Hooligans","USA, UK","Lexi Alexander (story), Dougie Brimson (story), Josh Shelov (screenplay)","55","7.5","Lexi Alexander","09 Sep 2005","Elijah Wood, Charlie Hunnam, Claire Forlani, Marc Warren","2005","Crime, Drama, Sport","3 wins.","109 min","movie","http://ia.media-imdb.com/images/M/MV5BMjExNTg3NzYwMV5BMl5BanBnXkFtZTcwMzcxMTEzMQ@@._V1_SX300.jpg","88,926","tt0385002"
"Single-girl anxiety causes Kat Ellis (Messing) to hire a male escort (Mulroney) to pose as her boyfriend at her sister's wedding. Her plan, an attempt to dupe her ex-fiancĂŠ, who dumped her a couple years prior, proves to be her undoing.","PG-13","True","English","The Wedding Date","USA","Elizabeth Young (book), Dana Fox (screenplay)","32","5.9","Clare Kilner","04 Feb 2005","Debra Messing, Dermot Mulroney, Amy Adams, Jack Davenport","2005","Comedy, Romance","N/A","90 min","movie","http://ia.media-imdb.com/images/M/MV5BMTI2NzQ0MDYyOF5BMl5BanBnXkFtZTcwMzA4NzcyMQ@@._V1_SX300.jpg","27,248","tt0372532"
"Disgraced Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains in the kids' house.","PG","True","English, Korean","The Pacifier","Canada, USA","Thomas Lennon, Robert Ben Garant","30","5.4","Adam Shankman","04 Mar 2005","Vin Diesel, Lauren Graham, Faith Ford, Brittany Snow","2005","Action, Comedy, Drama","1 win & 4 nominations.","95 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQ2MTYxNzM3M15BMl5BanBnXkFtZTcwNTEzNTgyMQ@@._V1_SX300.jpg","47,634","tt0395699"
"Mere seconds before the Earth is to be demolished by an alien construction crew, journeyman Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy.""","PG","True","English","The Hitchhiker's Guide to the Galaxy","USA, UK","Douglas Adams (book), Karey Kirkpatrick (screenplay)","63","6.7","Garth Jennings","29 Apr 2005","Bill Bailey, Anna Chancellor, Warwick Davis, Mos Def","2005","Adventure, Comedy, Sci-Fi","1 win & 6 nominations.","109 min","movie","http://ia.media-imdb.com/images/M/MV5BMjEwOTk4NjU2MF5BMl5BanBnXkFtZTYwMDA3NzI3._V1_SX300.jpg","119,854","tt0371724"
"At a turning point in his life, a former tennis pro falls for a femme-fatal type who happens to be dating his friend and soon-to-be brother-in-law.","R","True","English","Match Point","UK, Luxembourg","Woody Allen","72","7.7","Woody Allen","20 Jan 2006","Jonathan Rhys Meyers, Alexander Armstrong, Paul Kaye, Matthew Goode","2005","Crime, Drama, Thriller","Nominated for 1 Oscar. Another 8 wins & 14 nominations.","124 min","movie","http://ia.media-imdb.com/images/M/MV5BMTMzNzY4MzE5NF5BMl5BanBnXkFtZTcwMzQ1MDMzMQ@@._V1_SX300.jpg","123,671","tt0416320"
"A teenage girl raids a man's home, suspecting he is a pedophile, in order to expose him.","R","True","English","Hard Candy","USA","Brian Nelson","58","7.2","David Slade","12 May 2006","Patrick Wilson, Ellen Page, Sandra Oh, Odessa Rae","2005","Drama, Thriller","5 wins & 9 nominations.","104 min","movie","http://ia.media-imdb.com/images/M/MV5BMTc0MzgzNTI3N15BMl5BanBnXkFtZTcwNDk3MDIzMQ@@._V1_SX300.jpg","105,513","tt0424136"
"A family is terrorized by demonic forces after moving into a home that was the site of a grisly mass-murder.","R","True","English","The Amityville Horror","USA","Scott Kosar (screenplay), Jay Anson (novel), Sandor Stern (earlier screenplay), George Lutz (material), Kathy Lutz (material)","33","5.9","Andrew Douglas","15 Apr 2005","Ryan Reynolds, Melissa George, Jesse James, Jimmy Bennett","2005","Drama, Horror, Mystery","2 wins & 4 nominations.","90 min","movie","http://ia.media-imdb.com/images/M/MV5BOTAxMzAzOTczNF5BMl5BanBnXkFtZTcwNzUwNzgyMQ@@._V1_SY264_CR0,0,178,264_.jpg","60,119","tt0384806"
"The film follows the surf and skateboarding trends that originated in Venice, California during the 1970's.","PG-13","True","English, Spanish","Lords of Dogtown","USA, Germany","Stacy Peralta","56","7.0","Catherine Hardwicke","03 Jun 2005","John Robinson, Emile Hirsch, Rebecca De Mornay, William Mapother","2005","Biography, Drama, Sport","1 win & 7 nominations.","107 min","movie","http://ia.media-imdb.com/images/M/MV5BMTYyNzQ1NTEwM15BMl5BanBnXkFtZTcwNjIzNjgyMQ@@._V1_SX300.jpg","34,447","tt0355702"
"While helping his latest client woo the fine lady of his dreams, a professional ""date doctor"" finds that his game doesn't quite work on the gossip columnist with whom he's smitten.","PG-13","True","English","Hitch","USA","Kevin Bisch","58","6.7","Andy Tennant","11 Feb 2005","Will Smith, Eva Mendes, Kevin James, Amber Valletta","2005","Comedy, Romance","3 wins & 24 nominations.","118 min","movie","http://ia.media-imdb.com/images/M/MV5BNzYyNzM2NzM2NF5BMl5BanBnXkFtZTcwNjg5NTQzMw@@._V1_SX300.jpg","186,283","tt0386588"
"A lawyer takes on a negligent homicide case involving a priest who performed an exorcism on a young girl.","PG-13","True","English, Syriac, German, Greek, Hebrew, Latin, Aramaic","The Exorcism of Emily Rose","USA","Paul Harris Boardman, Scott Derrickson","46","6.7","Scott Derrickson","09 Sep 2005","Laura Linney, Tom Wilkinson, Campbell Scott, Jennifer Carpenter","2005","Crime, Drama, Horror","3 wins & 7 nominations.","119 min","movie","http://ia.media-imdb.com/images/M/MV5BMTI2NTM5MjQ0Nl5BMl5BanBnXkFtZTcwNDAxNjAzMQ@@._V1_SX300.jpg","69,745","tt0404032"
"Nitta Sayuri reveals how she transcended her fishing-village roots and became one of Japan's most celebrated geisha.","PG-13","True","English, Japanese","Memoirs of a Geisha","USA","Robin Swicord (screenplay), Arthur Golden (book)","54","7.2","Rob Marshall","23 Dec 2005","Suzuka Ohgo, Togo Igawa, Mako, Samantha Futerman","2005","Drama, Romance","Won 3 Oscars. Another 23 wins & 29 nominations.","145 min","movie","http://ia.media-imdb.com/images/M/MV5BMTYxMzM4NTEzOV5BMl5BanBnXkFtZTcwNDMwNjQzMw@@._V1_SX300.jpg","95,434","tt0397535"
"A murder mystery brings together a private eye, a struggling actress, and a thief masquerading as an actor.","R","True","English","Kiss Kiss Bang Bang","USA","Brett Halliday (novel), Shane Black (screen story)","72","7.7","Shane Black","14 Sep 2005","Robert Downey Jr., Val Kilmer, Michelle Monaghan, Corbin Bernsen","2005","Action, Comedy, Crime","4 wins & 12 nominations.","103 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY5NDExMDA3M15BMl5BanBnXkFtZTYwNTc2MzA3._V1_SX300.jpg","138,151","tt0373469"
"A group of unwitting teens are stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.","R","True","English","House of Wax","Australia, USA","Charles Belden (story), Chad Hayes (screenplay), Carey Hayes (screenplay)","41","5.2","Jaume Collet-Serra","06 May 2005","Elisha Cuthbert, Chad Michael Murray, Brian Van Holt, Paris Hilton","2005","Horror, Thriller","5 wins & 7 nominations.","113 min","movie","http://ia.media-imdb.com/images/M/MV5BNDA4Nzg1NjQ2NV5BMl5BanBnXkFtZTcwMDYwNTgyMQ@@._V1_SX300.jpg","72,700","tt0397065"
"While visiting his hometown during Christmas, a man comes face-to-face with his old high school crush whom he was best friends with -- a woman whose rejection of him turned him into a ferocious womanizer.","PG-13","True","English","Just Friends","Germany, USA, Canada","Adam 'Tex' Davis","47","6.2","Roger Kumble","23 Nov 2005","Ryan Reynolds, Amy Smart, Anna Faris, Chris Klein","2005","Comedy, Romance","3 nominations.","96 min","movie","http://ia.media-imdb.com/images/M/MV5BMjA0Mzg2NjUzMl5BMl5BanBnXkFtZTcwNDg2ODUzMQ@@._V1_SX300.jpg","62,207","tt0433400"
"Based on the true story of the Black September aftermath, about the five men chosen to eliminate the ones responsible for that fateful day.","R","True","N/A","Munich","N/A","Tony Kushner (screenplay), Eric Roth (screenplay), George Jonas (book)","74","7.6","Steven Spielberg","06 Jan 2006","Eric Bana, Daniel Craig, Ciarรกn Hinds, Mathieu Kassovitz","2005","Drama, History, Thriller","N/A","164 min","movie","http://ia.media-imdb.com/images/M/MV5BMTcwNzYzMzMwMF5BMl5BanBnXkFtZTcwMzMzODczMQ@@._V1_SY264_CR0,0,178,264_.jpg","143,639","tt0408306"
"A boy dreams up shark-boy and lava-girl and the horror that lies within their planet.","PG","True","English","The Adventures of Sharkboy and Lavagirl 3-D","USA","Robert Rodriguez, Marcel Rodriguez, Racer Rodriguez (story)","38","3.4","Robert Rodriguez","10 Jun 2005","Taylor Lautner, Taylor Dooley, Cayden Boyd, George Lopez","2005","Action, Adventure, Family","1 win & 4 nominations.","93 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM1NzI3OTAwMl5BMl5BanBnXkFtZTcwMTI3ODkyMQ@@._V1_SX300.jpg","12,875","tt0424774"
"A teenage loner pushes his way into the underworld of a high school crime ring to investigate the disappearance of his ex-girlfriend.","R","True","English","Brick","USA","Rian Johnson","72","7.5","Rian Johnson","07 Apr 2006","Joseph Gordon-Levitt, Nora Zehetner, Lukas Haas, Noah Fleiss","2005","Drama, Mystery","10 wins & 14 nominations.","110 min","movie","http://ia.media-imdb.com/images/M/MV5BMTk4MjQzMzA2N15BMl5BanBnXkFtZTcwMTU2MzIzMQ@@._V1_SX300.jpg","70,209","tt0393109"
"An uptight, conservative, businesswoman accompanies her boyfriend to his eccentric and outgoing family's annual Christmas celebration and finds that she's a fish out of water in their free-spirited way of life.","PG-13","True","N/A","The Family Stone","N/A","Thomas Bezucha","56","6.2","Thomas Bezucha","16 Dec 2005","Claire Danes, Diane Keaton, Rachel McAdams, Dermot Mulroney","2005","Comedy, Drama, Romance","N/A","103 min","movie","http://ia.media-imdb.com/images/M/MV5BNTkwMjM4MjMxMV5BMl5BanBnXkFtZTcwNjM1OTQzMQ@@._V1_SX178_.jpg","39,625","tt0356680"
"This is the film version of the Pulitzer and Tony Award winning musical about Bohemians in the East Village of New York City struggling with life, love and AIDS, and the impacts they have on America.","PG-13","True","English","Rent","USA","Stephen Chbosky (screenplay), Jonathan Larson (book)","53","7.0","Chris Columbus","23 Nov 2005","Anthony Rapp, Adam Pascal, Rosario Dawson, Jesse L. Martin","2005","Drama, Musical, Romance","1 win & 17 nominations.","135 min","movie","http://ia.media-imdb.com/images/M/MV5BMjA3NTEwMDkyNV5BMl5BanBnXkFtZTcwNDQ4OTYzMQ@@._V1_SX300.jpg","35,015","tt0294870"
"Emma Thompson stars as a governess who uses magic to rein in the behavior of seven ne'er-do-well children in her charge.","PG","True","N/A","Nanny McPhee","N/A","Emma Thompson (screenplay), Christianna Brand (""Nurse Matilda"" books)","59","6.5","Kirk Jones","27 Jan 2006","Emma Thompson, Colin Firth, Kelly Macdonald, Thomas Brodie-Sangster","2005","Comedy, Family, Fantasy","N/A","97 min","movie","http://ia.media-imdb.com/images/M/MV5BMjAwNDUxODEwMF5BMl5BanBnXkFtZTcwMzgyMTIzMQ@@._V1_SY264_CR0,0,178,264_.jpg","34,114","tt0396752"
