"Plot","Rated","Response","Language","Title","Country","Writer","Metascore","imdbRating","Director","Released","Actors","Year","Genre","Awards","Runtime","Type","Poster","imdbVotes","imdbID"
"In this 2003 remake of the classic 1952 French film, Fanfan la Tulipe is a swashbuckling lover who is tricked into joining the army of King Louis XV by Adeline La Franchise, who tells Fanfan that by doing so, he will eventually marry one of the king's daughters.","N/A","True","N/A","Fanfan la tulipe","N/A","Luc Besson, Jean Cosmos","N/A","5.6","Gérard Krawczyk","14 May 2003","Vincent Perez, Penélope Cruz, Didier Bourdon, Hélène de Fougerolles","2003","Adventure, Comedy, Romance","N/A","97 min","movie","http://ia.media-imdb.com/images/M/MV5BMTMxNDU2NTYwMl5BMl5BanBnXkFtZTcwMjY5Mjc3MQ@@._V1_SX178_.jpg","3,427","tt0305568"
"A magician attempts to use the power of the Millennium Comet to awaken the legendary Pokémon Groudon.","Not Rated","True","N/A","Pokémon: Jirachi - Wish Maker","N/A","Kathy Borland, Norman J. Grossfeld (adaptation), Hideki Sonoda","N/A","5.7","Kunihiko Yuyama, Eric Stuart","01 Jun 2004","Veronica Taylor, Eric Stuart, Madeleine Blaustein, Rachael Lillis","2003","Animation, Action, Adventure","N/A","81 min","movie","http://ia.media-imdb.com/images/M/MV5BMTYyMzI1NDI1OV5BMl5BanBnXkFtZTcwNDY0ODU0MQ@@._V1_SY264_CR4,0,178,264_.jpg","1,219","tt0420076"
"Six American women who planned on travelling to South America to adopt babies are forced, by law, to live there.","R","True","English, Spanish","Casa de los babys","USA, Mexico","John Sayles","55","6.5","John Sayles","01 Jan 2004","Angelina Pelรกez, Lizzie Curry Martinez, Vanessa Martinez, Amanda รlvarez","2003","Drama","N/A","95 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM0MzI0Mjk5MV5BMl5BanBnXkFtZTcwMjc5MDYyMQ@@._V1_SY264_CR0,0,178,264_.jpg","1,772","tt0303830"
"Maiquel has lost a bet and dyed his hair blond. This little event triggers a head-on collision with destiny in which Maiquel goes from nobody to hero to outlaw--all in 24 hours.","N/A","True","N/A","The Man of the Year","N/A","Rubem Fonseca, Patrícia Melo (novel)","N/A","7.2","José Henrique Fonseca","01 Aug 2003","Murilo Benício, Cláudia Abreu, Natália Lage, Jorge Dória","2003","Action, Comedy, Crime","N/A","113 min","movie","http://ia.media-imdb.com/images/M/MV5BMTgxNDIzNzk0M15BMl5BanBnXkFtZTcwNDQ0Mjk3OA@@._V1_SY264_CR5,0,178,264_.jpg","1,949","tt0312773"
"An ex-cop now working as a security guard in a shopping mall tries to uncover the secret behind a series of mysterious deaths linked to mirrors","Not Rated","True","N/A","Into the Mirror","N/A","Sung-ho Kim","N/A","6.5","Sung-ho Kim","14 Aug 2003","Ji-tae Yu, Myung-min Kim, Hye-na Kim, Ju-bong Gi","2003","Crime, Horror, Mystery","N/A","113 min","movie","http://ia.media-imdb.com/images/M/MV5BMTU5MzkzNjk3N15BMl5BanBnXkFtZTcwNjI5NjAyOA@@._V1_SX180_CR0,0,180,264_.jpg","2,095","tt0372937"
"Lou Delemere seems to have it all: fame, money, a beautiful lover Alex. When she and Alex retreat to her estate on Shelter Island looking to relax...See full synopsis »","R","True","English","Shelter Island","USA","Paul Corvino","N/A","3.8","Geoffrey Schaaf","15 Oct 2003","Ally Sheedy, Patsy Kensit, Stephen Baldwin, Chris Penn","2003","Thriller","N/A","82 min","movie","http://ia.media-imdb.com/images/M/MV5BMjU2NzY2MTUzN15BMl5BanBnXkFtZTYwOTY1NDk5._V1_SY264_CR13,0,178,264_.jpg","668","tt0337717"
"After a terrible day, two good friends and housemates find the outside world converted into a featureless and empty white void.","R","True","English","Nothing","Canada","Vincenzo Natali (story), Andrew Miller (story), David Hewlett (story), Andrew Lowery, Andrew Miller","N/A","6.3","Vincenzo Natali","29 Jul 2004","David Hewlett, Andrew Miller, Gordon Pinsent, Marie-JosĂŠe Croze","2003","Comedy, Fantasy","2 wins & 3 nominations.","90 min","movie","http://ia.media-imdb.com/images/M/MV5BMTI0MTg0ODI0M15BMl5BanBnXkFtZTcwNTM1MDEzMQ@@._V1_SX300.jpg","4,371","tt0298482"
"A man fights the law and the lawless in order to reunite with his wife and son in the 1860s west.","PG-13","True","English, Latin","The Long Ride Home","USA","Vaughn Taylor (screenplay), Mike Dougherty (story)","N/A","5.5","Robert Marcarelli","27 May 2003","Randy Travis, Eric Roberts, Ernest Borgnine, Vaughn Taylor","2003","Western","N/A","87 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQwMjIzODIyMl5BMl5BanBnXkFtZTcwOTI1MDMyMQ@@._V1_SX300.jpg","215","tt0283452"
"In 1919, demobbed, Gerald Brenan rents a house for a year in Yegen, a village in Alpujarra. He has little but a love of reading and writing. He's soon the center of attention from his maid,...","N/A","True","Spanish, English, Latin","South from Granada","Spain","Gerald Brenan (book), Fernando Colomo, Jonathan Gathorne-Hardy, Miriam Ruiz","N/A","6.2","Fernando Colomo","10 Jan 2003","Matthew Goode, Ver贸nica S谩nchez, Guillermo Toledo, Consuelo Trujillo","2003","Comedy, Drama, Romance","1 win & 11 nominations.","111 min","movie","http://ia.media-imdb.com/images/M/MV5BOTE3OTEzODIzOF5BMl5BanBnXkFtZTcwNTc0MjA0MQ@@._V1_SX300.jpg","560","tt0349076"
"Six parapsychologists investigate a reputed haunted mansion and are set upon by three flesh-eating succubus ladies under the control of the sinister warlock owner bent on finding a mysterious amulet to give himself more power.","R","True","English","Flesh for the Beast","USA","Terry M. West","28","3.0","Terry M. West","27 Sep 2003","Jane Scarlett, Sergio Jones, Clark Beasley Jr., Jim Coope","2003","Fantasy, Horror","1 nomination.","89 min","movie","http://ia.media-imdb.com/images/M/MV5BOTg0OTA2NTA2MV5BMl5BanBnXkFtZTcwODY2MzEzMQ@@._V1_SX300.jpg","954","tt0372921"
"A comic strip writer in NYC, still grieving over the death of a friend in 9/11, gets his publisher to agree to a limited run of ""Justice"", a comic book about an ordinary person who is a hero.","N/A","True","English","Justice","USA","Evan Oppenheimer","47","7.0","Evan Oppenheimer","08 May 2003","Erik Palladino, Michael Jai White, Daphne Rubin-Vega, Ajay Naidu","2003","Comedy, Drama","N/A","80 min","movie","http://ia.media-imdb.com/images/M/MV5BMTM2NDc2ODA3MF5BMl5BanBnXkFtZTcwNjQ1MTYzMw@@._V1_SX300.jpg","98","tt0332167"
"N/A","N/A","True","N/A","Ciudad de Dios","N/A","Débora Brandwainman, Víctor González","N/A","7.4","Víctor González","13 Mar 2003","Mabel Dai, Gustavo Domínguez, Omar Fanucci, Gabriela Salas","2003","Drama","N/A","87 min","movie","N/A","316","tt0350720"
"This psychological dramatic thriller set in New York City is about one man on a journey to find himself. Derrick, a 27 year-old corporate lawyer with a large trust fund, enters the polar ...","N/A","True","English","Undermind","USA","Nevil Dwek","N/A","5.9","Nevil Dwek","N/A","Sam Trammell, Erik Jensen, Susan May Pratt, Ellen Pompeo","2003","Crime, Drama, Fantasy","4 wins.","108 min","movie","http://ia.media-imdb.com/images/M/MV5BMTIyNzc4MDI3NV5BMl5BanBnXkFtZTcwODk3MzcyMQ@@._V1_SX300.jpg","324","tt0277585"
"Julien lives alone with his cat. He dreams of Marie, and a few minutes later, he sees her on the street and makes a date. He asks her to move in with him, and she does. Her boyfriend is ...","N/A","True","French","The Story of Marie and Julien","France, Italy","Pascal Bonitzer (scenario), Christine Laurent (scenario), Jacques Rivette (scenario)","N/A","6.9","Jacques Rivette","12 Nov 2003","Emmanuelle BĂŠart, Jerzy Radziwilowicz, Anne Brochet, Bettina Kee","2003","Drama, Fantasy, Mystery","1 nomination.","150 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQ2MDAyMjI2NF5BMl5BanBnXkFtZTcwNDc2ODkyMQ@@._V1_SX300.jpg","1,148","tt0339357"
"N/A","R","True","N/A","Playas Ball","N/A","Dale Davis (story), Jennifer Harper (story)","N/A","6.0","Jennifer Harper","01 Oct 2003","Allen Payne, Elise Neal, Anthony 'Treach' Criss, Chelsi Smith","2003","Drama, Romance","N/A","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTk2OTg2NDA2OV5BMl5BanBnXkFtZTcwNTE4MzAwMQ@@._V1_SX178_.jpg","74","tt0368151"
"N/A","N/A","True","Italian","What Fault Is It of Ours?","Italy","Piero De Bernardi, Pasquale Plastino, Fiamma Satta, Carlo Verdone","N/A","6.2","Carlo Verdone","10 Jan 2003","Carlo Verdone, Margherita Buy, Anita Caprioli, Stefano Pesce","2003","Comedy","1 win & 4 nominations.","114 min","movie","http://ia.media-imdb.com/images/M/MV5BMjExNDQ1Mjg5OV5BMl5BanBnXkFtZTcwODI0NDQzMQ@@._V1_SX300.jpg","530","tt0312929"
"Rusty (Hatosy) starts to pursue a path to a more meaningful life, thanks to his connection to Bob (Goldblum), the boyfriend of his mother, Mary (Lynch). His new take on life causes friction with his best friend, Dallas (Cann), and both men find their friendship pushed to its breaking point, causing them to make life-changing decisions.","R","True","N/A","Dallas 362","N/A","Scott Caan","55","6.0","Scott Caan","14 Jun 2003","Scott Caan, Jeff Goldblum, Shawn Hatosy, Kelly Lynch","2003","Drama","N/A","100 min","movie","http://ia.media-imdb.com/images/M/MV5BMTIzMTkyMjQ3MV5BMl5BanBnXkFtZTcwMjI3ODgyMQ@@._V1_SY264_CR0,0,178,264_.jpg","998","tt0315459"
"Vincke and Verstuyft are the best detectives of the Antwerp police department. They are confronted with the murder on a leading executive and put all their effort to catch the murderer.","R","True","N/A","The Memory of a Killer","N/A","Jef Geeraerts (novel), Carl Joos (screenplay), Erik Van Looy","73","7.3","Erik Van Looy","26 Sep 2005","Laurien Van den Broeck, Dirk Roofthooft, Koen De Bouw, Werner De Smedt","2003","Action, Crime, Drama","N/A","123 min","movie","http://ia.media-imdb.com/images/M/MV5BNTEyODk0MjYwMl5BMl5BanBnXkFtZTcwNzUxMTEzMQ@@._V1_SX178_.jpg","6,889","tt0374345"
"An intense relationship drama that takes the form of a mystery, The Event centers around a series of unexplained deaths that occur among the gay community in New York's fashionable Chelsea ...","R","True","English","The Event","Canada, USA","Thom Fitzgerald, Steven Hillyer, Tim Marback","42","6.2","Thom Fitzgerald","13 Feb 2004","Brent Carver, Olympia Dukakis, Jane Leeves, Parker Posey","2003","Drama","9 wins & 4 nominations.","110 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQ1NTgyMzYyNF5BMl5BanBnXkFtZTcwMzQyMTQyMQ@@._V1_SX300.jpg","890","tt0314039"
"When the members of S Club complain about how tough it is to stay on top, they find themselves replaced by lookalikes... or are they?","PG-13","True","English, Spanish","S Club Seeing Double","UK, Spain","Kim Fuller, Paul Alexander","N/A","3.8","Nigel Dick","11 Apr 2003","Tina Barrett, Jon Lee, Bradley Mcintosh, Jo O'Meara","2003","Comedy, Drama, Musical","N/A","91 min","movie","http://ia.media-imdb.com/images/M/MV5BNDA5NDEwNjY0OV5BMl5BanBnXkFtZTcwMTY4NjQyMQ@@._V1_SX300.jpg","767","tt0362107"
"The Kapoor family are very rich Indians who live in India and want their eldest daughter, a girl named Sanjana...","U","True","N/A","Main Prem Ki Diwani Hoon","N/A","Sooraj R. Barjatya","N/A","3.9","Sooraj R. Barjatya","27 Jun 2003","Hrithik Roshan, Kareena Kapoor, Abhishek Bachchan, Johnny Lever","2003","Musical, Drama, Romance","N/A","3 h 17 min","movie","http://ia.media-imdb.com/images/M/MV5BMTg5OTk5MDI3OV5BMl5BanBnXkFtZTcwNjE3NTAxMw@@._V1_SX300.jpg","2,041","tt0265148"
"Two brothers need household help after their Ma passes away. They decide to join a romance tour to Russia to find and bring home a traditionally minded wife.","PG-13","True","N/A","A Foreign Affair","N/A","Geert Heetebrij","53","5.9","Helmut Schleppi","21 Jan 2003","Tim Blake Nelson, David Arquette, Lois Smith, Redmond Gleeson","2003","Comedy, Drama, Romance","N/A","94 min","movie","http://ia.media-imdb.com/images/M/MV5BMTIwMTA4OTMxMV5BMl5BanBnXkFtZTcwODkwMDcyMQ@@._V1_SY264_CR5,0,178,264_.jpg","912","tt0305583"
"Romantic Comedy about two girls who find love in the most unexpected places in modern-day Mexico City.","N/A","True","N/A","Ladies' Night","N/A","Issa Lรณpez (screenplay), Martin Lazzarini (additional material), Ricardo รlvarez Canales (additional dialogue), Ignacio Darnaude (idea by)","N/A","5.5","Gabriela Tagliavini","10 Dec 2003","Ana Claudia Talancรณn, Ana de la Reguera, Luis Roberto Guzmรกn, Fabiรกn Corres","2003","Comedy, Romance","N/A","89 min","movie","http://ia.media-imdb.com/images/M/MV5BMTMzNzEyODIzNV5BMl5BanBnXkFtZTcwODIxNjc1Ng@@._V1_SY264_CR0,0,178,264_.jpg","375","tt0378226"
"It's the last day of school. Christian (19) and his younger sister Sofie are on their way to a party together with their friends. They've got to finish studying for their finals, take the ...","N/A","True","Danish","Midsummer","Denmark, Sweden","Rasmus Heisterberg","N/A","5.9","Carsten Myllerup","07 Feb 2003","Kristian Leth, Laura Christensen, Tuva Novotny, Jon Lange","2003","Drama, Mystery, Thriller","1 win & 4 nominations.","94 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQ1Mzc1MTM0NF5BMl5BanBnXkFtZTYwOTkwNDk5._V1_SX300.jpg","1,754","tt0339385"
"A woman goes home with the best-looking stranger, only to discover she's been kidnapped.","PG-13","True","N/A","Perfect Strangers","N/A","Gaylene Preston","N/A","5.2","Gaylene Preston","26 Feb 2004","Rachael Blake, Robyn Malcolm, Madeleine Sami, Jed Brophy","2003","Drama, Romance, Thriller","N/A","96 min","movie","http://ia.media-imdb.com/images/M/MV5BMTg5MjM4MTQzNF5BMl5BanBnXkFtZTcwODc2MTgyMQ@@._V1_SY264_CR6,0,178,264_.jpg","1,117","tt0325968"
"N/A","PG","True","German","Die wilden Kerle - Alles ist gut, solange du wild bist!","Germany","Joachim Masannek","N/A","4.7","Joachim Masannek","02 Oct 2003","Jimi Blue Ochsenknecht, Raban Bieling, Sarah Kim Gries, Constantin Gastmann","2003","Family","3 wins & 3 nominations.","94 min","movie","http://ia.media-imdb.com/images/M/MV5BMTIyNTQwODQ1M15BMl5BanBnXkFtZTcwMDI0NjU4MQ@@._V1_SX300.jpg","556","tt0376990"
"Kristoffer is a billboard hanger, 24 years old and carefree. When his girlfriend Elisabeth dumps him for the boss of her trend bureau, his life falls into pieces. He feels like a loser. By ...","N/A","True","N/A","Buddy","N/A","Lars Gudmestad, Tom Gulbrandsen (script consultant)","N/A","6.9","Morten Tyldum","29 Aug 2003","Nicolai Cleve Broch, Aksel Hennie, Anders Baasmo Christiansen, Pia Tjelta","2003","Comedy, Drama, Romance","N/A","100 min","movie","http://ia.media-imdb.com/images/M/MV5BMjAzMjIzMzkxOV5BMl5BanBnXkFtZTcwMDkzMjA0MQ@@._V1_SY264_CR5,0,178,264_.jpg","3,209","tt0371589"
"From Miami to Ibiza, HEY DJ chronicles the meteoric rise to Fame of DJ HOUND DOG and the terrible mess he makes of his love life. Featuring an all star cast of the Worlds Greatest DJ's.","N/A","True","N/A","Hey DJ","N/A","James Ricardo","N/A","5.6","Migel Delgado, Jon Jacobs","02 Apr 2005","Jon Jacobs, Charlotte Lewis, Tina Wiseman, Terry Camilleri","2003","Comedy, Drama, Music","N/A","86 min","movie","http://ia.media-imdb.com/images/M/MV5BNjk2OTQzMDM5OF5BMl5BanBnXkFtZTcwNzUxNTcyMQ@@._V1_SX178_.jpg","305","tt0322621"
"In October 1989, the part of the West Berlin borough of Kreuzberg called SO 36, had been largely shut off by the Wall from the rest of the city for 28 years. A lethargic sub-culture of ...","N/A","True","German","Herr Lehmann","Germany","Sven Regener (novel)","N/A","7.2","Leander HauĂmann","02 Oct 2003","Christian Ulmen, Detlev Buck, Katja Danowski, Janek Rieke","2003","Comedy, Drama","4 wins & 5 nominations.","105 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQ2NTc5MTczNF5BMl5BanBnXkFtZTcwNzQ2MDc4MQ@@._V1_SX300.jpg","4,149","tt0322545"
"A poor young woman is recruited by a friendly couple traveling in an RV into becoming part of the dark world of truck stop prostitution.","R","True","English","What Alice Found","USA","A. Dean Bell","62","6.5","A. Dean Bell","26 Jan 2003","Judith Ivey, Bill Raymond, Emily Grace, Jane Lincoln Taylor","2003","Crime, Drama","2 wins & 1 nomination.","96 min","movie","http://ia.media-imdb.com/images/M/MV5BMTYzMzcwODY4NF5BMl5BanBnXkFtZTcwMzY4MzQyMQ@@._V1_SX300.jpg","829","tt0343172"
"When the wife of Detective John Traveller and her lover are executed in bed and John takes the blame, his partner and friend, Detective Matthew Ransom, becomes very upset, affecting his ...","R","True","English","Written in Blood","USA","David Keith Miller","N/A","4.9","John Terlesky","06 Sep 2005","Michael T. Weiss, Peter Coyote, Maureen Flannigan, Steve Rankin","2003","Crime, Drama, Thriller","N/A","91 min","movie","http://ia.media-imdb.com/images/M/MV5BMTI0OTIxMTEwOV5BMl5BanBnXkFtZTcwNjExNTAzMQ@@._V1_SX300.jpg","201","tt0316904"
"The Glamorous Life of Sachiko Hanai is a Pink Film (a Japanese softcore pornography genre). Sachiko Hanai (Emi Kuroda) is a call girl. One day she is caught up in a gunfight and is shot in ...","N/A","True","N/A","The Glamorous Life of Sachiko Hanai","N/A","Takao Nakano","46","5.9","Mitsuru Meike","14 Oct 2003","Kyoko Hayami, Kikujir么 Honda, Yukijir么 Hotaru, Yuichi Ishikawa","2003","Comedy, Drama, Fantasy","N/A","90 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQ1Mjg2OTE3NV5BMl5BanBnXkFtZTYwMTU3Mjk2._V1_SX178_.jpg","550","tt0458227"
"Delhi-based, liberal-thinking, politician-hating Anuradha Sehgal re-locates to Mumbai, finds employment...","A","True","N/A","Satta","N/A","Madhur Bhandarkar, Madhur Bhandarkar","N/A","6.8","Madhur Bhandarkar","07 Feb 2003","Raveena Tandon, Atul Kulkarni, Shri Vallabh Vyas, Govind Namdeo","2003","Crime, Drama","N/A","2 h 33 min","movie","http://ia.media-imdb.com/images/M/MV5BMTUxMzE4OTI4OF5BMl5BanBnXkFtZTcwOTAxMTg4Mw@@._V1_SX300.jpg","328","tt0341562"
"N/A","N/A","True","Danish","Kick'n Rush","Denmark","Aage Rais-Nordentoft, Jesper Wung-Sung","N/A","4.7","Aage Rais-Nordentoft","03 Oct 2003","Jacob Krarup, Marie Bach Hansen, Cyron Melville, Esben Smed Jensen","2003","Comedy, Drama, Family","1 nomination.","96 min","movie","http://ia.media-imdb.com/images/M/MV5BMzUxNjQ2MTA0MF5BMl5BanBnXkFtZTcwMjExMTkyMQ@@._V1_SX300.jpg","340","tt0350485"
"Sanjana lives in a big city along with her husband and two daughters. But things are not quite rosy...","A","True","N/A","Hawa","N/A","Sutanu Gupta, Sutanu Gupta","N/A","3.2","Guddu Dhanoa","04 Jul 2003","Tabu, Shahbaaz Khan, Mukesh Tiwari, Imran Khan","2003","Horror, Thriller","N/A","2 h 9 min","movie","N/A","167","tt0369516"
"To live in the Here and Now, and write poems, that is what Leo wants - unlike the women who fall in love with him.","N/A","True","English","The Favourite Game","Canada","Leonard Cohen (novel), Peter Putka (screenplay)","N/A","5.8","Bernar HĂŠbert","28 Feb 2003","JR Bourne, MichĂ¨le-Barbara Pelletier, Cary Lawrence, Sabine Karsenti","2003","Drama","1 nomination.","N/A","movie","N/A","106","tt0299868"
"A 'sexperienced' fashion photographer and a broken-hearted fashion model take on a journey of fun and sex going to Sagada. Along the way they pick up an amnesia-hit guy starting a chain of conflicts.","N/A","True","Tagalog, Filipino","Sex Drive","Philippines","N/A","N/A","7.5","Robert Quebral","02 Apr 2003","Maui Taylor, Katya Santos, Wendell Ramos, Antonio Aquitania","2003","Comedy, Adventure","N/A","88 min","movie","N/A","45","tt0362138"
"A young women who sets out to find a boyfriend get's more than she bargained for when she falls for a much younger boy.","N/A","True","N/A","Love That Boy","Canada","Jennifer Deyell, Andrea Dorfman","N/A","6.8","Andrea Dorfman","19 Sep 2003","Nadia Litz, Nikki Barnett, Adrien Dixon, P.J. Crosby","2003","N/A","1 nomination.","85 min","movie","N/A","339","tt0328078"
"A real-time dark comedy about a science geek who tangles with a clutch of Russian gangsters after he delivers them the wrong computer disk.","R","True","Spanish","Nicotina","Mexico, Argentina, Spain","Martín Salinas","49","6.7","Hugo Rodríguez","03 Oct 2003","Diego Luna, Lucas Crespi, Norman Sotolongo, Jesús Ochoa","2003","Action, Comedy, Crime","12 wins & 12 nominations.","90 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY5MzQyODkwNl5BMl5BanBnXkFtZTcwMDc3NzYyMQ@@._V1_SX300.jpg","2,724","tt0337930"
"Rajiv Mathur decides to go conditionally steady with fellow collegian, Payal, so that be can be permitted to go on an outing...","PG","True","N/A","Ishq Vishk","N/A","Vinod Ranganathan, Ken Ghosh","N/A","6.1","Ken Ghosh","10 Apr 2003","Shahid Kapoor, Amrita Rao, Shenaz Treasury, Vishal Malhotra","2003","Comedy, Romance","N/A","2 h 14 min","movie","http://ia.media-imdb.com/images/M/MV5BMTI3NDkxNTY0MV5BMl5BanBnXkFtZTcwNjc4NzUyMQ@@._V1_SX300.jpg","2,213","tt0362771"
"Is he the village idiot or a genius in disguise? 17 year old Noi drifts through life on a remote fjord in the north of Iceland. In winter, the fjord is cut off from the outside world, ...","PG-13","True","Icelandic, French","Noi the Albino","Iceland, Germany, UK, Denmark","Dagur Kári","68","7.3","Dagur Kári","28 Feb 2003","Tómas Lemarquis, Þröstur Leó Gunnarsson, Elín Hansdóttir, Anna Friðriksdóttir","2003","Drama","20 wins & 14 nominations.","93 min","movie","http://ia.media-imdb.com/images/M/MV5BMTMxNDk0MDYxNl5BMl5BanBnXkFtZTcwNDYxMTcyMQ@@._V1_SX300.jpg","6,596","tt0351461"
"N/A","N/A","True","English, Korean","Wild Card","South Korea","Man-hui Lee","N/A","6.8","Yoo-jin Kim","16 May 2003","Dong-kun Yang, Jin-yeong Jeong, Chae-young Han, Ju-bong Gi","2003","Action, Crime","N/A","117 min","movie","N/A","243","tt0363211"
"The life of four best friends in Paris: Antoine (a gym school teacher), Jeff (director of a monthly journal), Alex (Jeff's associate in the monthly journal and a Don Juan) and Manu (owner ...","N/A","True","French","Le coeur des hommes","France","Marc Esposito","N/A","6.5","Marc Esposito","02 Apr 2003","Bernard Campan, GĂŠrard Darmon, Jean-Pierre Darroussin, Marc Lavoine","2003","Comedy, Drama, Romance","2 nominations.","100 min","movie","http://ia.media-imdb.com/images/M/MV5BMjA0NTQ2MzM4M15BMl5BanBnXkFtZTgwNjU4OTk1MDE@._V1_SY264_CR10,0,178,264_.jpg","1,148","tt0349225"
"A young snowboarder with talent but no ambition, is introduced to the profession by a professional and Machiavellian snowboarder.","N/A","True","French","Snowboarder","France, Switzerland","Olias Barco (scenario), Julien Sax (scenario), Paolo Rota (scenario), Juliette Goudot (scenario collaborator)","N/A","3.4","Olias Barco","02 Apr 2003","Nicolas Duvauchelle, Grégoire Colin, Juliette Goudot, Jean-Philippe Écoffey","2003","Crime, Drama, Sport","N/A","110 min","movie","http://ia.media-imdb.com/images/M/MV5BMjA3NzExMDg2M15BMl5BanBnXkFtZTcwNTA3NDM3Mg@@._V1_SX300.jpg","463","tt0310164"
"Thomas is a young computer specialist who spends most of his (spare?) time on the net. He logs regularly...","R","True","N/A","3 Blind Mice","N/A","Mikael Ollivier","N/A","4.2","Mathias Ledoux","08 Oct 2003","Edward Furlong, Emilia Fox, Chiwetel Ejiofor, Sara Stewart","2003","Crime, Thriller","N/A","1 h 29 min","movie","http://ia.media-imdb.com/images/M/MV5BMTg3MzY0NzUwN15BMl5BanBnXkFtZTcwNTU4OTQxMQ@@._V1_SX300.jpg","943","tt0324952"
"N/A","R-18","True","N/A","Nympha","N/A","N/A","N/A","5.6","Celso Ad. Castillo","N/A","Maricar De Mesa, John Apacible, Antonio Aquitania, Tirso Cruz III","2003","Drama","N/A","N/A","movie","N/A","18","tt0365574"
"A former FBI agent must stop a madman from setting off a bomb.","R","True","N/A","Detonator","N/A","Herschel Wahlkoch","N/A","4.1","Jonathan Freedman","23 Jan 2005","Randall Batinkoff, Elizabeth Berkley, Stan Shaw, Bokeem Woodbine","2003","Drama, Thriller, Action","N/A","1 h 32 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQ5NTc2NjY5MF5BMl5BanBnXkFtZTcwNjY3MjUyMQ@@._V1_SX300.jpg","331","tt0312617"
"Packard Schmidt is a burnt-out, middle-aged college English professor. In a desperate attempt to restore...","R","True","N/A","Easy Six","N/A","Chris Iovenko, Edward Allen","N/A","4.9","Chris Iovenko","N/A","Julian Sands, Alex Sol, Ruth Williamson, John Savage","2003","Comedy, Drama","N/A","1 h 30 min","movie","http://ia.media-imdb.com/images/M/MV5BMTI1NDA2MTI0OF5BMl5BanBnXkFtZTcwMjE5MjEzMQ@@._V1_SX300.jpg","388","tt0362586"
"CJ is a sexy, cold-blooded assassin who wants to quit the business. She agrees to carry out one last hit, but for the first time in her career as an assassin, she is unable to finish the job.","R","True","English","The Job","USA","Kenny Golde","N/A","4.4","Kenny Golde","13 Jan 2004","Daryl Hannah, Brad Renfro, Dominique Swain, Eric Mabius","2003","Action, Crime, Drama","1 nomination.","83 min","movie","http://ia.media-imdb.com/images/M/MV5BMTQ2NjQxNDIzN15BMl5BanBnXkFtZTcwMDU4MDUyMQ@@._V1_SX300.jpg","758","tt0356764"
"The story of a documentary movie-maker who films the reformation story of three hardened criminals within the prison walls - and in the process, finds redemption in her own life.","N/A","True","Hindi","Three Walls","India","Nagesh Kukunoor","N/A","7.9","Nagesh Kukunoor","01 Aug 2003","Naseeruddin Shah, Jackie Shroff, Juhi Chawla, Nagesh Kukunoor","2003","Crime, Drama","2 wins & 10 nominations.","N/A","movie","http://ia.media-imdb.com/images/M/MV5BMTk2OTcxOTgyN15BMl5BanBnXkFtZTcwOTI1MjMzMQ@@._V1_SX300.jpg","1,220","tt0338490"
"Two failed actors decide to pull a con on a local gangster by pretending to be the people he owes money to.","R","True","English","The Actors","UK, Germany, Ireland","Neil Jordan (story), Conor McPherson (screenplay)","N/A","5.9","Conor McPherson","16 May 2003","Michael Caine, Dylan Moran, Michael Gambon, Lena Headey","2003","Comedy, Crime","4 nominations.","91 min","movie","http://ia.media-imdb.com/images/M/MV5BMjM0NzM0MDQ5OV5BMl5BanBnXkFtZTcwOTk3MDYyMQ@@._V1_SX300.jpg","1,268","tt0307919"
"In a world ravaged by disease, he's the only cure... and the last hope for human-kind.","R","True","English","Absolon","Canada, UK","Brad Mirman","N/A","4.2","David DeBartolomĂŠ","29 Sep 2005","Christopher Lambert, Lou Diamond Phillips, Kelly Brook, Ron Perlman","2003","Sci-Fi, Action, Thriller","N/A","96 min","movie","http://ia.media-imdb.com/images/M/MV5BMTY0ODE4Nzg5OV5BMl5BanBnXkFtZTcwNzM5MDUyMQ@@._V1_SX300.jpg","2,460","tt0300902"
"A Chinese emissary is sent to the Gobi desert to execute a renegade soldier. When a caravan transporting a Buddhist monk and a valuable treasure is threatened by thieves, however, the two warriors might unite to protect the travelers.","R","True","Mandarin, Japanese","Warriors of Heaven and Earth","China, Hong Kong","Ping He, Rui Zhang","54","6.3","Ping He","23 Sep 2003","Wen Jiang, Kiichi Nakai, Xueqi Wang, Wei Zhao","2003","Action, Adventure, Drama","7 wins & 6 nominations.","120 min","movie","http://ia.media-imdb.com/images/M/MV5BMTMxMjQ2MzI3MV5BMl5BanBnXkFtZTcwMjM2NjYyMQ@@._V1_SY264_CR0,0,178,264_.jpg","3,421","tt0374330"
