@ThinkingOfBecki There's an update for that application and it's promising! 😘,Twitter for iPhone,Twitter for iPhone,2013-11-04 15:12:09,Katy Perry
Cybering! http://t.co/RmXBkISjkD,Twitpic,Twitpic,2013-11-04 13:17:06,Katy Perry
Today could not be a better day! I get to hang with @pamyurin &amp; @onedirection on MUSIC STATION in TOKYO! 😩😜💅🍕🍜🎉🍔 🎶🎤,Twitter for iPhone,Twitter for iPhone,2013-11-01 05:07:04,Katy Perry
"Big HAPPY BIRTHDAY to my soul sister RIVKA @sofifii follow her, cause she's basically a mind reader when it comes to tweeting. 🎂🎂🎂",Twitter for iPhone,Twitter for iPhone,2013-10-31 02:45:08,Katy Perry
...And so many opportunities to be a light very soon. Your love &amp; support for the music means the world to me. X,Twitter for iPhone,Twitter for iPhone,2013-10-31 01:37:20,Katy Perry
For that I say THANK YOU. I hope you are enjoying all the colors #PRISM has to offer. I promise to continue to give back...Tour next year...,Twitter for iPhone,Twitter for iPhone,2013-10-31 01:34:42,Katy Perry
GOOD morning! (from TOKYO) I woke up to the news that we are #1 with the #PRISM debut &amp; become the biggest record by a pop female this year!,Twitter for iPhone,Twitter for iPhone,2013-10-31 01:32:42,Katy Perry
"@IDreamOfKaty don't let the clock, the clock tell you what to do! ⌚️",Twitter for iPhone,Twitter for iPhone,2013-10-30 00:51:39,Katy Perry
...AND it's national CAT day😻?! This is too much happiness. I am gonna explode! 😩 #tokyo #cats #💣,Twitter for iPhone,Twitter for iPhone,2013-10-30 00:49:51,Katy Perry
Finally! I'm in my HAPPY place!  KONNICHIWA こんにちわ TOKYO! 😜💘🌻🍄🎈🎃🎎🍟🍕🍔☕️🍪🍜🇯🇵 ILY!!!,Twitter for iPhone,Twitter for iPhone,2013-10-29 23:59:00,Katy Perry
RT @MileyCyrus: Buy @skyferreira album,Twitter for iPhone,Twitter for iPhone,2013-10-29 07:16:56,Katy Perry
"Typically, I hate mornings, but this morning is unlike any other morning! I get to see the @sunriseon7! 20 more min until I'm LIVE on air!",Twitter for iPhone,Twitter for iPhone,2013-10-28 20:15:55,Katy Perry
"@Sia sweetheart I did that for breaky this morning, it's not my 1st rodeo here! 💅",Twitter for iPhone,Twitter for iPhone,2013-10-28 08:19:24,Katy Perry
"AUSSIE AUSSIE AUSSIE, OI OI OI! I'm down under &amp; performing ROAR &amp; UNCONDITIONALLY @xfactor_au tonight! Don't miss it! #PRISM",Twitter for iPhone,Twitter for iPhone,2013-10-28 07:59:45,Katy Perry
@glohudsonperry 👀,Twitter for iPhone,Twitter for iPhone,2013-10-27 11:11:36,Katy Perry
@KPKillerQueen meow!,Twitter for iPhone,Twitter for iPhone,2013-10-27 11:10:56,Katy Perry
@KatysAngelEgg I'm the luckiest momma cat!,Twitter for iPhone,Twitter for iPhone,2013-10-27 11:10:04,Katy Perry
"@lolabridgeta94 thank you, them are kind words.",Twitter for iPhone,Twitter for iPhone,2013-10-27 11:08:05,Katy Perry
@AUBREYPlZZA I was trying to be a human tho! 😩,Twitter for iPhone,Twitter for iPhone,2013-10-27 11:03:07,Katy Perry
This is the lewk of all lewks! 🙌 “@EeshhuhHayniac: @katyperry MAY I HAVE YOUR ATTENTION PLS http://t.co/GBFGdnHWL3”,Twitter for iPhone,Twitter for iPhone,2013-10-27 11:02:05,Katy Perry
An incredible birthday &amp; all ur birthday messages. I saw so MANY of them &amp; my ❤️ was filled with so much ❤️ I have the best friends &amp; fans!,Twitter for iPhone,Twitter for iPhone,2013-10-26 04:16:02,Katy Perry
"Wow. What an incredible day full of 3am starts, different cities, birthday cakes, good friends &amp; drifting in &amp; out of sleep! Thank u for...",Twitter for iPhone,Twitter for iPhone,2013-10-26 04:12:51,Katy Perry
@sofifii spiral city!,Twitter for iPhone,Twitter for iPhone,2013-10-26 04:06:12,Katy Perry
@voguemagazine Thank you! (Chic shoutout!),Twitter for iPhone,Twitter for iPhone,2013-10-25 21:21:28,Katy Perry
Thanks for a GREAT morning LAKEWOOD HIGH! Keep #ROARING! http://t.co/IHL8yO1Fdm,Twitpic,Twitpic,2013-10-25 13:58:01,Katy Perry
Catch me in 5 MINUTES on the teevee performing songs off my NEW album #PRISM: http://t.co/sqdX3h6BsH #KATYonGMA,Twitter for iPhone,Twitter for iPhone,2013-10-25 12:30:49,Katy Perry
GOOD MORNING AMERICA! WAKE UP! Watch me #ROAR w/all the incredibly creative LAKEWOOD HIGH SCHOOL WINNERS starting @ 8am/7am CT! #KATYonGMA,Twitter for iPhone,Twitter for iPhone,2013-10-25 11:17:25,Katy Perry
"The only way to get that wake up face is to put in that high pony tail, bonkay?! #snatched #happybirthdaytome ☕️ 😜",Twitter for iPhone,Twitter for iPhone,2013-10-25 10:35:59,Katy Perry
LAKEWOOD HIGH!!! I hope you've laid out ya outfits &amp; cut the crust off ya sandwiches cause it's almost time to #ROAR! SWEET DREAMS! #GMA 🐯,Twitter for iPhone,Twitter for iPhone,2013-10-25 03:27:31,Katy Perry
@yungskeeter you're kicking things off verrrry nicely indeed friend! 🙌 thnx,Twitter for iPhone,Twitter for iPhone,2013-10-25 03:10:17,Katy Perry
RT @KaceyMusgraves: Girl power ✌️ @katyperry  @teganandsara @elliegoulding @BonnieMcKee @SaraBareilles http://t.co/d45m5Ww6yi,Twitter for iPhone,Twitter for iPhone,2013-10-25 03:09:09,Katy Perry
"Also, I love you KIWIS!!! I'm glad you finally get #PRISM now too, you've been such a great support! xo",Twitter for iPhone,Twitter for iPhone,2013-10-24 23:32:13,Katy Perry
IT'S PRISM DAY DOWN UNDER!!! Can't wait to see you SO soon! Ima comin for you with my #PRISM OZ!!! 🌈🌈🌈,Twitter for iPhone,Twitter for iPhone,2013-10-24 23:31:58,Katy Perry
#Throwbackthursday in my sailor moon dress! http://t.co/NO07CJWLVQ,Twitpic,Twitpic,2013-10-24 21:28:16,Katy Perry
Remember tonight's #WECANSURVIVE show @TheHollywoodBowl STARTS at 7:30pm with @BonnieMcKee kicking the evening off! Don't miss these ladies!,Twitter for iPhone,Twitter for iPhone,2013-10-23 23:21:08,Katy Perry
Tonight's official #WECANSURVIVE poster illustrated by @yaoxiaoart http://t.co/Ba7S8FXLur,Twitpic,Twitpic,2013-10-23 20:35:03,Katy Perry
WHERE MY GIRLS AT?! @BonnieMcKee @KaceyMusgraves @teganandsara @SaraBareilles @EllieGoulding READY FOR #WECANSURVIE @HollywoodBowl ?!,Twitter for iPhone,Twitter for iPhone,2013-10-23 20:28:15,Katy Perry
@yelyahwilliams ur like soy qewt 2 say dat. 😘,Twitter for iPhone,Twitter for iPhone,2013-10-23 06:06:03,Katy Perry
@karlihenriquez love you hina.,Twitter for iPhone,Twitter for iPhone,2013-10-23 06:01:13,Katy Perry
"Also, I stan for my fans! 💅",Twitter for iPhone,Twitter for iPhone,2013-10-23 05:59:50,Katy Perry
Thanks for an INCREDIBLE release everyone! I hope the colors on this record r bursting through ur earbuds like lil dancing rainbows! #PRISM,Twitter for iPhone,Twitter for iPhone,2013-10-23 05:58:49,Katy Perry
@Jayden_Alyssa00 this is a great shot! Shows how prismatic it really is! ✨,Twitter for iPhone,Twitter for iPhone,2013-10-22 19:02:11,Katy Perry
"@katysbum sometimes, I feel like us cat people only understand each other. 🐱",Twitter for iPhone,Twitter for iPhone,2013-10-22 19:00:17,Katy Perry
@0mgk4ty girl you are full #PRISMED,Twitter for iPhone,Twitter for iPhone,2013-10-22 18:59:02,Katy Perry
@nevillebradley 🙊,Twitter for iPhone,Twitter for iPhone,2013-10-22 18:57:57,Katy Perry
@curryswift is this confirmation enough? #PRISM,Twitter for iPhone,Twitter for iPhone,2013-10-22 18:57:36,Katy Perry
@Brewah43 👊,Twitter for iPhone,Twitter for iPhone,2013-10-22 18:56:56,Katy Perry
"@brookiehart there's so many extra goodies in that zinepack, the bell can't ring fast enough!",Twitter for iPhone,Twitter for iPhone,2013-10-22 18:56:23,Katy Perry
@shayoch9 Omg you're a little qewty!,Twitter for iPhone,Twitter for iPhone,2013-10-22 18:55:18,Katy Perry
@daniellelight22 yer welcome. 🎂,Twitter for iPhone,Twitter for iPhone,2013-10-22 18:54:26,Katy Perry
I'll also be doing a Q&amp;A during the show. Send your questions to @MarioLopezExtra w/the hashtag #iHeartKaty! WE'RE GONNA HAVE A PRISM CHAT!,Twitter for iPhone,Twitter for iPhone,2013-10-22 18:53:29,Katy Perry
Bringing u LIVE acoustic performances of my new #PRISM songs @ 9p ET/6p PT TONIGHT! Find out where to listen/watch: http://t.co/1avzGklQK3,Twitter for iPhone,Twitter for iPhone,2013-10-22 18:52:12,Katy Perry
IT'S A PRISMATIC DAY!!!!💫⚡️🎉🎶🌈,Twitter for iPhone,Twitter for iPhone,2013-10-22 16:51:09,Katy Perry
"Thanks for the love about #PRISM I will be back tomorrow to chat some more, especially after you've been able to sit with the record!  😘",Twitter for iPhone,Twitter for iPhone,2013-10-22 05:32:54,Katy Perry
@KatyKatt_Suraya id like to see that please!,Twitter for iPhone,Twitter for iPhone,2013-10-22 05:31:01,Katy Perry
@saris212 Yes! If we are talking medically! Ha! 👀,Twitter for iPhone,Twitter for iPhone,2013-10-22 05:28:46,Katy Perry
"@SweetKatyBird good! Happy to help, be a light.",Twitter for iPhone,Twitter for iPhone,2013-10-22 05:27:18,Katy Perry
@yohkatheryn that's up to your ears darling!,Twitter for iPhone,Twitter for iPhone,2013-10-22 05:26:47,Katy Perry
@CottonCandyKaty OY OY OY!,Twitter for iPhone,Twitter for iPhone,2013-10-22 05:26:24,Katy Perry
@KarolynaDiaz so basically my birthday is all about you guys this year!,Twitter for iPhone,Twitter for iPhone,2013-10-22 05:25:53,Katy Perry
@KarolynaDiaz I will sing to the winners of the #ROAR high school contest at 6am (👀) in Denver and then head to AUSTRALIA!,Twitter for iPhone,Twitter for iPhone,2013-10-22 05:25:20,Katy Perry
@maayansharvit You're welcome. Self love is such an import foundation to have before falling in love.,Twitter for iPhone,Twitter for iPhone,2013-10-22 05:17:49,Katy Perry
@777candygirl777 I wrote This Moment in 1 day it took me 5 months to finish Choose Your Battles. Some come out like waterfalls others drip!,Twitter for iPhone,Twitter for iPhone,2013-10-22 05:16:41,Katy Perry
@theprismcess I was influenced to write it after discovering a bunch of people roller skating to deep house in Central Park this summer!,Twitter for iPhone,Twitter for iPhone,2013-10-22 05:14:30,Katy Perry
@mserthal it's my 3rd album (why are ppl saying this) &amp; I wrote about 26 songs or so for the record &amp; not all of them fit! Best ones made it,Twitter for iPhone,Twitter for iPhone,2013-10-22 05:12:34,Katy Perry
@camisp_ I have a few great ideas BUT... I will take submissions?!?!,Twitter for iPhone,Twitter for iPhone,2013-10-22 05:09:46,Katy Perry
"@lucasgaldin I wrote ""we could be legendary lovers"" in an email and from the moment I wrote it I knew it was going to be a song!",Twitter for iPhone,Twitter for iPhone,2013-10-22 05:08:42,Katy Perry
"@katyskettle Unconditionally, of course!",Twitter for iPhone,Twitter for iPhone,2013-10-22 05:05:27,Katy Perry
@prixy_mtz it's inspired by owning up to my part of the responsibility in a situation.,Twitter for iPhone,Twitter for iPhone,2013-10-22 05:04:25,Katy Perry
@niggasperry with my friends... 💅,Twitter for iPhone,Twitter for iPhone,2013-10-22 05:00:24,Katy Perry
"It's about my muse, a present day Penny Lane, @miamoretti “@kaksperry: @katyperry what or who inspired International Smile? 2323”",Twitter for iPhone,Twitter for iPhone,2013-10-22 04:56:25,Katy Perry
@zennnnaaa it's like someone falling in love with a witch! Influenced by the movie The Craft!,Twitter for iPhone,Twitter for iPhone,2013-10-22 04:52:41,Katy Perry
@emileewright23 best pumpkin ever!,Twitter for iPhone,Twitter for iPhone,2013-10-22 04:49:18,Katy Perry
@KatyisSmurfy finally an INVITE!,Twitter for iPhone,Twitter for iPhone,2013-10-22 04:48:51,Katy Perry
"@dadehoward I read the book ""The Power of Now"" and that's what inspired it... With a romantic twist!",Twitter for iPhone,Twitter for iPhone,2013-10-22 04:46:28,Katy Perry
@KyleDSaavedra I will be physically closer to you than I was on the last...,Twitter for iPhone,Twitter for iPhone,2013-10-22 04:42:59,Katy Perry
@KatyCatKrystal caught.,Twitter for iPhone,Twitter for iPhone,2013-10-22 04:41:41,Katy Perry
@ItsLittleMartha I refuse to talk about this until hover boards actually exist.,Twitter for iPhone,Twitter for iPhone,2013-10-22 04:41:13,Katy Perry
"@KatysDoritos my OG crew, our parties &amp; my hometown SANTA BARBARA! Even my favorite taco joint gets a shout out!",Twitter for iPhone,Twitter for iPhone,2013-10-22 04:40:19,Katy Perry
"@pendejabardera self reflection, love &amp; light...",Twitter for iPhone,Twitter for iPhone,2013-10-22 04:37:33,Katy Perry
@rosenilsou I just shot it in London last week...,Twitter for iPhone,Twitter for iPhone,2013-10-22 04:35:42,Katy Perry
"@hackensucks that everyone can identify with a song on the record, there's something for everyone! #somanycolors",Twitter for iPhone,Twitter for iPhone,2013-10-22 04:35:17,Katy Perry
I love all my babies but this one is SHINING!!! “@gottabesheerio: @katyperry do you like this album more than the others?”,Twitter for iPhone,Twitter for iPhone,2013-10-22 04:34:17,Katy Perry
"@ismaellgarcia acceptance is the key to be, to be truly free. #letthelightin",Twitter for iPhone,Twitter for iPhone,2013-10-22 04:33:43,Katy Perry
@milegendz because it's my FAVORITE one on the record &amp; the message is so universal but diverse about the subject of Love.,Twitter for iPhone,Twitter for iPhone,2013-10-22 04:30:53,Katy Perry
@alexskarev this was actually the most fun I've ever had making a record because i had no rules &amp; no timeline just complete freedom!,Twitter for iPhone,Twitter for iPhone,2013-10-22 04:29:30,Katy Perry
@LadyCrystalB I think I'm living the most present &amp; aware I have ever lived &amp; that made this time even better. Maybe I've finally grown up?,Twitter for iPhone,Twitter for iPhone,2013-10-22 04:27:26,Katy Perry
"Mariah Carey, Prince &amp; Wendy &amp; Lisa! Oh, and ya know 😜 “@Katyspad: @katyperry who inspired birthday ;)”",Twitter for iPhone,Twitter for iPhone,2013-10-22 04:24:39,Katy Perry
@xCallMeChrissyx I feel like it represents so many different sides of me but is the most lyrically dense/vulnerable record I've made so far.,Twitter for iPhone,Twitter for iPhone,2013-10-22 04:22:05,Katy Perry
"@ArianaStylesss I wrote and recorded the first song back ""By the Grace of God"" Nov, 2012. MOST of the record was written spring 2013 though.",Twitter for iPhone,Twitter for iPhone,2013-10-22 04:20:23,Katy Perry
"Shall we do a Q &amp; A about #PRISM right now?! OK, here we go!",Twitter for iPhone,Twitter for iPhone,2013-10-22 04:17:51,Katy Perry
#PRISM IS OUT!!! http://t.co/WqiTPLlU1U,Twitter for iPhone,Twitter for iPhone,2013-10-22 04:00:05,Katy Perry
RT @katysbabygirl: 'twas the night before prism and all through the fanbase every katycat was fangurling on their twitter accounts @katyper…,Twitter for iPhone,Twitter for iPhone,2013-10-22 03:20:06,Katy Perry
1 HOUR TILL #PRISM #LETTHELIGHTIN,Twitter for iPhone,Twitter for iPhone,2013-10-22 03:02:02,Katy Perry
This how we do! “@NicoTheKatyCat: #PRISM has reached post number # 1 on iTunes UK in just 15 minutes! #GetPrismed #slaytyperry”,Twitter for iPhone,Twitter for iPhone,2013-10-22 00:18:32,Katy Perry
I LOVE THIS! #GETPRISMED “@katymyhaven: @katyperry I'll be the happiest person if you look what we made for you http://t.co/BZE9MYU7kt ):”,Twitter for iPhone,Twitter for iPhone,2013-10-22 00:16:51,Katy Perry
BEAUTIFUL WILDFLOWERS! “@JorgeBaker: @katyperry I really want to know what will grow! http://t.co/HAPIAZtysP”,Twitter for iPhone,Twitter for iPhone,2013-10-22 00:14:31,Katy Perry
"🙌 “@matty_zee: My day just got a whole lot better, coming home to this!!! @katyperry #prism http://t.co/MVKixpbgbB”",Twitter for iPhone,Twitter for iPhone,2013-10-22 00:11:57,Katy Perry
"Aww glad I could help. “@KatyCatZilla: @katyperry Your album Prism is just flawless, it got me through a really bad day today!”",Twitter for iPhone,Twitter for iPhone,2013-10-22 00:10:31,Katy Perry
😘 “@r0ckmekaty: #PRISM is #1 on iTunes in Brazil mom!!! @katyperry so proud of u and i love u so much”,Twitter for iPhone,Twitter for iPhone,2013-10-22 00:00:17,Katy Perry
@Luvyameanit1217 thank you darlin.,Twitter for iPhone,Twitter for iPhone,2013-10-21 23:58:45,Katy Perry
This is adorie. “@meowwdison: Breaking the cupcake piggy bank to buy #prism! @katyperry 🐷💰💝 http://t.co/9Un3hzKgK5”,Twitter for iPhone,Twitter for iPhone,2013-10-21 23:57:07,Katy Perry
Happy #PRISM eve USA!!! Ready for the colors to hit your ears?! I'm gonna stay up till it drops &amp; have a chat with you on here about it!,Twitter for iPhone,Twitter for iPhone,2013-10-21 22:18:35,Katy Perry
"...Phillipines, Poland, Portugal, Singapore, Taiwan and UK! #PRISM",Twitter for iPhone,Twitter for iPhone,2013-10-21 13:24:41,Katy Perry
"HAPPY #PRISM MONDAY TO: Belgium, China, Czech Republic, Denmark, France, Greece, Hungary, India, Indonesia, Korea, Malaysia, Norway…",Twitter for iPhone,Twitter for iPhone,2013-10-21 13:24:08,Katy Perry
TWO MORE DAYS TILL #PRISM http://t.co/sqdX3h6BsH,web,web,2013-10-20 17:35:00,Katy Perry
😘😘😘 “@Alvin_Koopa: So glad I pre-ordered @katyperry album! I'm loving every single song! You rock Katy! Love you loads :D”,Twitter for iPhone,Twitter for iPhone,2013-10-20 15:05:56,Katy Perry
@lexyauditore don't get too used to it honey! 😘,Twitter for iPhone,Twitter for iPhone,2013-10-20 15:05:08,Katy Perry
Welcome to the family boo! “@kease_it_RAW: Is it wrong tht I like @katyperry . I'm pretty sure she will like me”,Twitter for iPhone,Twitter for iPhone,2013-10-20 15:03:46,Katy Perry
🐯🐯🐯 “@KatysKing: @katyperry what song are you performing on XFACTOR tonight Kate?”,Twitter for iPhone,Twitter for iPhone,2013-10-20 15:00:43,Katy Perry
@Chris__Kirby thank you!,Twitter for iPhone,Twitter for iPhone,2013-10-20 14:56:27,Katy Perry
"Noy, it's about my MUSE @miamoretti “@KatysBestFrwend: who else thinks @katyperry wrote INTERNATIONAL SMILE about herself ?! :)”",Twitter for iPhone,Twitter for iPhone,2013-10-20 14:56:14,Katy Perry
THREE MORE DAYS TILL #PRISM http://t.co/sqdX3h6BsH,web,web,2013-10-19 23:31:04,Katy Perry
"Specifically, obviously! “@katyslildancer: @katyperry you do love Mexico right? You say Mexico in a Prism song 💕😍”",Twitter for iPhone,Twitter for iPhone,2013-10-19 14:32:45,Katy Perry
"Lucky Lee! “@lee_cook: @katyperry sssshhh, it came 2 days early.....!! http://t.co/JX1EPy2j22”",Twitter for iPhone,Twitter for iPhone,2013-10-19 14:32:08,Katy Perry
🙌 “@ConorHughess: @katyperry I've preordered it!!!!!!”,Twitter for iPhone,Twitter for iPhone,2013-10-19 14:29:08,Katy Perry
The #UNCONDITIONALLY lyric video is starring Janell Shirtcliff &amp; Erika Linder. Directed by Aya Tanimura! Love these ladies!!!,Twitter for iPhone,Twitter for iPhone,2013-10-19 02:00:38,Katy Perry
Wanna learn the lyrics to my second single #UNCONDITIONALLY? This one is about all kinds of love: http://t.co/Inbr06GdIe,web,web,2013-10-19 00:20:02,Katy Perry
RT @iTunes: .@katyperry explodes in a riot of color on PRISM. Listen now on First Play. #iTunesRadio (US only) http://t.co/XZGGqHUpap,Twitter Web Client,Twitter Web Client,2013-10-18 23:48:32,Katy Perry
You can also get EXCLUSIVE merch by pre-ordering #PRISM here: http://t.co/8cwCyT8UTB. The #ROAR jacket is my fave! #FourDaysTillPRISM,web,web,2013-10-18 18:59:10,Katy Perry
TUNE INTO GMA RIGHT NOW! THE #ROAR HIGH SCHOOL CONTEST IS ABOUT TO BE REVEALED!!!!!!!!! #GMA,Twitter for iPhone,Twitter for iPhone,2013-10-18 11:58:07,Katy Perry
This is a good system. “@TheKatyCatLife: @katyperry Everytime you tweet I have an alarm and I wake up to start tweeting you.”,Twitter for iPhone,Twitter for iPhone,2013-10-18 10:40:41,Katy Perry
