"tt0993846","The Wolf of Wall Street","8.7","180 mins.","Martin Scorsese","Leonardo DiCaprio;Jonah Hill;Margot Robbie","Biography;Comedy;Crime;Drama","Based on the true story of Jordan Belfort, from his rise to a wealthy stockbroker living the high life to his fall involving crime, corruption and the federal government."
"tt2229499","Don Jon","6.9","90 mins.","Joseph Gordon-Levitt","Joseph Gordon-Levitt;Scarlett Johansson;Julianne Moore","Comedy;Drama;Romance","A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love."
"tt1798709","Her","8.6","126 mins.","Spike Jonze","Joaquin Phoenix;Amy Adams;Scarlett Johansson","Comedy;Drama;Romance;Sci-Fi","A lonely writer develops an unlikely relationship with his newly purchased operating system that's designed to meet his every need."
"tt2024544","12 Years a Slave","8.6","134 mins.","Steve McQueen","Chiwetel Ejiofor;Michael K. Williams;Michael Fassbender","Biography;Drama;History","In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery."
"tt1937390","Nymphomaniac: Volume 1","7.7","122 mins.","Lars von Trier","Charlotte Gainsbourg;Stellan SkarsgÃ¥rd;Stacy Martin","Drama","A self-diagnosed nymphomaniac recounts her erotic experiences to the man who saved her after a beating."
"tt1392214","Prisoners","8.1","153 mins.","Denis Villeneuve","Hugh Jackman;Jake Gyllenhaal;Viola Davis","Crime;Drama;Thriller","When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts. But just how far will this desperate father go to protect his family?"
"tt1723121","We're the Millers","7.1","110 mins.","Rawson Marshall Thurber","Jason Sudeikis;Jennifer Aniston;Emma Roberts","Comedy;Crime","A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico."
"tt1661382","Grudge Match","7.0","113 mins.","Peter Segal","Robert De Niro;Sylvester Stallone;Kim Basinger","Comedy;Sport","A pair of aging boxing rivals are coaxed out of retirement to fight one final bout -- 30 years after their last match."
"tt1535108","Elysium","6.7","109 mins.","Neill Blomkamp","Matt Damon;Jodie Foster;Sharlto Copley","Action;Drama;Sci-Fi;Thriller","In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds."
"tt0770828","Man of Steel","7.4","143 mins.","Zack Snyder","Henry Cavill;Amy Adams;Michael Shannon","Action;Adventure;Fantasy;Sci-Fi","A young itinerant worker is forced to confront his secret extrastellar origin when Earth is invaded by members of his own race."
"tt1924396","The Best Offer","7.8","131 mins.","Giuseppe Tornatore","Geoffrey Rush;Jim Sturgess;Sylvia Hoeks","Crime;Drama;Mystery;Romance","A master auctioneer becomes obsessed with an extremely reclusive heiress who collects fine art."
"tt1454468","Gravity","8.3","91 mins.","Alfonso CuarÃ³n","Sandra Bullock;George Clooney;Ed Harris","Drama;Sci-Fi;Thriller","A medical engineer and an astronaut work together to survive after an accident leaves them adrift in space."
"tt1690953","Despicable Me 2","7.6","98 mins.","Pierre Coffin","Chris Renaud;Steve Carell;Kristen Wiig;Benjamin Bratt","Animation;Adventure;Comedy;Crime;Family;Sci-Fi","Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal."
"tt1538403","The Mortal Instruments: City of Bones","6.0","130 mins.","Harald Zwart","Lily Collins;Jamie Campbell Bower;Robert Sheehan","Action;Adventure;Drama;Fantasy;Mystery;Romance","When her mother disappears, Clary Fray learns that she descends from a line of warriors who protect our world from demons. She joins forces with others like her and heads into a dangerous alternate New York called Downworld."
"tt1981115","Thor: The Dark World","7.6","112 mins.","Alan Taylor","Chris Hemsworth;Natalie Portman;Tom Hiddleston","Action;Adventure;Fantasy","When Jane Foster is possessed by a great power, Thor must protect her from a new threat of old times: the Dark Elves."
"tt1343092","The Great Gatsby","7.3","143 mins.","Baz Luhrmann","Leonardo DiCaprio;Carey Mulligan;Joel Edgerton","Drama;Romance","A Midwestern war veteran finds himself drawn to the past and lifestyle of his millionaire neighbor."
"tt1245492","This Is the End","6.9","107 mins.","Evan Goldberg","Seth Rogen;James Franco;Jonah Hill;Seth Rogen","Comedy;Fantasy","While attending a party at James Franco's house, Seth Rogen, Jay Baruchel and many other celebrities are faced with the apocalypse."
"tt1322269","August: Osage County","7.4","121 mins.","John Wells","Meryl Streep;Dermot Mulroney;Julia Roberts","Comedy;Drama","A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Oklahoma house they grew up in, and to the dysfunctional woman who raised them."
"tt1210819","The Lone Ranger","6.6","149 mins.","Gore Verbinski","Johnny Depp;Armie Hammer;William Fichtner","Action;Adventure;Western","Native American warrior Tonto recounts the untold tales that transformed John Reid, a man of the law, into a legend of justice."
"tt1206543","Out of the Furnace","7.0","116 mins.","Scott Cooper","Christian Bale;Casey Affleck;Zoe Saldana","Crime;Drama;Thriller","When Rodney Baze mysteriously disappears and law enforcement doesn't follow through fast enough, his older brother, Russell, takes matters into his own hands to find justice."
"tt1939659","Carrie","6.2","100 mins.","Kimberly Peirce","ChloÃ« Grace Moretz;Julianne Moore;Gabriella Wilde","Drama;Horror","A reimagining of the classic horror tale about Carrie White, a shy girl outcast by her peers and sheltered by her deeply religious mother, who unleashes telekinetic terror on her small town after being pushed too far at her senior prom."
"tt1327773","Lee Daniels' The Butler","7.0","132 mins.","Lee Daniels","Forest Whitaker;Oprah Winfrey;John Cusack","Biography;Drama","As Cecil Gaines serves eight presidents during his tenure as a butler at the White House, the civil rights movement, Vietnam, and other major events affect this man's life, family, and American society."
"tt1670345","Now You See Me","7.3","115 mins.","Louis Leterrier","Jesse Eisenberg;Common;Mark Ruffalo","Crime;Mystery;Thriller","An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money."
"tt1430132","The Wolverine","6.8","126 mins.","James Mangold","Hugh Jackman;Will Yun Lee;Tao Okamoto","Action;Adventure;Fantasy;Sci-Fi","When Wolverine is summoned to Japan by an old acquaintance, he is embroiled in a conflict that forces him to confront his own demons."
"tt2194499","About Time","7.8","123 mins.","Richard Curtis","Domhnall Gleeson;Rachel McAdams;Bill Nighy","Drama;Fantasy;Romance","At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think."
"tt1650554","Kick-Ass 2","6.8","103 mins.","Jeff Wadlow","Aaron Taylor-Johnson;ChloÃ« Grace Moretz;Christopher Mintz-Plasse","Action;Comedy;Crime","The costumed high-school hero Kick-Ass joins with a group of normal citizens who have been inspired to fight crime in costume. Meanwhile, the Red Mist plots an act of revenge that will affect everyone Kick-Ass knows."
"tt1457767","The Conjuring","7.6","112 mins.","James Wan","Patrick Wilson;Vera Farmiga;Ron Livingston","Horror;Thriller","Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse."
"tt1762399","Walking with Dinosaurs 3D","5.0","87 mins.","Barry Cook","Neil Nightingale;Charlie Rowe;Karl Urban;Angourie Rice","Animation;Adventure;Family","See and feel what it was like when dinosaurs ruled the Earth, in a story where an underdog dino triumphs to become a hero for the ages."
"tt1854564","Percy Jackson: Sea of Monsters","5.9","106 mins.","Thor Freudenthal","Logan Lerman;Alexandra Daddario;Brandon T. Jackson","Adventure;Family;Fantasy","In order to restore their dying safe haven, the son of Poseidon and his friends embark on a quest to the Sea of Monsters to find the mythical Golden Fleece while trying to stop an ancient evil from rising."
"tt1411250","Riddick","6.5","119 mins.","David Twohy","Vin Diesel;Karl Urban;Katee Sackhoff","Action;Sci-Fi;Thriller","Left for dead on a sun-scorched planet, Riddick finds himself up against an alien race of predators. Activating an emergency beacon alerts two ships: one carrying a new breed of mercenary, the other captained by a man from Riddick's past."
"tt1833673","Dhoom: 3","6.2","172 mins.","Vijay Krishna Acharya","Aamir Khan;Katrina Kaif;Abhishek Bachchan","Action;Crime;Thriller","To avenge his father's death, a circus entertainer trained in magic and acrobatics turns thief to take down a corrupt bank in Chicago. Two cops from Mumbai are assigned to the case."
"tt2404311","The Family","6.4","111 mins.","Luc Besson","Robert De Niro;Michelle Pfeiffer;Dianna Agron","Comedy;Crime;Thriller","The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the witness protection program, where fitting in soon becomes challenging as their old habits die hard."
"tt1663662","Pacific Rim","7.2","131 mins.","Guillermo del Toro","Idris Elba;Charlie Hunnam;Rinko Kikuchi","Action;Adventure;Sci-Fi","As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse."
"tt2017038","All Is Lost","7.2","106 mins.","J.C. Chandor","Robert Redford","Action;Adventure;Drama","After a collision with a shipping container at sea, a resourceful sailor finds himself, despite all efforts to the contrary, staring his mortality in the face."
"tt1905041","Fast & Furious 6","7.2","130 mins.","Justin Lin","Vin Diesel;Paul Walker;Dwayne Johnson","Action;Crime;Thriller","Hobbs has Dom and Brian reassemble their crew in order to take down a mastermind who commands an organization of mercenary drivers across 12 countries. Payment? Full pardons for them all."
"tt2191701","Grown Ups 2","5.4","101 mins.","Dennis Dugan","Adam Sandler;Kevin James;Chris Rock","Comedy","After moving his family back to his hometown to be with his friends and their kids, Lenny finds out that between old bullies, new bullies, schizo bus drivers, drunk cops on skis, and 400 costumed party crashers sometimes crazy follows you."
"tt1272878","2 Guns","6.8","109 mins.","Baltasar KormÃ¡kur","Denzel Washington;Mark Wahlberg;Paula Patton","Action;Comedy;Crime;Drama;Thriller","A DEA agent and a naval intelligence officer find themselves on the run after a botched attempt to infiltrate a drug cartel. While fleeing, they learn the secret of their shaky alliance: Neither knew that the other was an undercover agent."
"tt2042568","Inside Llewyn Davis","8.0","104 mins.","Ethan Coen","Joel Coen;Oscar Isaac;Carey Mulligan;John Goodman","Drama;Music","A week in the life of a young singer as he navigates the Greenwich Village folk scene of 1961."
"tt2364841","Runner Runner","5.5","91 mins.","Brad Furman","Ben Affleck;Justin Timberlake;Gemma Arterton","Crime;Drama;Thriller","When a poor college student who cracks an online poker game goes bust, he arranges a face-to-face with the man he thinks cheated him, a sly offshore entrepreneur."
"tt1408101","Star Trek Into Darkness","7.9","132 mins.","J.J. Abrams","Chris Pine;Zachary Quinto;Zoe Saldana","Action;Adventure;Sci-Fi","After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction."
"tt1408101","Star Trek Into Darkness","7.9","132 mins.","J.J. Abrams","Chris Pine;Zachary Quinto;Zoe Saldana","Action;Adventure;Sci-Fi","After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction."
"tt2226417","Insidious: Chapter 2","6.7","106 mins.","James Wan","Patrick Wilson;Rose Byrne;Barbara Hershey","Horror;Thriller","The haunted Lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world."
"tt1727388","The Way Way Back","7.5","103 mins.","Nat Faxon","Jim Rash;Steve Carell;Toni Collette;Allison Janney","Comedy;Drama","Shy 14-year-old Duncan goes on summer vacation with his mother, her overbearing boyfriend, and her boyfriend's daughter. Having a rough time fitting in, Duncan finds an unexpected friend in Owen, manager of the Water Wizz water park."
"tt1300854","Iron Man 3","7.4","130 mins.","Shane Black","Robert Downey Jr.;Guy Pearce;Gwyneth Paltrow","Action;Adventure;Fantasy;Sci-Fi","When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution."
"tt1213663","The World's End","7.1","109 mins.","Edgar Wright","Simon Pegg;Nick Frost;Martin Freeman","Action;Comedy;Sci-Fi","Five friends who reunite in an attempt to top their epic pub crawl from 20 years earlier unwittingly become humankind's only hope for survival."
"tt2234155","The Internship","6.3","119 mins.","Shawn Levy","Vince Vaughn;Owen Wilson;Rose Byrne","Comedy","Two salesmen whose careers have been torpedoed by the digital age find their way into a coveted internship at Google, where they must compete with a group of young, tech-savvy geniuses for a shot at employment."
"tt1535109","Captain Phillips","8.1","134 mins.","Paul Greengrass","Tom Hanks;Barkhad Abdi;Barkhad Abdirahman","Adventure;Biography;Drama;Thriller","The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years."
"tt1588173","Warm Bodies","7.0","98 mins.","Jonathan Levine","Nicholas Hoult;Teresa Palmer;John Malkovich","Comedy;Horror;Romance","After a highly unusual zombie saves a still-living girl from an attack, the two form a relationship that sets in motion events that might transform the entire lifeless world."
"tt2404463","The Heat","6.7","117 mins.","Paul Feig","Sandra Bullock;Michael McDonald;Melissa McCarthy","Action;Comedy;Crime","An uptight FBI Special Agent is paired with a foul-mouthed Boston cop to take down a ruthless drug lord."
"tt1204975","Last Vegas","6.9","105 mins.","Jon Turteltaub","Robert De Niro;Michael Douglas;Morgan Freeman","Comedy","Three sixty-something friends take a break from their day-to-day lives to throw a bachelor party in Las Vegas for their last remaining single pal."
"tt2278871","Blue Is the Warmest Color","8.1","179 mins.","Abdellatif Kechiche","LÃ©a Seydoux;AdÃ¨le Exarchopoulos;Salim Kechiouche","Drama;Romance","Adele's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire, to assert herself as a woman and as an adult. In front of others, Adele grows, seeks herself, loses herself, finds herself."
"tt1714206","The Spectacular Now","7.5","95 mins.","James Ponsoldt","Miles Teller;Shailene Woodley;Kyle Chandler","Comedy;Drama;Romance","A hard-partying high school senior's philosophy on life changes when he meets the not-so-typical ""nice girl."""
"tt2304771","Mandela: Long Walk to Freedom","7.0","141 mins.","Justin Chadwick","Idris Elba;Naomie Harris;Terry Pheto","Biography;Drama;History","A chronicle of Nelson Mandela's life journey from his childhood in a rural village through to his inauguration as the first democratically elected president of South Africa."
"tt0816711","World War Z","7.1","116 mins.","Marc Forster","Brad Pitt;Mireille Enos;Daniella Kertesz","Action;Adventure;Horror;Sci-Fi;Thriller","United Nations employee Gerry Lane traverses the world in a race against time to stop the Zombie pandemic that is toppling armies and governments, and threatening to destroy humanity itself."
"tt1731141","Ender's Game","7.2","114 mins.","Gavin Hood","Harrison Ford;Asa Butterfield;Hailee Steinfeld","Action;Adventure;Sci-Fi","Young Ender Wiggin is recruited by the International Military to lead the fight against the Formics, a genocidal alien race which nearly annihilated the human race in a previous invasion."
"tt2071550","Open Grave","6.3","102 mins.","Gonzalo LÃ³pez-Gallego","Sharlto Copley;Joseph Morgan;Thomas Kretschmann","Horror;Mystery;Thriller","A man wakes up in the wilderness, in a pit full of dead bodies, with no memory and must determine if the murderer is one of the strangers who rescued him, or if he himself is the killer."
"tt1821694","Red 2","6.7","116 mins.","Dean Parisot","Bruce Willis;Helen Mirren;John Malkovich","Action;Comedy;Crime;Thriller","Retired C.I.A. agent Frank Moses reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device."
"tt1333125","Movie 43","4.4","94 mins.","Elizabeth Banks","Steven Brill;Emma Stone;Stephen Merchant;Richard Gere","Comedy","A series of interconnected short films follows a washed-up producer as he pitches insane story lines featuring some of the biggest stars in Hollywood."
"tt0790636","Dallas Buyers Club","8.0","117 mins.","Jean-Marc VallÃ©e","Matthew McConaughey;Jennifer Garner;Jared Leto","Biography;Drama;History","In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is himself diagnosed with the disease."
"tt2334879","White House Down","6.4","131 mins.","Roland Emmerich","Channing Tatum;Jamie Foxx;Maggie Gyllenhaal","Action;Drama;Thriller","While on a tour of the White House with his young daughter, a Capitol policeman springs into action to save his child and protect the president from a heavily armed group of paramilitary invaders."
"tt1453405","Monsters University","7.5","104 mins.","Dan Scanlon","Billy Crystal;John Goodman;Steve Buscemi","Animation;Adventure;Comedy;Family;Fantasy","A look at the relationship between Mike and Sulley during their days at Monsters University -- when they weren't necessarily the best of friends."
"tt2302755","Olympus Has Fallen","6.5","119 mins.","Antoine Fuqua","Gerard Butler;Aaron Eckhart;Morgan Freeman","Action;Thriller","Disgraced former Presidential guard Mike Banning finds himself trapped inside the White House in the wake of a terrorist attack; using his inside knowledge, Banning works with national security to rescue the President from his kidnappers."
"tt1980209","Pain & Gain","6.5","129 mins.","Michael Bay","Mark Wahlberg;Dwayne Johnson;Anthony Mackie","Action;Comedy;Crime;Drama","A trio of bodybuilders in Florida get caught up in an extortion ring and a kidnapping scheme that goes terribly wrong."
"tt2011276","The Banshee Chapter","5.3","87 mins.","Blair Erickson","Katia Winter;Ted Levine;Michael McMillian","Horror;Thriller","Journalist Anne Roland explores the disturbing links behind her friend's sudden disappearance, an ominous government research chemical, and a disturbing radio broadcast of unknown origin."
"tt0481499","The Croods","7.3","98 mins.","Kirk De Micco","Chris Sanders;Nicolas Cage;Ryan Reynolds;Emma Stone","Animation;Adventure;Comedy;Family;Fantasy","After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy."
"tt2334649","Fruitvale Station","7.6","85 mins.","Ryan Coogler","Michael B. Jordan;Melonie Diaz;Octavia Spencer","Biography;Drama","The purportedly true story of Oscar Grant III, a 22-year-old Bay Area resident, who crosses paths with friends, enemies, family, and strangers on the last day of 2008."
"tt1623205","Oz the Great and Powerful","6.5","130 mins.","Sam Raimi","James Franco;Michelle Williams;Rachel Weisz","Adventure;Family;Fantasy","A small-time magician is swept away to an enchanted land and is forced into a power struggle between three witches."
"tt2458106","Ninja: Shadow of a Tear","6.3","95 mins.","Isaac Florentine","Scott Adkins;Ron Smoorenburg;Vithaya Pansringarm","Action;Crime;Thriller","Ninjitsu master Casey is back and out for revenge when his pregnant wife is murdered."
"tt1483013","Oblivion","7.0","124 mins.","Joseph Kosinski","Tom Cruise;Morgan Freeman;Andrea Riseborough","Action;Adventure;Mystery;Sci-Fi","A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself."
"tt2431286","Philomena","7.9","98 mins.","Stephen Frears","Judi Dench;Steve Coogan;Sophie Kennedy Clark","Drama","A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent."
"tt2609758","Tyler Perry's A Madea Christmas","3.9","100 mins.","Tyler Perry","Tyler Perry;Chad Michael Murray;Tika Sumpter","Comedy;Drama","Madea dispenses her unique form of holiday spirit on rural town when she's coaxed into helping a friend pay her daughter a surprise visit in the country for Christmas."
"tt1211956","Escape Plan","7.1","115 mins.","Mikael HÃ¥fstrÃ¶m","Sylvester Stallone;Arnold Schwarzenegger;50 Cent","Action;Mystery;Thriller","When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside."
"tt1426329","Lovelace","6.1","93 mins.","Rob Epstein","Jeffrey Friedman;Amanda Seyfried;James Franco;Peter Sarsgaard","Biography;Drama","The story of Linda Lovelace, who is used and abused by the porn industry at the behest of her coercive husband, before taking control of her life."
"tt3063516","Jackass Presents: Bad Grandpa","6.8","92 mins.","Jeff Tremaine","Johnny Knoxville;Jackson Nicoll;Greg Harris","Comedy","86-year-old Irving Zisman takes a trip from Nebraska to North Carolina to take his 8 year-old grandson, Billy, back to his real father."
"tt1351685","Jack the Giant Slayer","6.3","114 mins.","Bryan Singer","Nicholas Hoult;Stanley Tucci;Ewan McGregor","Adventure;Fantasy","The ancient war between humans and a race of giants is reignited when Jack, a young farmhand fighting for a kingdom and the love of a princess, opens a gateway between the two worlds."
"tt0816442","The Book Thief","7.6","131 mins.","Brian Percival","Sophie NÃ©lisse;Geoffrey Rush;Emily Watson","Drama;War","While subjected to the horrors of World War II Germany, young Liesel finds solace by stealing books and sharing them with others. Under the stairs in her home, a Jewish refugee is being sheltered by her adoptive parents."
"tt1559547","Beautiful Creatures","6.1","124 mins.","Richard LaGravenese","Alice Englert;Viola Davis;Emma Thompson","Drama;Fantasy;Romance","Ethan longs to escape his small Southern town. He meets a mysterious new girl, Lena. Together, they uncover dark secrets about their respective families, their history and their town."
"tt1602613","Only God Forgives","5.9","90 mins.","Nicolas Winding Refn","Ryan Gosling;Kristin Scott Thomas;Vithaya Pansringarm","Crime;Drama;Thriller","Julian, a drug-smuggler thriving in Bangkok's criminal underworld, sees his life get even more complicated when his mother compels him to find and kill whoever is responsible for his brother's recent death."
"tt1691917","Planes","5.6","91 mins.","Klay Hall","Carlos Alazraqui;Dane Cook;Stacy Keach","Animation;Adventure;Comedy;Family","A cropdusting plane with a fear of heights lives his dream of competing in a famous around-the-world aerial race."
"tt2184339","The Purge","5.5","85 mins.","James DeMonaco","Ethan Hawke;Lena Headey;Max Burkholder","Horror;Sci-Fi;Thriller","In the future, a wealthy family is held hostage for harboring the target of a murderous syndicate during the Purge, a 12-hour period in which any and all crime is legalized."
"tt1860353","Turbo","6.4","96 mins.","David Soren","Ryan Reynolds;Paul Giamatti;Maya Rudolph","Animation;Adventure;Comedy;Family;Sport","A freak accident might just help an everyday garden snail achieve his biggest dream: winning the Indy 500."
"tt1321870","Gangster Squad","6.8","113 mins.","Ruben Fleischer","Sean Penn;Ryan Gosling;Emma Stone","Action;Crime;Drama;Thriller","Los Angeles, 1949: A secret crew of police officers led by two determined sergeants work together in an effort to take down the ruthless mob king Mickey Cohen who runs the city."
"tt1714915","Only Lovers Left Alive","7.7","123 mins.","Jim Jarmusch","Tom Hiddleston;Tilda Swinton;Mia Wasikowska","Drama;Horror;Romance","A story centered on two vampires who have been in love for centuries."
"tt0848537","Epic","6.7","102 mins.","Chris Wedge","Amanda Seyfried;Josh Hutcherson;BeyoncÃ© Knowles","Animation;Adventure;Family;Fantasy","A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group of characters in order to save their world -- and ours."
"tt2002718","Machete Kills","5.9","107 mins.","Robert Rodriguez","Danny Trejo;Alexa PenaVega;Mel Gibson","Action;Crime;Thriller","The U.S. government recruits Machete to battle his way through Mexico in order to take down an arms dealer who looks to launch a weapon into space."
"tt2429074","G.B.F.","6.6","92 mins.","Darren Stein","Evanna Lynch;Natasha Lyonne;Sasha Pieterse","Comedy","What happens after Tanner is outed by his classmates and becomes the title ""gay best friend"" for three high school queen bees?"
"tt2357129","Jobs","5.9","128 mins.","Joshua Michael Stern","Ashton Kutcher;Dermot Mulroney;Josh Gad","Biography;Drama","The story of Steve Jobs' ascension from college dropout into one of the most revered creative entrepreneurs of the 20th century."
"tt1821549","Nebraska","8.1","115 mins.","Alexander Payne","Bruce Dern;Will Forte;June Squibb","Adventure;Drama","An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize."
"tt2209418","Before Midnight","8.1","109 mins.","Richard Linklater","Ethan Hawke;Julie Delpy;Seamus Davey-Fitzpatrick","Drama;Romance","We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna."
"tt2312718","Homefront","6.8","100 mins.","Gary Fleder","Jason Statham;James Franco;Winona Ryder","Action;Crime;Thriller","A former DEA agent moves his family to a quiet town, where he soon tangles with a local meth druglord."
"tt2094018","Hours","6.5","97 mins.","Eric Heisserer","Paul Walker;Genesis Rodriguez;Nancy Nave","Drama;Thriller","A father struggles to keep his infant daughter alive in the wake of Hurricane Katrina."
"tt2053463","Side Effects","7.1","106 mins.","Steven Soderbergh","Rooney Mara;Channing Tatum;Jude Law","Crime;Drama;Thriller","A young woman's world unravels when a drug prescribed by her psychiatrist has unexpected side effects."
"tt2005374","The Frozen Ground","6.3","105 mins.","Scott Walker","Nicolas Cage;Vanessa Hudgens;John Cusack","Biography;Crime;History;Thriller","An Alaska State Trooper partners with a young woman who escaped the clutches of serial killer Robert Hansen to bring the murderer to justice. Based on actual events."
"tt2390361","Enough Said","7.3","93 mins.","Nicole Holofcener","Julia Louis-Dreyfus;James Gandolfini;Catherine Keener","Comedy;Drama;Romance","A divorced woman who decides to pursue the man she's interested in learns he's her new friend's ex-husband."
"tt2334873","Blue Jasmine","7.6","98 mins.","Woody Allen","Cate Blanchett;Alec Baldwin;Peter Sarsgaard","Comedy;Drama","A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks a million, but isn't bringing money, peace, or love..."
"tt1951261","The Hangover Part III","5.9","100 mins.","Todd Phillips","Bradley Cooper;Zach Galifianakis;Ed Helms","Comedy","When one of their own is kidnapped by an angry gangster, the Wolf Pack must track down Mr. Chow, who has escaped from prison and is on the lam."
